# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	RGEN	HANZI	SOURCE	ENTRY_IN_SOURCE	COGNACY
38547	Rabha	knee	the knee	tʃá-kʰa-tʰoŋ	tʃ á + kʰ a + tʰ o ŋ				10392			Joseph2007		10392
#
5478	TibetanOldTibetan	leaf	the leaf	lo.ma	l o m a			叶子	948		葉		lo.ma	948
5491	KirantiKhaling	leaf	the leaf	sāːphʌm	s āː pʰ ʌ m			叶子	1402		葉		sāːphʌm	1402
5492	KirantiLimbu	leaf	the leaf	tɛtla	t ɛ t l a			叶子	2318		葉		tɛtla	2318
5507	rGyalrongJaphug	leaf	the leaf	tɤ-jwaʁ	t ɤ + j w a ʁ			叶子	881		葉		tɤ-jwaʁ	881
5511	Tangut	leaf	the leaf	bạ²	b ạ/a ²			叶子	881		葉		bạ²	881
16615	JingphoJingpho	leaf	the leaf	lap³¹	l a p ³¹				234	364247		STEDT/TBL	lap³¹	234
16727	BodicTshangla	leaf	the leaf	ɕa ba	ɕ a _ b a				286	364235		STEDT/TBL	ɕa ba	286
17602	rGyalrongMaerkang	leaf	the leaf	tɐi wɐk	t ɐ i _ w ɐ k				881	364239		STEDT/TBL	tɐi wɐk	881
17917	TibetanLhasa	leaf	the leaf	lo¹³ma⁵⁵	l o ¹³ + m a ⁵⁵				948	364230		STEDT/TBL	lo¹³ma⁵⁵	948
18829	rGyalrongDaofu	leaf	the leaf	lba lə	l b a + l ə	!			881	364240		STEDT/TBL	lba lə	881
19097	DengYidu	leaf	the leaf	nɑŋ³⁵	n ɑ ŋ ³⁵				1307	364253		STEDT/TBL	nɑŋ³⁵	1307
19210	LoloishLisu	leaf	the leaf	e⁵⁵phiɛ³¹	e ⁵⁵ pʰ iɛ ³¹				881	364268		STEDT/TBL	si³⁵ve̱³³	881
19252	NungicDulong	leaf	the leaf	lɑp⁵⁵	l ɑ p ⁵⁵				234	364248		STEDT/TBL	lɑp⁵⁵	234
19543	TibetanBatang	leaf	the leaf	lo¹³ma⁵³	l o ¹³ + m a ⁵³				948	364231		STEDT/TBL	lo¹³ma⁵³	948
21186	QiangicZhaba	leaf	the leaf	lo³³ma⁵⁵	l o ³³ + m a ⁵⁵		tib lo ma		948	364242		STEDT/TBL	lo³³ma⁵⁵	29964
21513	DengDarangTaraon	leaf	the leaf	nɑŋ³⁵	n ɑ ŋ ³⁵				1307	364250		STEDT/TBL	nɑŋ³⁵	1307
23347	TaniBokar	leaf	the leaf	a nə	a + n ə	Jackson Sun PTani *nə 'leaf'			29725	364252		STEDT/TBL	a nə	29725
24304	TibetanAlike	leaf	the leaf	lo ma	l o _ m a				948	364233		STEDT/TBL	lo ma	948
25467	TibetanXiahe	leaf	the leaf	lo ma	l o _ m a				948	364232		STEDT/TBL	lo ma	948
30896	SiniticOldChinese		the leaf	lap	l a p			叶子	234		葉	SagartMa2016	*l[a]p	234
31162	BurmishOldBurmese		the leaf	ʔa◦ro₁k	ʔ a + r ? k				881			Hill2016		881
31662	KhroskyabsWobzi		the leaf	lpʰacʰɑ́	l pʰ a cʰ ɑ́				881			Lai2016		881
31926	ChepangChepang	leaf (sp.)	the leaf	haʔ.baŋ	h a ʔ + b a ŋ				3844	487228		Caughley2000		3844
32178	GaroGaro	leaf (n)	the leaf	bi-jak	b i j a k				3963	465462		Burling2003		3963
32499	KirantiThulung		the leaf	blam	b l a m				4076					4076
32757	ChinHakha	leaf (n.)	the leaf	thinghnah , cahnah	? a ʔ				10224			VanBik2014		10224
33039	TibetoKinauriBunan	leaf	the leaf	lap	l a p	Comment (by Widmer2014): «WT lob / PTB *lap»			234			Widmer2014		234
33282	TibetoKinauriByangsi	leaf	the leaf	pa:t	p aː t		IA		388	542193		Sharma2003		29965
33501	TibetoKinauriRongpo	leaf of a plant	the leaf	pa:t	p aː t		IA		388	547197		Sharma2003a		29966
33729	KirantiKulung	leaf (n.)	the leaf	si:bɔ	s iː b ɔ	Nepali: pāt. (Tolsma1999)			2400			Tolsma1999		2400
33963	KirantiBantawa	branch, leaf	the leaf	kusi	k u s i				2676			Jongens2009:439		2676
34116	BurmishAchang		the leaf	a³¹◦xʐoʔ⁵⁵	a ³¹ + ? o ʔ ⁵⁵				881			Huang1992		881
34171	BurmishXiandao		the leaf	a³¹◦xʐoʔ⁵⁵	a ³¹ + ? o ʔ ⁵⁵				881			Huang1992		881
34273	BurmishMaru		the leaf	phɔʔ⁵⁵	pʰ ɔ ʔ ⁵⁵				941			Huang1992		941
34274	BurmishMaru		the leaf	fɔʔ⁵⁵	f ɔ ʔ ⁵⁵				942			Huang1992		942
34337	BurmishBola		the leaf	sak⁵⁵◦faʔ⁵⁵	s a k ⁵⁵ + f a ʔ ⁵⁵				942			Huang1992		942
34472	BurmishLashi		the leaf	a³¹◦fu̱ʔ⁵⁵	a ³¹ + f ṵ ʔ ⁵⁵				942			Huang1992		942
34590	BurmishAchang	leaf	the leaf	a³¹xʐoʔ⁵⁵	a ³¹ + x ʐ o ʔ ⁵⁵				881			Huang1992		881
34596	BurmishRangoon		the leaf	ɑ⁵³jwɛʔ⁴	ɑ ⁵³ + j w ɛ ʔ ⁴				881			Huang1992		881
35084	BurmishAtsi	leaf	the leaf	a²¹xaʔ⁵⁵	a ²¹ + x a ʔ ⁵⁵				881			Huang1992		881
35085	BurmishBola	leaf	the leaf	sak⁵⁵faʔ⁵⁵	s a k ⁵⁵ + f a ʔ ⁵⁵				942			Huang1992		942
35087	BurmishLashi	leaf	the leaf	a³¹fu̱ʔ⁵⁵	a ³¹ + f ṵ ʔ ⁵⁵				942			Huang1992		942
35088	BurmishMaru	leaf	the leaf	phɔʔ⁵⁵	pʰ ɔ ʔ ⁵⁵				941			Huang1992		941
35089	BurmishXiandao	leaf	the leaf	a³¹xʐoʔ⁵⁵	a ³¹ + x ʐ o ʔ ⁵⁵				881			Huang1992		881
35466	BurmishAtsi		the leaf	a²¹◦xaʔ⁵⁵	a ²¹ + x a ʔ ⁵⁵				881			Huang1992		881
35674	BurmishRangoon		the leaf	ɑ⁵³jwɛʔ⁴	ɑ ⁵³ + j w ɛ ʔ ⁴				881			Huang1992		881
35792	KirantiBahing	leaf (n)	the leaf	sɔphɔ	s ɔ pʰ ɔ				1402	122817				1402
36022	MizoLushai	leaf (n)	the leaf	hnah	n̥ a h				10224	244272				10224
36810	SiniticBeijing		the leaf	je⁵¹tsɿ⁰	j e ⁵¹ ts ɿ ⁰				234		葉子			234
36811	SiniticGuangzhou		the leaf	sy²jip²	s y ² j i p ²				234		樹葉			234
36812	SiniticChaozhou		the leaf	hieʔ⁵	h i e ʔ ⁵	< 箬 'cuticle of bamboo' > 'leaf'. A Min innov.			10272		葉			10272
36813	SiniticLonggang		the leaf	su⁵⁵jak⁵	s u ⁵⁵ j a k ⁵				234		樹葉			234
36814	SiniticJieyang		the leaf	hiɔʔ⁵	h i ɔ ʔ ⁵	< 箬 'cuticle of bamboo' > 'leaf'. A Min innov.箬. A Min innov.			10272		葉			10272
36815	SiniticXingning		the leaf	ʂu⁵³₅₅ʐaʔ⁵³	ʂ u ? ʐ a ʔ ⁵³				234		樹葉			234
37642	NagaUkhrul	leaf	the leaf	ʔa-na	ʔ a + n a				10224	526671				10224
37847	KirantiHayu	leaf (n)	the leaf	lo	l o				2074	121423				2074
38317	Karbi		the leaf	arvó	a r v ó	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «arvo, (large) lo» (page: 327)			29724			Walker1925, Konnerth2014	arvo, (large) lo	29724
38654	Rabha	leaf	the leaf	tʃak	tʃ a k				3963			Joseph2007		3963
#
16392	JingphoJingpho	lip	the lip (the lips)	n³¹te̱n³³	n ³¹ + t e̠ n ³³				10522	349375		STEDT/TBL	n³¹te̱n³³	10522
16548	BodicTshangla	lip	the lip (the lips)	no waŋ khop taŋ	n o _ w a ŋ _ kʰ o p _ t a ŋ				148	349363		STEDT/TBL	no waŋ khop taŋ	148
18619	rGyalrongDaofu	lip	the lip (the lips)	ɣumur	ɣ u m u r	!			2075	349368		STEDT/TBL	ɣumur	2075
19061	NungicDulong	lip	the lip (the lips)	nɯi⁵⁵kɔp⁵⁵	n ɯ i ⁵⁵ + k ɔ p ⁵⁵				1293	349376		STEDT/TBL	nɯi⁵⁵kɔp⁵⁵	1293
19138	rGyalrongMaerkang	lip	the lip (the lips)	tə ʃnos	t ə _ ʃ n o s				1254	349367		STEDT/TBL	tə ʃnos	1254
19299	TibetanBatang	lip	the lip (the lips)	tɕhᴜ⁵⁵dᴜ⁵³	tɕʰ ? ⁵⁵ + d ? ⁵³				10522	349359		STEDT/TBL	tɕhᴜ⁵⁵dᴜ⁵³	10522
21171	QiangicZhaba	lip	the lip (the lips)	ne⁵⁵tʂə¹³	n e ⁵⁵ + ʈʂ ə ¹³				1254	349370		STEDT/TBL	ne⁵⁵tʂə¹³	1254
21305	DengDarangTaraon	lip	the lip (the lips)	thɯ⁵⁵no⁵⁵	tʰ ɯ ⁵⁵ + n o ⁵⁵				2111	349378		STEDT/TBL	thɯ⁵⁵no⁵⁵	2111
21960	TibetanXiahe	lip	the lip (the lips)	tɕhə to	? ə _ t o				10522	349360		STEDT/TBL	tɕhə to	10522
22631	TibetanLhasa	lip	the lip (the lips)	tɕho⁵⁵to⁵⁵	tɕʰ o ⁵⁵ + t o ⁵⁵				10522	349358		STEDT/TBL	tɕho⁵⁵to⁵⁵	10522
23083	LoloishLisu	lip	the lip (the lips)	mɯ³¹lɯ³⁵	m ɯ ³¹ + l ɯ ³⁵				2741	349396		STEDT/TBL	mɯ³¹lɯ³⁵	2741
23135	TaniBokar	lip	the lip (the lips)	nap tɕi	n a p + tɕ i				2597	349380		STEDT/TBL	nap tɕi	2597
24096	TibetanAlike	lip	the lip (the lips)	ntɕhə	n ? ə	!			10522	349361		STEDT/TBL	ntɕhə	10522
24408	DengYidu	lip	the lip (the lips)	tiɑ³⁵ndze⁵⁵	t i ɑ ³⁵ + ndz e ⁵⁵	!			2879	349381		STEDT/TBL	tiɑ³⁵ndze⁵⁵	2879
30512	rGyalrongJaphug		the lip (the lips)	tɯ-mtɕhi	t ɯ + + m ? i		tib[mtɕʰu]		10522					29967
30513	KirantiKhaling		the lip (the lips)	koɔ̄mtʌtoɔr	k oɔ̄ m t ʌ t oɔ r				3559					3559
30514	KirantiLimbu		the lip (the lips)	murase	m u r a s e				3560					3560
30902	SiniticOldChinese		the lip (the lips)	sədur	s ə + d u r			唇	10522		脣	SagartMa2016	*sə.dur	10522
31163	BurmishOldBurmese		the lip (the lips)	nhut	nh u t				1254			Hill2016		1254
31668	KhroskyabsWobzi		the lip (the lips)	mtɕʰə́	m tɕʰ ə́	mouth	tib[mtɕʰu]		10522			Lai2016		29968
31934	ChepangChepang	lip	the lip (the lips)	nər.pun	n ə r + p u n				3848	483196		Caughley2000		3848
32184	GaroGaro	lip (n)	the lip (the lips)	ku•-chil	k u ʔ + ch i l				10522	466826		Burling2003		10522
32355	TibetanOldTibetan		the lip (the lips)	mtɕʰu	m tɕʰ u	https://stan.hypotheses.org/20 for cognacy with OC			10522					10522
32500	KirantiThulung		the lip (the lips)	sikokte	s i k o k t e				3545					3545
32763	ChinHakha	lip (n.)	the lip (the lips)	hmur;	? u r	[full entry: lip reading = hmur cangh mi kha a sullam zeidah a si ti i hngalh khawhnak lip service = Hmur lawng i ee ti i lungthin taktak si ttung lo.]			2075			VanBik2014		2075
32970	TibetoKinauriBunan	lips	the lip (the lips)	dʑu	dʑ u	Comment (by Widmer2014): «WT mchu / PTB *ts(y)ul»			813			Widmer2014		813
33283	TibetoKinauriByangsi	lips	the lip (the lips)	akple	a k p l e				389	541527		Sharma2003		389
33502	TibetoKinauriRongpo	lips	the lip (the lips)	thou, thol	tʰ o u				526	547531		Sharma2003a		526
33730	KirantiKulung	lip (n.)	the lip (the lips)	Nǝcǝsuwa	ŋ ə tʃ ə s u w a	Nepali: oṭh. (Tolsma1999)			674			Tolsma1999		674
33970	KirantiBantawa	lip	the lip (the lips)	dosiwa	d o s i w a				809			Jongens2009:425		809
34935	BurmishAchang	lip	the lip (the lips)	ȵ̥ot⁵⁵tuŋ⁵⁵	n̥ʲ o t ⁵⁵ + t u ŋ ⁵⁵				1254			Huang1992		1254
35003	BurmishRangoon	lip	the lip (the lips)	n̥oʔ⁴kʰɑ̃⁵⁵	n̥ o ʔ ⁴ + kʰ ɑ̃ ∼ ⁵⁵				1254			Huang1992		1254
35067	BurmishAtsi	lip	the lip (the lips)	nu̱t⁵⁵ku̱ʔ⁵⁵	n ṵ t ⁵⁵ + k ṵ ʔ ⁵⁵				1254			Huang1992		1254
35086	BurmishMaru	lip	the lip (the lips)	na̱t⁵⁵ka̱uk⁵⁵	n a̰ t ⁵⁵ + k a̰ u k ⁵⁵				1254			Huang1992		1254
35211	BurmishLashi	lip	the lip (the lips)	nua̱t⁵⁵ku̱k⁵⁵	n u a̰ t ⁵⁵ + k ṵ k ⁵⁵				1254			Huang1992		1254
35262	BurmishXiandao	lip	the lip (the lips)	n̥ut⁵⁵ʐɿ⁵⁵	n̥ u t ⁵⁵ + ʐ ɿ ⁵⁵				1254			Huang1992		1254
35312	BurmishBola	lip	the lip (the lips)	nɔ̱t⁵⁵ka̱uʔ⁵⁵	n ɔ̰ t ⁵⁵ + k a̰ u ʔ ⁵⁵				1254			Huang1992		1254
36023	MizoLushai	lip	the lip (the lips)	hmui	m̥ u i				2075	166180				2075
36024	MizoLushai	lip (lower)	the lip (the lips)	heh	h e h				1530	168956				1530
36816	SiniticBeijing		the lip (the lips)	tsui²¹⁴₂₁tʂʰuɘn³⁵	ts u i ? ʈʂʰ u ɘ n ³⁵				10522		嘴唇			10522
36817	SiniticGuangzhou		the lip (the lips)	tsøy³⁵søn²¹	ts ø y ³⁵ s ø n ²¹				10522		嘴唇			10522
36818	SiniticChaozhou		the lip (the lips)	tuŋ⁵⁵	t u ŋ ⁵⁵	P-Min *-un			10522		唇			10522
36819	SiniticLonggang		the lip (the lips)	tsɔi³²sun²¹	ts ɔ i ³² s u n ²¹				10522		囗唇			10522
36820	SiniticJieyang		the lip (the lips)	tuŋ⁵⁵	t u ŋ ⁵⁵	P-Min *-un			10522		唇			10522
36821	SiniticXingning		the lip (the lips)	tʂɔɛ⁵³ʂun²¹	ʈʂ ɔ ɛ ⁵³ ʂ u n ²¹				10522		囗唇			10522
37643	NagaUkhrul	lip	the lip (the lips)	mor-caj	m o r + c a j				2075	526816				2075
37848	KirantiHayu	lip (n)	the lip (the lips)	kumtsiŋ	k u m ts i ŋ				10561	120225				10561
38026	Tangut		the lip (the lips)	mər	m ə r				2075		唇			2075
38341	Karbi		the lip (the lips)	ingtur	i ng t u r	from :cite:Walker1925<br>page in :cite:Walker1925			10522			Walker1925, Konnerth2014	ingtur; (upper) turthak; (lower) turber	10522
38582	Rabha	lip	the lip (the lips)	kʰú-tʃar	kʰ ú + tʃ a r				10522			Joseph2007		10522
#
5796	TibetanOldTibetan	liver	the liver	mtɕʰin.pa	m tɕʰ i n p a			肝	2076		肝		mtɕʰin.pa	2076
5809	KirantiKhaling	liver	the liver	lūm	l ū m			肝	52		肝		lūm	52
5810	KirantiLimbu	liver	the liver	luŋma	l u ŋ m a			肝	52		肝		luŋma	52
5825	rGyalrongJaphug	liver	the liver	tɯ-mtsʰi	t ɯ + m tsʰ i			肝	2076		肝		tɯ-mtsʰi	2076
5829	Tangut	liver	the liver	sji¹	s j i ¹			肝	2076		肝		sji¹	2076
16435	JingphoJingpho	liver	the liver	sin³¹tʃaʔ³¹	s i n ³¹ + tʃ a ʔ ³¹				2076	352454		STEDT/TBL	sin³¹tʃaʔ³¹	2076
16588	BodicTshangla	liver	the liver	tɕhiŋ pa	? i ŋ _ p a		tib[mtɕʰin.pa]		2076	352442		STEDT/TBL	tɕhiŋ pa	29969
17427	rGyalrongMaerkang	liver	the liver	tə pʃu	t ə _ p ʃ u	!			2076	352446		STEDT/TBL	tə pʃu	2076
17736	TibetanLhasa	liver	the liver	tɕhĩ⁵⁵pə⁵⁵	tɕʰ ĩ ∼ ⁵⁵ + p ə ⁵⁵				2076	352437		STEDT/TBL	tɕhĩ⁵⁵pə⁵⁵	2076
17823	TibetanAlike	liver	the liver	ntɕən bæ	n tɕ ə n _ b æ	!			2076	352440		STEDT/TBL	ntɕən bæ	2076
18657	rGyalrongDaofu	liver	the liver	shi	sʰ i				2076	352447		STEDT/TBL	shi	2076
19105	NungicDulong	liver	the liver	pɯ³¹ɕin⁵⁵	p ɯ ³¹ + ɕ i n ⁵⁵				2076	352455		STEDT/TBL	pɯ³¹ɕin⁵⁵	2076
19374	TibetanBatang	liver	the liver	tɕhĩ⁵⁵mba⁵³	tɕʰ ĩ ∼ ⁵⁵ + m b a ⁵³	!			2076	352438		STEDT/TBL	tɕhĩ⁵⁵mba⁵³	2076
21213	LoloishLisu	liver	the liver	si³¹	s i ³¹				2076	352475		STEDT/TBL	si³¹	2076
21221	QiangicZhaba	liver	the liver	sei³³	s e i ³³				2076	352486		STEDT/TBL	sei³³	2076
21349	DengDarangTaraon	liver	the liver	ɹu⁵⁵xɑ³¹tiɑi⁵³	ɹ u ⁵⁵ + x ɑ ³¹ + t i ɑ i ⁵³				2137	352457		STEDT/TBL	ɹu⁵⁵xɑ³¹tiɑi⁵³	2137
22002	TibetanXiahe	liver	the liver	tɕhə mba	? ə _ m b a	!			2076	352439		STEDT/TBL	tɕhə mba	2076
23181	TaniBokar	liver	the liver	jin	j i n				2076	352459		STEDT/TBL	jin	2076
24452	DengYidu	liver	the liver	huŋ⁵³	h u ŋ ⁵³				2889	352460		STEDT/TBL	huŋ⁵³	2889
30903	SiniticOldChinese		the liver	skˤar	s + kˤ a r			肝	1782		肝	SagartMa2016	*s.kˤa[r]	1782
31164	BurmishOldBurmese		the liver	ʔa◦sañḥ	ʔ a + s a ɲ ?				2076			Hill2016		2076
31669	KhroskyabsWobzi		the liver	fsé	f s é				2076			Lai2016		2076
31936	ChepangChepang	liver; kernel (of grain)	the liver	sinh	s i n̥				2076	486710		Caughley2000		2076
32185	GaroGaro	liver (n)	the liver	bi-ka	b i k a				3966	465467		Burling2003		3966
32501	KirantiThulung		the liver	duŋ	d u ŋ				29726					29726
32764	ChinHakha	liver (n.)	the liver	thin	tʰ ǐ/i n				2076			VanBik2014		2076
33123	TibetoKinauriBunan	liver	the liver	tɕinpa	tɕ i n p a	Comment (by Widmer2014): «WT mchin pa / PTB *sin»	tib[mtɕʰin.pa]		2076			Widmer2014		29970
33284	TibetoKinauriByangsi	liver	the liver	chincha:	c/tʃʰ i n c/tʃʰ aː				2076	541671		Sharma2003		2076
33503	TibetoKinauriRongpo	liver	the liver	chinpa	? i n p a		tib[mtɕʰin.pa]		2076	546484		Sharma2003a		29971
33731	KirantiKulung	liver (n.)	the liver	luma	l u m a	Nepali: kalejo. (Tolsma1999)			52			Tolsma1999		52
33971	KirantiBantawa	liver	the liver	luŋmak	l u ŋ m a k				52			Jongens2009:446		52
34712	BurmishRangoon		the liver	ɑ⁵³tθɛ⁵⁵	ɑ ⁵³ + tθ ɛ ⁵⁵				2076			Huang1992		2076
35073	BurmishAtsi	liver nbp	the liver	siŋ²¹	s i ŋ ²¹				2076			Huang1992		2076
35134	BurmishXiandao	liver nbp	the liver	a³¹ʂɯŋ³¹	a ³¹ + ʂ ɯ ŋ ³¹				2076			Huang1992		2076
35210	BurmishAchang	liver nbp	the liver	a³¹ʂəŋ³¹	a ³¹ + ʂ ə ŋ ³¹				2076			Huang1992		2076
35213	BurmishBola	liver nbp	the liver	saŋ³⁵	s a ŋ ³⁵				2076			Huang1992		2076
35218	BurmishLashi	liver nbp	the liver	səŋ⁵⁵	s ə ŋ ⁵⁵				2076			Huang1992		2076
35221	BurmishMaru	liver nbp	the liver	saŋ³⁵	s a ŋ ³⁵				2076			Huang1992		2076
35793	KirantiBahing	liver (n)	the liver	diŋ	d i ŋ				29726	122256				29726
36025	MizoLushai	liver	the liver	thin	tʰ i n				2076	166197				2076
36822	SiniticBeijing	*pork liver	the liver	tʂu⁵⁵kanr⁵⁵	ʈʂ u ⁵⁵ k r/a n ⁵⁵	**concept**: original concept is «pig-liver»		豬肝兒	1782		豬肝兒	BeijingDaxue1964		1782
36824	SiniticChaozhou		the liver	kũã³³	k ũ ã ∼ ³³				1782		肝			1782
36825	SiniticLonggang		the liver	kɔn³³	k ɔ n ³³				1782		肝			1782
36826	SiniticJieyang		the liver	kũã³³	k ũ ã ∼ ³³				1782		肝			1782
36827	SiniticXingning		the liver	kɔn⁴⁵	k ɔ n ⁴⁵				1782		肝			1782
36828	SiniticGuangzhou		the liver	kɔn⁵³₅₅	k ɔ n ?				1782		肝			1782
37644	NagaUkhrul	liver	the liver	ʔa-mə-tʰin	ʔ a + m ə + tʰ i n				2076	526742				2076
37849	KirantiHayu	liver (n)	the liver	diŋ	d i ŋ				29726	120815				29726
38278	Karbi		the liver	ingthin	i ng tʰ i n	from :cite:Walker1925<br>page in :cite:Walker1925 331			2076			Walker1925, Konnerth2014	ingthin, pektung	2076
38556	Rabha	liver	the liver	pi-xa	p i + x a				3966			Joseph2007		3966
#
5902	TibetanOldTibetan	louse	the louse	ɕig	ɕ i g			虱子	2077		蝨		ɕig	2077
5915	KirantiKhaling	louse	the louse	sēr	s ē r			虱子	807		蝨		sēr	807
5916	KirantiLimbu	louse	the louse	siʔ	s i ʔ			虱子	2077		蝨		siʔ	2077
5931	rGyalrongJaphug	louse	the louse	zrɯɣ	z r ɯ ɣ			虱子	2077		蝨		zrɯɣ	2077
5935	Tangut	louse	the louse	ɕjiw²	ɕ j i w ²			虱子	2077		蝨		ɕjiw²	2077
16599	JingphoJingpho	louse	the louse	ʃă⁵⁵kʒa̱t⁵⁵	ʃ ă ⁵⁵ + k ʒ a̠ t ⁵⁵	!			189	363219		STEDT/TBL	ʃă⁵⁵kʒa̱t⁵⁵	189
16710	BodicTshangla	louse	the louse	ɕiŋ	ɕ i ŋ				2077	363207		STEDT/TBL	ɕiŋ	2077
17583	rGyalrongMaerkang	louse	the louse	sor	s o r				807	363211		STEDT/TBL	sor	807
17899	TibetanLhasa	louse	the louse	ɕi⁵²	ɕ i ⁵²				2077	363202		STEDT/TBL	ɕi⁵²	2077
18813	rGyalrongDaofu	louse	the louse	ɕo	ɕ o				2077	363212		STEDT/TBL	ɕo	2077
19234	NungicDulong	louse	the louse	ɕiʔ⁵⁵	ɕ i ʔ ⁵⁵				2077	363220		STEDT/TBL	ɕiʔ⁵⁵	2077
19526	TibetanBatang	louse	the louse	xiʔ⁵³	x i ʔ ⁵³				2077	363203		STEDT/TBL	xiʔ⁵³	2077
20571	TaniBokar	louse	the louse	ta jɯk	t a + j ɯ k				2077	363224		STEDT/TBL	ta jɯk	2077
21384	QiangicZhaba	louse	the louse	ɕha¹³	? a ¹³				807	363214		STEDT/TBL	ɕha¹³	807
21500	DengDarangTaraon	louse	the louse	tshɑɯ⁵³	? ɑ ɯ ⁵³				2213	363222		STEDT/TBL	tshɑɯ⁵³	2213
22142	TibetanXiahe	louse	the louse	ɕhəχ	? ə χ				2077	363204		STEDT/TBL	ɕhəχ	2077
23267	LoloishLisu	louse	the louse	xɯ̱³³	x ɯ̠ ³³				807	363240		STEDT/TBL	xɯ̱³³fu̱³³	807
24287	TibetanAlike	louse	the louse	xək	x ə k				2077	363205		STEDT/TBL	xək	2077
24597	DengYidu	louse	the louse	tshu⁵³	? u ⁵³				2213	363225		STEDT/TBL	tshu⁵³	2213
30905	SiniticOldChinese		the louse	srik	s r i k			虱子	2077		蝨	SagartMa2016	*srik	2077
31165	BurmishOldBurmese		the louse	sanḥ	s a n ?				807			Hill2016		807
31671	KhroskyabsWobzi		the louse	ɕɑ́ɣ	ɕ ɑ́ ɣ				2077			Lai2016		2077
31938	ChepangChepang	louse (of head)	the louse	srəyk	s r ə j k				2077	487093		Caughley2000		2077
32187	GaroGaro	louse (n)	the louse	tik	t i k				2077	467912		Burling2003		2077
32502	KirantiThulung		the louse	se:r	s eː r				807					807
32766	ChinHakha	louse (n.)	the louse	hrik	? i k				2077			VanBik2014		2077
33111	TibetoKinauriBunan	louse	the louse	ʂik	ʂ i k	Comment (by Widmer2014): «- / WT shig / PTB *r(y)ik»			2077			Widmer2014		2077
33285	TibetoKinauriByangsi	louse	the louse	mɨnje	m ɨ n j/dʒ e				390	542074		Sharma2003		390
33504	TibetoKinauriRongpo	louse	the louse	rhi:g	? iː g				2077	547345		Sharma2003a		2077
33732	KirantiKulung	louse (n.)	the louse	si	s i	Nepali: jumrā. (Tolsma1999)			2077			Tolsma1999		2077
33973	KirantiBantawa	louse; headlouse	the louse	sit	s i t				2077			Jongens2009:462		2077
34524	BurmishRangoon		the louse	tθɑ̃⁵⁵	tθ ɑ̃ ∼ ⁵⁵				807			Huang1992		807
35250	BurmishAchang	louse n	the louse	ʂan³¹	ʂ a n ³¹				807			Huang1992		807
35253	BurmishAtsi	louse n	the louse	ʃin²¹	ʃ i n ²¹				807			Huang1992		807
35254	BurmishBola	louse n	the louse	ʃɔn³⁵	ʃ ɔ n ³⁵				807			Huang1992		807
35256	BurmishLashi	louse n	the louse	ʃɛ̱n⁵⁵	ʃ ɛ̰ n ⁵⁵				807			Huang1992		807
35257	BurmishMaru	louse n	the louse	ʃiŋ³⁵	ʃ i ŋ ³⁵				807			Huang1992		807
35259	BurmishXiandao	louse n	the louse	ʂan³¹	ʂ a n ³¹				807			Huang1992		807
35794	KirantiBahing	louse (n)	the louse	riŋ	r i ŋ				2077	122636				2077
36026	MizoLushai	louse	the louse	hrik	r̥ i k				2077	256819				2077
36829	SiniticBeijing		the louse	ʂʅ⁵⁵tsɿ⁰	ʂ ʅ ⁵⁵ ts ɿ ⁰				2077		蝨子			2077
36830	SiniticGuangzhou		the louse	sɐt⁵na³⁵	s ɐ t ⁵ n a ³⁵				2077		蝨乸			2077
36831	SiniticChaozhou		the louse	sak²₅bɔ⁵³	s a k ²⁵ b ɔ ⁵³				2077		蝨囗			2077
36832	SiniticLonggang		the louse	sɪt³ma²¹	s ɪ t ³ m a ²¹				2077		蝨囗			2077
36833	SiniticJieyang		the louse	sak²	s a k ²				2077		蝨			2077
36834	SiniticXingning		the louse	siʔ²ma²¹	s i ʔ ² m a ²¹				2077			蝨囗		2077
37645	NagaUkhrul	louse	the louse	rik	r i k				2077	525801				2077
37850	KirantiHayu	louse (n)	the louse	sek	s e k				2077	121536				2077
38274	Karbi		the louse	rek	r e k	from :cite:Walker1925<br>page in :cite:Walker1925 333			2077			Walker1925, Konnerth2014	rek	2077
38569	Rabha	louse	the louse	kʰrɨk	kʰ r ɨ k				2077			Joseph2007		2077
38692	JingphoJingpho		the louse	tsi_ʔ⁵⁵	t s i_ ʔ⁵⁵				2077					2077
#
15884	rGyalrongDaofu	lung	the lung	ʂtse	ʂ ts e	!			716	352346		STEDT/TBL	ʂtse	716
16433	JingphoJingpho	lung	the lung	sin³¹wop⁵⁵	s i n ³¹ + w o p ⁵⁵				50	352353		STEDT/TBL	sin³¹wop⁵⁵	50
16586	BodicTshangla	lung	the lung	lo wa	l o _ w a		tib[glo.ba]		177	352341		STEDT/TBL	lo wa	29972
17425	rGyalrongMaerkang	lung	the lung	tə rtshos	t ə _ r ? o s	!			716	352345		STEDT/TBL	tə rtshos	716
17734	TibetanLhasa	lung	the lung	loː⁵⁵	l oː ⁵⁵				177	352336		STEDT/TBL	loː⁵⁵	177
18159	DengYidu	lung	the lung	ɑ⁵⁵po⁵⁵	ɑ ⁵⁵ + p o ⁵⁵				1037	352359		STEDT/TBL	ɑ⁵⁵po⁵⁵	1037
