# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALMS	NOTE	BORROWING	CHINESE	COGID	COGS	HANZI	MORPHEME_STRUCTURE	ALIGNMENT	CONSENSUS
21309	QiangicZhaba	horn	the horn (keratinized skin)	ʐʌ³³pə⁵⁵	ʐ ʌ ³³ ◦ p ə ⁵⁵	( - - - - - - - - - ) - - - ʐ - ʌ - - - ( ³³ - - - ◦ p ə ⁵⁵ - - - - )				274				- - - - ʐ - ʌ - - ³³ ◦ p ə ⁵⁵	kʰ o
38464	Karbi		the horn (keratinized skin)	nu	n u		from :cite:Walker1925<br>page in :cite:Walker1925 304			10385				n u	nu
38559	Rabha	horn	the horn (keratinized skin)	kroŋ	k r o ŋ					312				- - - - - - k r o ŋ - -	r o ŋ
37844	KirantiHayu	horn (of an animal) (n)	the horn (keratinized skin)	rʊŋ	r ʊ ŋ	( - - - - - - - - - ) - - - r - ʊ ŋ - - ( - - - - - - - - - - - - )				312				- - - - - - - r ʊ ŋ - -	r o ŋ
22075	TibetanXiahe	horn	the horn (keratinized skin)	ra tɕo	r a _ tɕ o	( - - - - - - - - - ) - - - r - a - - - ( - _ tɕ o - - - - - - - - )				274				- r a _ tɕ - o - - - - - - -	kʰ o
24528	DengYidu	horn	the horn (keratinized skin)	ɹu⁵⁵	ɹ u ⁵⁵	( - - - - - - - - - ) - - - ɹ - u - - - ( ⁵⁵ - - - - - - - - - - - )				274				- - - - ɹ - u - - ⁵⁵ - - - -	kʰ o
24807	JingphoJingpho	horn	the horn (keratinized skin)	n³¹|ʒuŋ³³	n ³¹ ◦ ʒ u ŋ ³³	( n ³¹ ◦ - - - - - - ) - - - ʒ - u - ŋ - ( ³³ - - - - - - - - - - - )	!			312				n - ³¹ - - ◦ - ʒ u ŋ - ³³	r o ŋ
25173	NungicDulong	horn	the horn (keratinized skin)	dɯ⁵⁵ɹɯŋ⁵³	d ɯ ⁵⁵ + ɹ ɯ ŋ ⁵³	( - - - d ɯ ⁵⁵ + - - ) - - - ɹ - ɯ - ŋ - ( ⁵³ - - - - - - - - - - - )				312				d ɯ ⁵⁵ - - + - ɹ ɯ ŋ - ⁵³	r o ŋ
21656	LoloishLisu	horn	the horn (keratinized skin)	o⁵⁵tʃhi̱³³	o ⁵⁵ tʃh i̱ ³³	( - - - - - - - o ⁵⁵ ) - - tʃh - - i̱ - - - ( ³³ - - - - - - - - - - - )				274				- - - - - - o - - ⁵⁵ - tʃh i̱ ³³	kʰ o
4736	TibetanOldTibetan	horn	the horn (keratinized skin)	gru	g r u	( - - - - - - - - - ) - - g r - u - - - ( - - - - - - - - - - - - )			角	274		角		g r u - - - - - - - - - - -	kʰ o
37639	NagaUkhrul	horn	the horn (keratinized skin)	a-ŋə-ci	a + ŋ ə + c i	a + ŋ ə + c i				3364				a + ŋ ə + c i	a-ŋə-ci
33724	KirantiKulung	horn (n.)	the horn (keratinized skin)	pittɔ	p i t t ɔ	p i t t ɔ	Nepali: siŋ. (Tolsma1999)			3435				p i t t ɔ	pittɔ
30876	SiniticOldChinese		the horn (keratinized skin)	Ckˤrok	C/ + kˤ r o k	( - - - - - - - - - ) C/ + kˤ r - o - k - ( - - - - - - - - - - - - )			角	365		角	C-prefix the-622	C/ + kˤ - r o k -	k ɔ k ²
31154	BurmishOldBurmese		the horn (keratinized skin)	khyuiw	kh j ui w	( - - - - - - - - - ) - - kh j - ui w - - ( - - - - - - - - - - - - )				274				- - - - kh j ui w - - - - - -	kʰ o
31644	KhroskyabsWobzi		the horn (keratinized skin)	rə̂	r ə̂	( - - - - - - - - - ) - - - r - ə̂ - - - ( - - - - - - - - - - - - )		tib ru		10909				r ə̂	rə̂
15278	DengDarangTaraon	horn	the horn (keratinized skin)	ɹɑu⁵⁵	ɹ ɑ u ⁵⁵	( - - - - - - - - - ) - - - ɹ - ɑ u - - ( ⁵⁵ - - - - - - - - - - - )				274				- - - - ɹ - ɑ - u ⁵⁵ - - - -	kʰ o
31906	ChepangChepang	horn of animal	the horn (keratinized skin)	roŋʔ	r o ŋ ʔ	( - - - - - - - - - ) - - - r - o ŋ ʔ - ( - - - - - - - - - - - - )				312				- - - - - - - r o ŋ ʔ -	r o ŋ
32161	GaroGaro	horn (n)	the horn (keratinized skin)	grong	g r o ŋ	( - - - - - - - - - ) - - g r - o ŋ - - ( - - - - - - - - - - - - )				312				- - - - - - g r o ŋ - -	r o ŋ
32494	KirantiThulung		the horn (keratinized skin)	rʌŋ	r ʌ ŋ	( - - - - - - - - - ) - - - r - ʌ - ŋ - ( - - - - - - - - - - - - )				312				- - - - - - - r ʌ ŋ - -	r o ŋ
32739	ChinHakha	horn (n.)	the horn (keratinized skin)	1. ki;	k ìi	( - - - - - - - - - ) - - k - - ìi - - - ( - - - - - - - - - - - - )	[full entry: 2. miuzik tumnak muko; 3. aw thangpi. powder horn = zen rawnnak fungki.]			899				k ìi	k ìi
#
33008	TibetoKinauriBunan	house	the house	kjum	k j u m	( - - - ) k j u m - ( - - - ) -	Comment (by Widmer2014): «WT khyim»			209				- - - - - k j u m -	i m
16796	BodicTshangla	house	the house	phai	pʰ a i	pʰ a i				328				pʰ a i	phai
33948	KirantiBantawa	house	the house	kʰim	k͏ʰ i m	( - - - ) k͏ʰ - i m - ( - - - ) -				209				- - - - - k͏ʰ - i m -	i m
16668	JingphoJingpho	house	the house	n⁵⁵ta̱⁵¹	n ⁵⁵ ◦ t a̱ ⁵¹	n ⁵⁵ ◦ t a̱ ⁵¹				1014				n ⁵⁵ ◦ t a̱ ⁵¹	n⁵⁵ta̱⁵¹
34746	BurmishRangoon		the house	ẽ²²	ẽ ∼ ²²	( - - - ) - - ẽ ∼ - ( ²² - - ) -				209	383			- - - - - - - ẽ ∼ ²²	i m
34871	BurmishAchang	house n	the house	in⁵⁵	i n ⁵⁵	( - - - ) - - i n - ( ⁵⁵ - - ) -				209	383		house	- - - - - - - i n ⁵⁵	i m
34872	BurmishAtsi	house n	the house	ju̱m⁵¹	j ṵ m ⁵¹	( - - - ) j - ṵ m - ( ⁵¹ - - ) -				209	383		house	- - - - - - j ṵ m ⁵¹	i m
34873	BurmishBola	house n	the house	ja̱m⁵⁵	j a̰ m ⁵⁵	( - - - ) j - a̰ m - ( ⁵⁵ - - ) -				209	383		house	- - - - - - j a̰ m ⁵⁵	i m
34874	BurmishLashi	house n	the house	jɔ̱m³³	j ɔ̰ m ³³	( - - - ) j - ɔ̰ m - ( ³³ - - ) -				209	383		house	- - - - - - j ɔ̰ m ³³	i m
34875	BurmishMaru	house n	the house	ja̱m³¹	j a̰ m ³¹	( - - - ) j - a̰ m - ( ³¹ - - ) -				209	383		house	- - - - - - j a̰ m ³¹	i m
34876	BurmishXiandao	house n	the house	in⁵⁵	i n ⁵⁵	( - - - ) - - i n - ( ⁵⁵ - - ) -				209	383		house	- - - - - - - i n ⁵⁵	i m
35790	KirantiBahing	house (n)	the house	khim	kʰ i m	( - - - ) kʰ - i m - ( - - - ) -				209				- - - - - kʰ - i m -	i m
19606	DengYidu	house	the house	oŋ³⁵	o ŋ ³⁵	o ŋ ³⁵				1515				o ŋ ³⁵	o ŋ ³⁵
19630	TibetanBatang	house	the house	khõ⁵⁵mba⁵³	kʰ õ ∼ ⁵⁵ ◦ m b a ⁵³	- kʰ õ ∼ ⁵⁵ ( ◦ m b a ⁵³ )	!			1523				- kʰ õ ∼ ⁵⁵ ◦ m b a ⁵³	kʰ a ŋ ⁵⁵ w a
36019	MizoLushai	house	the house	in	i n	( - - - ) - - i n - ( - - - ) -				209				- - - - - - - i n -	i m
36784	SiniticGuangzhou	building // house	the house	ʊk⁵	ʊ k ⁵	- ʊ k ⁵ ( - - - )			屋	1775	694	屋	the-694	- ʊ k ⁵ - - -	v u k ³
36785	SiniticChaozhou		the house	tsʰu¹³	tsʰ u ¹³	tsʰ u ¹³	厝			1776	564	厝	the-564	tsʰ u ¹³	tsʰ u ¹³
36786	SiniticLonggang		the house	vuk³	v u k ³	v u k ³ ( - - - )				1775	694	屋	the-694	v u k ³ - - -	v u k ³
36787	SiniticJieyang		the house	tsʰu¹³	tsʰ u ¹³	tsʰ u ¹³	厝			1776	564	厝	the-564	tsʰ u ¹³	tsʰ u ¹³
36788	SiniticXingning		the house	fɔŋ²⁴ti²¹	f ɔ ŋ ²⁴ t i ²¹	f ɔ ŋ ²⁴ t i ²¹	**cognacy**: problem in assignment again, but I consider it save to split into three basic sets here: wuli-de-wu, chu, and "fang". @lingulist	< LMC/Mand		10759	129 623	房囗	the-129 _the-623	f ɔ ŋ ²⁴ t i ²¹	fɔŋ²⁴ti²¹
36789	SiniticXingning		the house	vuʔ²kʰa⁴⁵	v u ʔ ² kʰ a ⁴⁵	v u ʔ ² ( kʰ a ⁴⁵ )				1775	694 626	屋囗	the-694 _the-626	v u ʔ ² kʰ a ⁴⁵	v u k ³
36790	SiniticLonggang		the house	vuk³kʰa³³	v u k ³ kʰ a ³³	v u k ³ ( kʰ a ³³ )				1775	694 624	屋囗	the-694 _the-624	v u k ³ kʰ a ³³	v u k ³
33497	TibetoKinauriRongpo	house	the house	kim	k i m	( - - - ) k - i m - ( - - - ) -				209				- - - - - k - i m -	i m
37640	NagaUkhrul	house	the house	ʃim	ʃ i m	( - - - ) ʃ - i m - ( - - - ) -				209				- - - - - ʃ - i m -	i m
37845	KirantiHayu	house, home (n)	the house	kem	k e m	( - - - ) k - e m - ( - - - ) -				209				- - - - - k - e m -	i m
21487	QiangicZhaba	house	the house	jɪ¹³	j ɪ ¹³	( - - - ) j - ɪ - - ( ¹³ - - ) -				209				- - - - - - j ɪ - ¹³	i m
21565	DengDarangTaraon	house	the house	ŋ³⁵	ŋ ³⁵	- ŋ ³⁵				1515				- ŋ ³⁵	o ŋ ³⁵
38223	Tangut		the house	kjɨɨr	k jɨɨ r					128		屋		k jɨɨ r	kjɨɨr
38267	Tangut		the house	jɨj	j ɨ j					209		帳/舍/堂/室		- - - - - - j ɨ j -	i m
33725	KirantiKulung	house (n.)	the house	khim	kʰ i m	( - - - ) kʰ - i m - ( - - - ) -	Nepali: ghar. (Tolsma1999)			209				- - - - - kʰ - i m -	i m
38580	Rabha	house	the house	nok	n o k					3959				n o k	n o k
22235	TibetanXiahe	house	the house	khaŋ wa	kʰ a ŋ _ w a	- kʰ a ŋ - ( _ w a - - )				1523				- kʰ a ŋ _ - - w a -	kʰ a ŋ ⁵⁵ w a
22594	TibetanLhasa	house	the house	khaŋ⁵⁵ pa⁵⁵	kʰ a ŋ ⁵⁵ _ p a ⁵⁵	- kʰ a ŋ ⁵⁵ ( _ p a ⁵⁵ - )				1523				- kʰ a ŋ ⁵⁵ _ - p a ⁵⁵	kʰ a ŋ ⁵⁵ w a
22915	TaniBokar	house	the house	u guː	u + g uː	u + g uː				2544				u + g uː	u guː
23363	LoloishLisu	house	the house	hɪ̃³³	h ɪ̃ ³³	( - - - ) h - ɪ̃ - - ( ³³ - - ) -	!			209				- - - - - h - ɪ̃ - ³³	i m
4789	TibetanOldTibetan		the house	kʰʲim	kʰ j i m	( - - - ) kʰ j i m - ( - - - ) -				209				- - - - - kʰ j i m -	i m
36783	SiniticBeijing	building // house	the house	fɑŋ³⁵tsɿ⁰	f ɑ ŋ ³⁵ ts ɿ ⁰	f ɑ ŋ ³⁵ ts ɿ ⁰			房子	1774	129 130	房子	the-129 _the-130	f ɑ ŋ ³⁵ ts ɿ ⁰	fɑŋ³⁵tsɿ⁰
19354	NungicDulong	house	the house	cim⁵³	c i m ⁵³	( - - - ) c - i m - ( ⁵³ - - ) -				209				- - - - - c - i m ⁵³	i m
17707	rGyalrongMaerkang	house	the house	tə tʃəm	t ə _ tʃ ə m	( t ə _ ) tʃ - ə m - ( - - - ) -				209				t ə - - _ tʃ - ə m -	i m
24388	TibetanAlike	house	the house	nkhoŋ ŋæ	n kʰ o ŋ _ ŋ æ	n kʰ o ŋ - ( _ ŋ æ - - )	!			1523				n kʰ o ŋ _ - - ŋ æ -	kʰ a ŋ ⁵⁵ w a
38363	Karbi		the house	+hēm	+ h ē m		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «hem, don» (page: 305)			209				- - - - + h - ē m -	i m
30879	SiniticOldChinese		the house	qˤok	qˤ o k	qˤ o k - ( - - - )			房子	1775		屋	the-694	qˤ o k - - - -	v u k ³
4818	rGyalrongJaphug		the house	kʰa	kʰ a	- kʰ a - - ( - - - - - )				1523				- kʰ a - - - - - - -	kʰ a ŋ ⁵⁵ w a
30364	KirantiKhaling		the house	kʌ̄m	k ʌ m	( - - - ) k - ʌ m - ( - - - ) -				209				- - - - - k - ʌ m -	i m
30365	KirantiLimbu		the house	him	h i m +	( - - - ) h - i m - ( - + - ) -				209				- - - - - h - i m +	i m
31156	BurmishOldBurmese		the house	im	i m	( - - - ) - - i m - ( - - - ) -				209				- - - - - - - i m -	i m
18927	rGyalrongDaofu	house	the house	jo	j o	( - - - ) j - o - - ( - - - ) -				209				- - - - - - j o - -	i m
31647	KhroskyabsWobzi		the house	jə̂m	j ə̂ m	( - - - ) j - ə̂ m - ( - - - ) -				209				- - - - - - j ə̂ m -	i m
31908	ChepangChepang	house, household	the house	komʔ.bi	k o m ʔ + b i	( - - - ) k - o m ʔ ( - + b ) i				209				k o m ʔ + b - i - -	i m
32164	GaroGaro	building; family; house; household (n)	the house	nok	n o k	n o k				3959				n o k	n o k
32495	KirantiThulung		the house	nem	n e m	n e m				4075				n e m	nem
32742	ChinHakha	house (n.)	the house	sa thahnak inn	ʔ ì n	( - - - ) ʔ - ì n - ( - - - ) -				209				- - - - - ʔ - ì n -	i m
#
16405	JingphoJingpho	knee	the knee	lă³¹phut³¹	l ă ³¹ ◦ ph u t ³¹	l ă ³¹ ◦ ph u t ³¹				22				- l ă - ³¹ - - ◦ - ph u - - - t ³¹	+ p u
16560	BodicTshangla	knee	the knee	gum ziŋ	g u m _ z i ŋ	g u m _ z i ŋ				155				g u m _ z i ŋ	gum ziŋ
33086	TibetoKinauriBunan	knee	the knee	pus	p u s	- p u s	Comment (by Widmer2014): «WT pus mo ~ *pugs mo / PTB *put»			22				- - - - - - - - - p u s - - - -	+ p u
33280	TibetoKinauriByangsi	knee	the knee	pye	p j e	- p j e				22				- - - - - - - - - p - - j e - -	+ p u
33728	KirantiKulung	knee (n.)	the knee	tumchi	t u m tʃʰ i	- t u m tʃʰ i	Nepali: ghuṃḍā. (Tolsma1999)			672				t u m - - tʃʰ i - - - - - - -	t u m ɨ
33956	KirantiBantawa	knee	the knee	tumpɨcʰɨk	t u m p ɨ tsʰ ɨ k	- t u m p ɨ tsʰ ɨ k				672				t u m p ɨ tsʰ ɨ k - - - - - -	t u m ɨ
34625	BurmishRangoon		the knee	du⁵⁵	d u ⁵⁵	d u ⁵⁵				1057	404			d u - ⁵⁵	d u ḥ ⁵⁵
38547	Rabha	knee	the knee	tʃá-kʰa-tʰoŋ	tʃ á + kʰ a + tʰ o ŋ					10392				tʃ á + kʰ a + tʰ o ŋ	tʃá-kʰa-tʰoŋ
18632	rGyalrongDaofu	knee	the knee	rŋə mo	r ŋ ə + m o	r ŋ ə + m o	!			1193				r ŋ ə + m - - o - -	m ŋ ə
18633	rGyalrongDaofu	knee	the knee	rŋə	r ŋ ə	r ŋ ə	!			1193				- - - - r ŋ - ə - -	m ŋ ə
35030	BurmishAtsi	knee n	the knee	khji⁵¹phut⁵⁵	kʰ j i ⁵¹ + pʰ u t ⁵⁵	kʰ j i ⁵¹ + pʰ u t ⁵⁵				22	19 405		foot knee	kʰ j i - ⁵¹ - - + - pʰ u - - - t ⁵⁵	+ p u
35035	BurmishLashi	knee n	the knee	pɔ̱t⁵³luʔ³¹	p ɔ̰ t ⁵³ + l u ʔ ³¹	p ɔ̰ t ⁵³ + l u ʔ ³¹				22	405 406		knee-1 knee-2	- p ɔ̰ t ⁵³ - - + - l u - - - ʔ ³¹	+ p u
35039	BurmishXiandao	knee n	the knee	phɔʔ³¹tʂhɯk⁵⁵	pʰ ɔ ʔ ³¹ + ʈʂʰ ɯ k ⁵⁵	- pʰ ɔ ʔ ³¹ + ʈʂʰ ɯ k ⁵⁵				1198	405 1095		knee joint	pʰ ɔ ʔ ³¹ - + ʈʂʰ ɯ - k - ⁵⁵ - - -	tʰ i u ²¹
35065	BurmishAchang	knee n	the knee	tɕhi⁵⁵ȵɔʔ⁵⁵	tɕʰ i ⁵⁵ + nʲ ɔ ʔ ⁵⁵	tɕʰ i ⁵⁵ + nʲ ɔ ʔ ⁵⁵				672	19 1094		foot knee	tɕʰ i - - - - - - ⁵⁵ + nʲ ɔ ʔ ⁵⁵	t u m ɨ
19072	NungicDulong	knee	the knee	pɑŋ³¹pɯt⁵⁵	p ɑ ŋ ³¹ + p ɯ t ⁵⁵	p ɑ ŋ ³¹ + p ɯ t ⁵⁵				22				- p ɑ ŋ ³¹ - - + - p ɯ - - - t ⁵⁵	+ p u
35791	KirantiBahing	knee (n)	the knee	poktsi	p o k ts i	p o k ts i				1401				p o k ts i	poktsi
36020	MizoLushai	knee	the knee	khûp	kʰ û p	kʰ û p				1527				kʰ û p	kh û k
36798	SiniticBeijing	knee	the knee	puɔ³⁵lɤŋ⁰kair⁵¹	p u ɔ ³⁵ l ɤ ŋ ⁰ k a/r i ⁵¹	p u ɔ ³⁵ l ɤ ŋ ⁰ k a/r i ⁵¹	**cognacy**: very difficult to resolve. @lingulist		膊 楞 蓋兒	1778	143 115 146	膊楞蓋	the-143 _the-115 the-146	p u ɔ ³⁵ l ɤ ŋ ⁰ k a/r i ⁵¹	puɔ³⁵lɤŋ⁰kair⁵¹
36799	SiniticGuangzhou	knee	the knee	sɐt⁵tʰɐu²¹kɔ⁵⁵	s ɐ t ⁵ tʰ ɐ u ²¹ k ɔ ⁵⁵	s ɐ t ⁵ tʰ ɐ u ²¹ k ɔ ⁵⁵			膝頭哥	1198	376 377 698	膝頭哥	the-376 _the-377 _the-698	s ɐ t ⁵ - - tʰ ɐ - - u ²¹ k ɔ ⁵⁵	tʰ i u ²¹
36800	SiniticChaozhou		the knee	kʰa³³tʰau⁵⁵₁₁u³³	kʰ a ³³ tʰ a u ⁵⁵₁₁ u ³³	kʰ a ³³ tʰ a u ⁵⁵₁₁ u ³³	I am assuming that the běnzì of "knee" is identical with the one assigned for Xiamen. @lingulist			1779	573 377 1090	囗頭囗	the-573 _the-377 _the-1090	kʰ a ³³ tʰ a u ⁵⁵₁₁ u ³³	kʰ a ³³ tʰ a u ⁵⁵₁₁ u ³³
36801	SiniticLonggang		the knee	tsʰɪt³tʰiu²¹	tsʰ ɪ t ³ tʰ i u ²¹	- tsʰ ɪ t ³ tʰ i u ²¹				1198	376 377	膝頭	the-376 _the-377	tsʰ ɪ t ³ - - tʰ i - - u ²¹ - - -	tʰ i u ²¹
36802	SiniticJieyang		the knee	kʰa³³tʰau⁵⁵₁₁u³³	kʰ a ³³ tʰ a u ⁵⁵₁₁ u ³³	kʰ a ³³ tʰ a u ⁵⁵₁₁ u ³³	See my comment on Chaozhou above. @lingulist			1779	573 377 1090	囗頭囗	the-573 _the-377 _the-1090	kʰ a ³³ tʰ a u ⁵⁵₁₁ u ³³	kʰ a ³³ tʰ a u ⁵⁵₁₁ u ³³
36803	SiniticXingning		the knee	tɕʰiʔ²tʰiu²¹	tɕʰ i ʔ ² tʰ i u ²¹	- tɕʰ i ʔ ² tʰ i u ²¹				1198	376 377	膝頭	the-376 _the-377	tɕʰ i ʔ ² - - tʰ i - - u ²¹ - - -	tʰ i u ²¹
19825	TibetanBatang	knee	the knee	pe⁵⁵mᴜ⁵³	p e ⁵⁵ ◦ m ᴜ ⁵³	p e ⁵⁵ ◦ m ᴜ ⁵³				22				- p e - ⁵⁵ - - ◦ - m ᴜ - - - - ⁵³	+ p u
33499	TibetoKinauriRongpo	knee	the knee	ghunnɔ	gh u nn ɔ	gh u nn ɔ		IA घुँडा		10786				gh u nn ɔ	ghunnɔ
21185	QiangicZhaba	knee	the knee	pu³³lo⁵⁵	p u ³³ ◦ l o ⁵⁵	p u ³³ ◦ l o ⁵⁵				2039				p u ³³ - - ◦ - l o - ⁵⁵	◦ p ɯ m
37641	NagaUkhrul	knee	the knee	ʔa-kʰuk	ʔ a + kʰ u k	ʔ a + kʰ u k				3365				ʔ a + kʰ u k - - -	ʔ a + kʰ o k l
21318	DengDarangTaraon	knee	the knee	phɑ³¹bɯm⁵⁵	ph ɑ ³¹ ◦ b ɯ m ⁵⁵	- ph ɑ ³¹ ◦ b ɯ m ⁵⁵				2039				ph ɑ ³¹ - - ◦ - b ɯ m ⁵⁵	◦ p ɯ m
5279	KirantiKhaling	knee	the knee	tʌ̄mʦu	t ʌ̄ m ʦ u	- t ʌ̄ m ʦ u			膝	672		膝		t ʌ̄ m - - ʦ u - - - - - - -	t u m ɨ
5280	KirantiLimbu	knee	the knee	thuŋbo	tʰ u ŋ b o	- tʰ u ŋ b o			膝	672		膝		tʰ u ŋ b - - o - - - - - - -	t u m ɨ
20013	QiangicZhaba	knee	the knee	pu¹³	p u ¹³	- p u ¹³				2039				p u ¹³ - - - - - - - -	◦ p ɯ m
38371	Karbi		the knee	kengphu	k e ng ph u		from :cite:Walker1925<br>page in :cite:Walker1925 324			22				- - - - - - - - - k e ng ph u - -	+ p u
21971	TibetanXiahe	knee	the knee	wi ŋgo	w i _ ŋg o	- w i _ ŋg o	!			22				- - - - - w i _ - - - ŋg - o - -	+ p u
23098	LoloishLisu	knee	the knee	tɕhi³³tsi⁵⁵nɑ̱³³ka̱³³	tɕh i ³³ ◦ ts i ⁵⁵ ◦ n ɑ̱ ³³ ◦ k a̱ ³³	tɕh i ³³ ◦ ts i ⁵⁵ ◦ n ɑ̱ ³³ ◦ k a̱ ³³				2586				tɕh i ³³ ◦ ts i ⁵⁵ ◦ n ɑ̱ ³³ ◦ k a̱ ³³	tɕhi³³tsi⁵⁵nɑ̱³³ka̱³³
17695	TibetanLhasa	knee	the knee	py⁵⁵mu⁵⁵	p y ⁵⁵ ◦ m u ⁵⁵	p y ⁵⁵ ◦ m u ⁵⁵				22				- p y - ⁵⁵ - - ◦ - m u - - - - ⁵⁵	+ p u
34413	BurmishMaru	knee n	the knee	pa̱t⁵⁵lauk³¹	p a̰ t ⁵⁵ + l a u k ³¹	p a̰ t ⁵⁵ + l a u k ³¹				22	405 406			- p a̰ t ⁵⁵ - - + - l a - - u k ³¹	+ p u
19192	rGyalrongMaerkang	knee	the knee	tə mŋɑ	t ə _ m ŋ ɑ	t ə _ m ŋ ɑ	!			1193				- t ə _ m ŋ - ɑ - -	m ŋ ə
5266	TibetanOldTibetan	knee	the knee	spus.mu	s p u s m u	- s p u s m u			膝	22		膝		- - - - - - - - s p u s m u - -	+ p u
5299	Tangut	knee	the knee	ŋwer²	ŋ w e r ²				膝	1193		膝		- - - - - ŋ w e r ²	m ŋ ə
35435	BurmishBola	knee n	the knee	pɔ̱t⁵⁵lauʔ⁵⁵	p ɔ̰ t ⁵⁵ + l a u ʔ ⁵⁵	p ɔ̰ t ⁵⁵ + l a u ʔ ⁵⁵				22	405 406		knee-1 knee-2	- p ɔ̰ t ⁵⁵ - - + - l a - - u ʔ ⁵⁵	+ p u
32173	GaroGaro	knee (n)	the knee	ja•-sku	j a ʔ + s k u	j a ʔ + s k u				3961				j a ʔ + s k u	ja•-sku
21334	TaniBokar	knee	the knee	lɯ |pɯŋ	l ɯ + p ɯ ŋ	- l ɯ + p ɯ ŋ	!			2039				- - - l ɯ + - p ɯ ŋ -	◦ p ɯ m
24109	TibetanAlike	knee	the knee	wi ngo	w i _ n g o	- w i _ n g o	!			22				- - - - - w i _ - - - n g o - -	+ p u
37846	KirantiHayu	knee (n)	the knee	khokali	kʰ o k a l i	kʰ o k a l i				3365				- - - kʰ o k a l i	ʔ a + kʰ o k l
30890	SiniticOldChinese		the knee	s→tsik	s + ts i k	- s + ts i k			膝盖	1198		膝	_s-prefix the-376	- - - - s + ts i - k - - - - -	tʰ i u ²¹
31159	BurmishOldBurmese		the knee	pu◦chac	pu ◦ ch a c	- pu ◦ ch a c				1198				- - - - pu ◦ ch a - c - - - - -	tʰ i u ²¹
31160	BurmishOldBurmese		the knee	dūḥ	d ū ḥ	- d ū ḥ				1057				d ū ḥ -	d u ḥ ⁵⁵
31656	KhroskyabsWobzi		the knee	rŋí	r ŋ í	r ŋ í				1193				- - - - r ŋ - í - -	m ŋ ə
5295	rGyalrongJaphug	knee	the knee	tɯ-χpɯm	t ɯ ◦ χ p ɯ m	- t ɯ ◦ χ p ɯ m			膝	2039		膝		- - - t ɯ ◦ χ p ɯ m -	◦ p ɯ m
31919	ChepangChepang	knee (B)	the knee	ŋum.(tol)	ŋ u m + ( t o l )	) ŋ u m + ( t o l )				3839				ŋ u m + ( t o l )	ŋum.(tol)
31920	ChepangChepang	knee	the knee	kryoŋʔ	k r j o ŋ ʔ	k r j o ŋ ʔ				3840				k r j o ŋ ʔ	kryoŋʔ
32497	KirantiThulung		the knee	ko:tsʉ(ka)	k oː t s ʉ	- k oː t s ʉ	k o: t s ʉ ( k a )			1198				- - - - - - k oː t s ʉ - - - -	tʰ i u ²¹
32751	ChinHakha	knee (n.)	the knee	khuk	kh uu k	kh uu k				1527				kh uu k	kh û k
#
33039	TibetoKinauriBunan	leaf	the leaf	lap	l a p	- l a p	Comment (by Widmer2014): «WT lob / PTB *lap»			234				- - - - - l a p -	l a p
33282	TibetoKinauriByangsi	leaf	the leaf	pa:t	p aː t	p aː t		IA		10608				p aː t	pa:t
33501	TibetoKinauriRongpo	leaf of a plant	the leaf	pa:t	p aː t	p aː t		IA		10634				p aː t	pa:t
19252	NungicDulong	leaf	the leaf	lɑp⁵⁵	l ɑ p ⁵⁵	l ɑ p ⁵⁵				234				- - - - - l ɑ p ⁵⁵	l a p
33729	KirantiKulung	leaf (n.)	the leaf	si:bɔ	s i: b ɔ	s i: b ɔ	Nepali: pāt. (Tolsma1999)			2400				s i: b ɔ	si:bɔ
17602	rGyalrongMaerkang	leaf	the leaf	tɐi wɐk	t ɐ i _ w ɐ k	t ɐ i _ w ɐ k				881				- - - t ɐ i _ - - w ɐ k - -	+ a ʔ ⁵⁵
34116	BurmishAchang		the leaf	a³¹◦xʐoʔ⁵⁵	a ³¹ + xʐ o ʔ ⁵⁵	a ³¹ + xʐ o ʔ ⁵⁵				881	1099 415		a-prefix leaf	a ³¹ - - - - + - xʐ - o ʔ - ⁵⁵	+ a ʔ ⁵⁵
34171	BurmishXiandao		the leaf	a³¹◦xʐoʔ⁵⁵	a ³¹ + xʐ o ʔ ⁵⁵	a ³¹ + xʐ o ʔ ⁵⁵				881	1099 415		a-prefix leaf	a ³¹ - - - - + - xʐ - o ʔ - ⁵⁵	+ a ʔ ⁵⁵
34273	BurmishMaru		the leaf	phɔʔ⁵⁵	pʰ ɔ ʔ ⁵⁵	pʰ ɔ ʔ ⁵⁵				941	1100		leaf	pʰ ɔ ʔ ⁵⁵	pʰ ɔ ʔ ⁵⁵
34274	BurmishMaru		the leaf	fɔʔ⁵⁵	f ɔ ʔ ⁵⁵	f ɔ ʔ ⁵⁵				942	1101		leaf-1	- - - - - f ɔ ʔ ⁵⁵	a ⁵⁵ + f ṵ ʔ ⁵⁵
17917	TibetanLhasa	leaf	the leaf	lo¹³ma⁵⁵	l o ¹³ ◦ m a ⁵⁵	l o ¹³ ◦ m a ⁵⁵				948				l o - - ¹³ ◦ m a ⁵⁵	l o ¹³ m a
