# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	BORROWING	NOTE	CHINESE	COGID	HANZI	RGEN	SOURCE	ENTRY_IN_SOURCE
37649	Ukhrul	moon	the moon	kə-caŋ	k ə + c a ŋ				10228				
37855	Hayu	moon (n)	the moon	tsoːlo	ts oː l o				2081				
38279	Mikir		the moon	chiklō	ch i k l ō/oː		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «chiklo» (page: 344)		2081				
38521	Rabha	moon	the moon	laŋ-gre	l a ŋ + g r e				10402				
#
6249	Japhug		the mosquito	ʁmɤrɲɯɣ	ʁ m ɤ r ɲ ɯ ɣ				2487				
16083	Lisu	mosquito	the mosquito	hɛ̃³¹tho³⁵	h ɛ̃ ³¹ tʰ o ³⁵				4072				
16602	Jingpho	mosquito	the mosquito	tʃiʔ³¹kʒoŋ³¹	tʃ i ʔ ³¹ + k ʒ o ŋ ³¹				192				
16714	Motuo_Menba	mosquito (relatively large)	the mosquito	tʂoŋ tɕoŋ	ʈʂ o ŋ _ tɕ o ŋ				3171				
16715	Motuo_Menba	mosquito (relatively small)	the mosquito	bu da za	b u _ d a _ z a				276				
17587	rGyalrong_Maerkang	mosquito	the mosquito	wɐs stsɐ	w ɐ s _ s ts ɐ				2689				
17904	Tibetan_Lhasa	mosquito	the mosquito	thuk¹³paŋ⁵⁵	tʰ u k ¹³ + p a ŋ ⁵⁵				3074				
19530	Tibetan_Batang	mosquito	the mosquito	mbᴜ⁵⁵lũ⁵⁵	m b u ⁵⁵ + l ũ ∼ ⁵⁵				3392				
20521	Tibetan_Alike	mosquito	the mosquito	wa dak ɣa	w a _ d a k _ ɣ a				1805				
21387	Zhaba_Daofu_County	mosquito	the mosquito	pho³³mɛ⁵⁵	pʰ o ³³ + m ɛ ⁵⁵				3468				
21502	Darang_Taraon	mosquito	the mosquito	ko⁵⁵ɹɯn⁵⁵	k o ⁵⁵ + ɹ ɯ n ⁵⁵				2214				
22100	Dulong	mosquito	the mosquito	pɑ³¹si⁵⁵	p ɑ ³¹ + s i ⁵⁵				2377				
22145	Tibetan_Xiahe	mosquito	the mosquito	a jaŋ ndzə	a _ j a ŋ _ ndz ə				2397				
23335	Bokar	mosquito	the mosquito	mi ɕiː	m i + ɕ iː				2640				
24600	Yidu	mosquito	the mosquito	ɑ⁵⁵loŋ⁵⁵ndʐu³⁵	ɑ ⁵⁵ + l o ŋ ⁵⁵ + n ɖʐ u ³⁵				2908				
30377	Limbu		the mosquito	yɔtlaŋge	j ɔ t l a ŋ g e				3512				
30915	Old_Chinese		the mosquito	Cmər	C/ + m ə r			蚊子	1791				
31169	Old_Burmese		the mosquito	khraṅ	kʰ r a ṅ/ŋ				1121				
31680	Wobzi_Khroskyabs		the mosquito	jvɑzɑ́	j v ɑ z ɑ́				2689				
31947	Chepang	insect (sp.), Mosquito	the mosquito	jaw.yaŋ	dʒ a w + j a ŋ				3854				
32198	Garo	mosquito (n)	the mosquito	gang-gu-a	g a ŋ g u + a				3975				
32507	Thulung		the mosquito	sʉpel	s ʉ p e l				4078				
32776	Hakha_Chin	mosquito (n.)	the mosquito	fikfa	f i k f a		[full entry: ]		845				
33509	Rongpo	mosquito	the mosquito	məchər	m ə tʃʰ ə r	IA			530				
33982	Bantawa	mosquito	the mosquito	koŋkoŋma	k o ŋ k o ŋ m a				814				
34886	Lashi	mosquito	the mosquito	kja̱ŋ³³	k j a̰ ŋ ³³				1121				
34912	Maru	mosquito	the mosquito	kjɔ̱̃³¹	k j ɔ̰̃ ∼ ³¹				1121				
34986	Bola	mosquito	the mosquito	kjɔ̱̃⁵⁵	k j ɔ̰̃ ∼ ⁵⁵				1121				
35064	Achang_Longchuan	mosquito	the mosquito	pʰɔp⁵⁵	pʰ ɔ p ⁵⁵				1207				
35180	Atsi	mosquito	the mosquito	kja̱ŋ⁵¹	k j a̰ ŋ ⁵¹				1121				
35295	Xiandao	mosquito	the mosquito	caŋ³¹kʰʐaŋ⁵⁵	c a ŋ ³¹ + kʰ ʐ a ŋ ⁵⁵				1121				
35528	Rangoon	mosquito	the mosquito	ʨʰĩ²²	tɕʰ ĩ ∼ ²²				1121				
35798	Bahing	biting fly, mosquito (n df.)	the mosquito	sypɛl	s y p ɛ l				1403				
36032	Lushai	mosquito	the mosquito	thosi	tʰ o s i				1533				
36862	Beijing	mosquito	the mosquito	ʋɘn³⁵tsɿ⁰	u ɘ n ³⁵ ts ɿ ⁰		changed spelling to ”u” in initial, as this is the way we represent it through the other data. @lingulist	蚊子	1791				
36863	Guangzhou	mosquito	the mosquito	mɐn²¹₅₅	m ɐ n ⁵⁵/²¹		probably yinping, not yangping+binyam	蚊	1791				
36864	Chaozhou		the mosquito	maŋ⁵³	m a ŋ ⁵³		shangsheng.		1792				
36865	Longgang		the mosquito	mun³³	m u n ³³		note yinping		1791				
36866	Jieyang		the mosquito	maŋ³¹	m a ŋ ³¹		shangsheng.		1792				
36867	Xingning		the mosquito	min²⁴ti²¹	m i n ²⁴ t i ²¹		Yangping. The vowel correspondence with Longgang is reg., cp. 'thick'.		1791				
37856	Hayu	biting fly, mosquito (n)	the mosquito	kananaŋ	k a n a n a ŋ				2200				
38149	Tangut		the mosquito	mə tsji	m ə ts j i				2689				
38478	Mikir		the mosquito	chitím	ch i t í/i m		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «timkhrang» (page: 344)		29845				
#
6273	Old_Tibetan		the mother	a.ma	ʔ a m a			母亲	902				
6302	Japhug		the mother	tɤ-mu	t ɤ + m u			母亲	1213				
16050	rGyalrong_Maerkang	mother	the mother	tə mo	t ə _ m o				1213				
16498	Jingpho	mother	the mother	nu̱⁵¹	n u̠ ⁵¹				10				
16634	Motuo_Menba	mother	the mother	ʔa ma	ʔ a _ m a				143				
17794	Tibetan_Lhasa	mother	the mother	a⁵⁵ma⁵⁵	a ⁵⁵ + m a ⁵⁵				902				
18696	Daofu	mother	the mother	a mə	a + m ə				1213				
18814	Dulong	mother	the mother	ɑ³¹mɑi⁵³	ɑ ³¹ + m ɑ i ⁵³				3663				
19405	Tibetan_Batang	mother	the mother	ʔa⁵⁵ma⁵³	ʔ a ⁵⁵ + m a ⁵³				902				
19406	Tibetan_Batang	mother	the mother	ma¹³gẽ⁵⁵	m a ¹³ + g ẽ ∼ ⁵⁵				902				
21281	Zhaba_Daofu_County	mother	the mother	ma⁵⁵ma⁵⁵	m a ⁵⁵ + m a ⁵⁵				2095				
21282	Zhaba_Daofu_County	mother	the mother	a⁵⁵me⁵⁵	a ⁵⁵ + m e ⁵⁵				143				
21409	Darang_Taraon	mother	the mother	ɑ³¹mɑ³⁵	ɑ ³¹ + m ɑ ³⁵				143				
22047	Tibetan_Xiahe	mother	the mother	ʔa ma	ʔ a _ m a				902				
23179	Lisu	mother	the mother	a̱³³mɑ̱³³	a̠ ³³ m ɑ̠ ³³				143				
23228	Bokar	mother	the mother	a nə	a + n ə		*a is Word-final *-a is a source of Bokar word-final /ə/ (saddle, leaf, goat)		392				
24181	Tibetan_Alike	mother	the mother	æ mæ	æ _ m æ				902				
24498	Yidu	mother	the mother	nɑ⁵⁵ni⁵⁵	n ɑ ⁵⁵ + n i ⁵⁵				2896				
30378	Khaling		the mother	mɛ̂m	m ɛ m				143				
30379	Limbu		the mother	ma	m a				143				
30916	Old_Chinese		the mother	məʔ	m ə ʔ			妈妈	1213				
31170	Old_Burmese		the mother	ʔa◦miy	ʔ a + m i j				1032				
31681	Wobzi_Khroskyabs		the mother	æ̂mɑ	æ̂ m ɑ				143				
31948	Chepang	mother	the mother	ʔa.ma	ʔ a + m a				143				
32199	Garo	mother (n)	the mother	a-ma	a m a				143				
32200	Garo	mother (n)	the mother	na•-gi-pa	n a ʔ + g i p a				392				
32201	Garo	mother (n)	the mother	ma•-gip-a	m a ʔ + g i p a				3379				
32508	Thulung		the mother	ma:m	m aː m				143				
32777	Hakha_Chin	mother (n.)	the mother	hringtu nu	n ûu/u				10				
32924	Bunan	mother	the mother	ama	a m a		Comment (by Widmer2014): «WT a ma / PTB *ma»		143				
33289	Byangsi	mother	the mother	n5a	n̺ a				392				
33510	Rongpo	mother	the mother	a:ma	aː m a				143				
33736	Kulung	mother (n.)	the mother	ma	m a		Nepali: āmā. (Tolsma1999)		143				
33983	Bantawa	mother	the mother	ma	m a				143				
34532	Rangoon		the mother	ɑ⁵³me²²	ɑ ⁵³ + m e ²²				1032				
35334	Achang_Longchuan	mother	the mother	mauʔ⁵¹	m a u ʔ ⁵¹				1272				
35335	Atsi	mother	the mother	a⁵⁵nu²¹	a ⁵⁵ + n u ²¹				1273				
35336	Bola	mother	the mother	a³¹nuŋ⁵⁵	a ³¹ + n u ŋ ⁵⁵				1273				
35337	Lashi	mother	the mother	a⁵⁵mji̱⁵³	a ⁵⁵ + m j ḭ ⁵³				1032				
35338	Maru	mother	the mother	a⁵⁵mji̱⁵⁵	a ⁵⁵ + m j ḭ ⁵⁵				1032				
35339	Xiandao	mother	the mother	mɛ³¹	m ɛ ³¹				1272				
35799	Bahing	mother (n)	the mother	mama	m a m a				143				
36033	Lushai	mother	the mother	nutak	n u t a k				10				
36868	Beijing	mother (mommy)	the mother	ma⁵⁵ma⁰	m a ⁵⁵ m a ⁰		This is primarily the personal address rather «mama» rather than the generic term.	媽媽	1793				
36869	Beijing	mother (mommy)	the mother	niɑŋ³⁵	n i ɑ ŋ ³⁵			娘	1794				
36870	Guangzhou	mother (mommy)	the mother	ma⁵⁵₂₁ma⁵⁵	m a ⁵⁵/²¹ m a ⁵⁵			媽媽	1793				
36871	Guangzhou	mother (mommy)	the mother	lou²³mou²³₃₅	l o u ²³ m o u ³⁵/²³			老母	1795				
36872	Chaozhou		the mother	bɔ⁵³	b ɔ ⁵³				1795				
36873	Longgang		the mother	a³³mi³³	a ³³ m i ³³				1796				
36874	Jieyang		the mother	bɔ³¹	b ɔ ³¹				1795				
36875	Xingning		the mother	a³⁵ma²¹	a ³⁵ m a ²¹				1797				
37650	Ukhrul	mother	the mother	ʔa-vu	ʔ a + v u				2082				
37857	Hayu	mother (n)	the mother	umu	u m u				2082				
37983	Tangut		the mother	mja	m j a				3650				
38296	Mikir		the mother	+pēi	+ p ē/eː i		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «pei» (page: 345)		29819				
#
6326	Old_Tibetan	mountain	the mountain	sgaŋ	s g a ŋ			山	2509				
6339	Khaling	mountain	the mountain	ʣhes	dzʰ e s			山	2271				
6340	Limbu	mountain	the mountain	tɔksɔŋ	t ɔ k s ɔ ŋ			山	2511				
6355	Japhug	mountain	the mountain	zgo	z g o	Tibetan[sgaŋ]		山	2509				
6359	Tangut	mountain	the mountain	ŋər¹	ŋ ə r ¹			山	3760				
15890	Tibetan_Alike	hill / mountain	the mountain	rə	r ə				121				
16345	Jingpho	hill / mountain	the mountain	pum³¹	p u m ³¹	jinghpo?			1274				
16368	Bokar	hill / mountain	the mountain	o go	o + g o				4139				
16493	Motuo_Menba	hill / mountain	the mountain	ri wu	r i _ w u	tibetan[ri.bo]			121				
17345	rGyalrong_Maerkang	hill / mountain	the mountain	tɑ wɑt	t ɑ _ w ɑ t				673				
17611	Tibetan_Lhasa	hill / mountain	the mountain	ri¹³	r i ¹³				121				
18581	Daofu	hill / mountain	the mountain	la	l a	Tibetan[la]			963				
18582	Daofu	hill / mountain	the mountain	ri rav	r i + r a v	Tibetan[ri rab]			121				
19025	Dulong	hill / mountain	the mountain	lɯ³¹kɑ⁵⁵	l ɯ ³¹ + k ɑ ⁵⁵				3997				
19246	Tibetan_Batang	hill / mountain	the mountain	ʐɪ²³¹	ʐ ɪ ²³¹				121				
20443	Darang_Taraon	hill / mountain	the mountain	thɯ⁵⁵jɑ⁵⁵	tʰ ɯ ⁵⁵ + j ɑ ⁵⁵				2866				
21131	Zhaba_Daofu_County	hill / mountain	the mountain	ʐɿ¹³	ʐ ɿ ¹³	tib ri			121				
22703	Tibetan_Xiahe	hill / mountain	the mountain	rə	r ə				121				
23027	Lisu	hill / mountain	the mountain	ko̱³³	k o̠ ³³				2509				
23084	Bokar	hill / mountain	the mountain	di◦tuŋ	d i t u ŋ				2580				
24370	Yidu	hill / mountain	the mountain	mɑ³¹jɑ³⁵	m ɑ ³¹ + j ɑ ³⁵				2866				
30917	Old_Chinese		the mountain	s→ŋrar	s + ŋ r a r			山	1798				
31171	Old_Burmese		the mountain	to₂ṅ	t o₂/o ṅ/ŋ				1079				
31682	Wobzi_Khroskyabs		the mountain	pʰɑ́	pʰ ɑ́				673				
31949	Chepang	hills, mountains, ranges, high country	the mountain	sya.luŋ	s j a + l u ŋ				3855				
32202	Garo	hill; mountain (n)	the mountain	ha•-bri	h a ʔ + b r i				3976				
32509	Thulung		the mountain	dzɵdzɵluŋ	dz ɵ dz ɵ l u ŋ				4079				
32778	Hakha_Chin	mountain (n.)	the mountain	tlang	t l âa/a ŋ				11				
32899	Old_Tibetan		the mountain	ri	r i				121				
33031	Bunan	mountain (pass)	the mountain	la	l a	Tibetan[la]	Comment (by Widmer2014): «WT la»		963				
33290	Byangsi	mountain,  a type of flour	the mountain	yɛ̀	j ɛ̀				393				
33511	Rongpo	mountain, a big rock	the mountain	pa:R	p aː ɽ	IA			531				
33737	Kulung	mountain (n.)	the mountain	bur	b u r		Nepali: himāl. (Tolsma1999)		677				
33984	Bantawa	mountain, snow mountain	the mountain	comcuri	ts o m ts u r i				815				
34715	Rangoon		the mountain	tɑ̃u²²	t ɑ̃ u ∼ ²²				1079				
35340	Achang_Longchuan	hill / mountain n	the mountain	pum⁵⁵	p u m ⁵⁵	jinghpo?			1274				
35341	Atsi	hill / mountain n	the mountain	pum⁵¹	p u m ⁵¹	jinghpo?			1274				
35342	Bola	hill / mountain n	the mountain	pam⁵⁵	p a m ⁵⁵	jinghpo?			1274				
35344	Lashi	hill / mountain n	the mountain	pɔm³¹	p ɔ m ³¹	jinghpo?			1274				
35345	Maru	hill / mountain n	the mountain	pam³¹	p a m ³¹				1274				
35347	Xiandao	hill / mountain n	the mountain	pum⁵⁵	p u m ⁵⁵	jinghpo?			1274				
35800	Bahing	hill	the mountain	koŋko	k o ŋ k o				1404				
36034	Lushai	mountain	the mountain	tlâng	t l â ŋ				11				
36876	Beijing		the mountain	ʂan⁵⁵	ʂ a n ⁵⁵				1798				
36877	Guangzhou		the mountain	san⁵³₅₅	s a n ⁵⁵/⁵³				1798				
36878	Chaozhou		the mountain	sũã³³	s ũ ã ∼ ³³				1798				
36879	Longgang		the mountain	san³³	s a n ³³				1798				
36880	Jieyang		the mountain	sũã³³	s ũ ã ∼ ³³				1798				
36881	Xingning		the mountain	san⁴⁵	s a n ⁴⁵				1798				
37651	Ukhrul	mountain, forest	the mountain	kə-pʰuŋ	k ə + pʰ u ŋ				2083				
37858	Hayu	hill, mountain (n)	the mountain	tshaːdzʊ	tsʰ aː d z ʊ				10229				
38339	Mikir		the mountain	inglong	i ng l o ng		from :cite:Walker1925<br>page in :cite:Walker1925 345		10404				
38530	Rabha	hill / mountain	the mountain	há-tʃu	h á/a + tʃ u				10403				
#
7598	Old_Tibetan		the mouse or rat	bʲi.ba	b j i + b a				10424				
7627	Japhug		the mouse or rat	βʑɯ	β ʑ ɯ				10424				
16572	Jingpho	mouse	the mouse or rat	ju⁵⁵	j u ⁵⁵				10424				
16685	Motuo_Menba	mouse	the mouse or rat	phi jak pa	pʰ i _ j a k _ p a				1047				
17553	rGyalrong_Maerkang	mouse	the mouse or rat	pə ju	p ə _ j u				10424				
18783	Daofu	mouse	the mouse or rat	ftɕə	f tɕ ə				10424				
19208	Dulong	mouse	the mouse or rat	dɯt⁵⁵	d ɯ t ⁵⁵				1336				
19496	Tibetan_Batang	mouse	the mouse or rat	ɕɑ¹³	ɕ ɑ ¹³				10424				
21480	Darang_Taraon	mouse	the mouse or rat	kɑ³¹tɕi⁵⁵	k ɑ ³¹ + tɕ i ⁵⁵				2201				
21820	Tibetan_Lhasa	mouse	the mouse or rat	tsi⁵⁵tsi⁵⁵	ts i ⁵⁵ + ts i ⁵⁵				10424				
22117	Tibetan_Xiahe	mouse	the mouse or rat	tsə ɣə	ts ə _ ɣ ə				10424				
22257	Bokar	mouse	the mouse or rat	roː kuŋ tuŋ	r oː + k u ŋ + t u ŋ				2423				
23240	Lisu	mouse	the mouse or rat	hɛ̃³⁵	h ɛ̃ ³⁵				1148				
23308	Bokar	mouse	the mouse or rat	ku |buŋ	k u + b u ŋ				2633				
23544	Zhaba_Daofu_County	mouse	the mouse or rat	ʐa³³pha⁵⁵	ʐ a ³³ + pʰ a ⁵⁵				2674				
24570	Yidu	mouse	the mouse or rat	kɑ³¹tɕi⁵⁵	k ɑ ³¹ + tɕ i ⁵⁵				2201				
25065	Tibetan_Alike	mouse	the mouse or rat	tsə ɣə	ts ə _ ɣ ə				10424				
30396	Limbu		the mouse or rat	suba	s u b a				3522				
30397	Khaling		the mouse or rat	ʔispɵ	ʔ i s p ɵ				3522				
30918	Old_Chinese		the mouse or rat	l̥aʔ	l̥ a ʔ			老鼠	10274				
31172	Old_Burmese		the mouse or rat	kro₁k	k r o₁/o k				1148				
31683	Wobzi_Khroskyabs		the mouse or rat	fcə̂	f c ə̂				10424				
31950	Chepang	rat	the mouse or rat	rok.yuʔ	r o k + j u ʔ				10424				
32203	Garo	mouse; rat (n)	the mouse or rat	me-se	m e s e				3977				
32510	Thulung		the mouse or rat	dzal	dz a l				4080				
32779	Hakha_Chin	rat (n.)	the mouse or rat	zu	z ùu/u				10424				
33081	Bunan	mouse, rat	the mouse or rat	pjutsi	p j u ts i		Comment (by Widmer2014): «WT byi tsi»		10424				
33291	Byangsi	rat	the mouse or rat	dumu	d u m u				394				
33292	Byangsi	mouse	the mouse or rat	nipu	n i p u				395				
33512	Rongpo	rat, mouse	the mouse or rat	nibca	n i b tʃ a				395				
33738	Kulung	mouse, rat (n.)	the mouse or rat	chuwi	tʃʰ u w i		Nepali: muso. (Tolsma1999)		10424				
33985	Bantawa	rat [rat is generic term for mouse]	the mouse or rat	cɨkyɨ	ts ɨ k j ɨ				10424				
34923	Xiandao	mouse	the mouse or rat	kʐoʔ⁵⁵	k ʐ o ʔ ⁵⁵				1148				
34931	Achang_Longchuan	mouse	the mouse or rat	kʐoʔ⁵⁵	k ʐ o ʔ ⁵⁵				1148				
34968	Bola	mouse	the mouse or rat	ɣɔʔ³¹naʔ³¹	ɣ ɔ ʔ ³¹ + n a ʔ ³¹				1148				
35118	Rangoon	mouse	the mouse or rat	ʨwɛʔ⁴	tɕ w ɛ ʔ ⁴				1148				
35163	Atsi	mouse	the mouse or rat	ŋĕ²¹noʔ²¹	ŋ ĕ ²¹ + n o ʔ ²¹				1234				
35252	Maru	mouse	the mouse or rat	ɣuk³¹nɔʔ³¹	ɣ u k ³¹ + n ɔ ʔ ³¹				1148				
35321	Lashi	mouse	the mouse or rat	kjĭ²¹nɔʔ³¹	k j ĭ ²¹ + n ɔ ʔ ³¹				1148				
35801	Bahing	mouse (n)	the mouse or rat	jy	j y				10424				
36035	Lushai	mouse	the mouse or rat	sa◦zu	s a + z u				10424				
36882	Beijing	rat, mouse	the mouse or rat	xau⁵¹tsɿ⁰	x a u ⁵¹ ts ɿ ⁰			耗子	1799				
36883	Guangzhou	rat, mouse	the mouse or rat	lou²³sy³⁵	l o u ²³ s y ³⁵			老鼠	10274				
36884	Chaozhou		the mouse or rat	ŋiou⁵³₃₅tsʰɯ⁵³₁₁	ŋ i o u ³⁵/⁵³ tsʰ ɯ ¹¹/⁵³				10274				
36885	Longgang		the mouse or rat	lau⁵⁵tsʰu³²	l a u ⁵⁵ tsʰ u ³²				10274				
36886	Jieyang		the mouse or rat	ŋiau³¹₃₅tsʰɯ³¹₁₁	ŋ i a u ³⁵/³¹ tsʰ ɯ ³¹/¹¹				10274				
36887	Xingning		the mouse or rat	lɑɔ³³tʂʰu²¹	l ɑ ɔ ³³ ʈʂʰ u ²¹				10274				
37652	Ukhrul	rat, rodent	the mouse or rat	ʃi-ok	ʃ i + o k				2084				
37859	Hayu	mouse (n)	the mouse or rat	tsuʔyu	ts u ʔ j u				10424				
38008	Tangut		the mouse or rat	ɕiwə	ɕ i w ə				10424				
38323	Mikir		the mouse or rat	jukingso	j u k i ng s o		from :cite:Walker1925<br>page in :cite:Walker1925 344		10424				
38564	Rabha	mouse	the mouse or rat	mo-tʃó	m o + tʃ ó/o				10557				
#
6379	Old_Tibetan	mouth	the mouth	kʰa	kʰ a			嘴	10405				
6392	Khaling	mouth	the mouth	koɔ̄m	k o ɔ̄ m			嘴	2517				
6393	Limbu	mouth	the mouth	mura	m u r a			嘴	2518				
6412	Tangut	mouth	the mouth	mər	m ə r			嘴	4137				
16391	Jingpho	mouth	the mouth	n³¹|kup³¹	n ³¹ + k u p ³¹				44				
17387	rGyalrong_Maerkang	mouth	the mouth	tə khɑ	t ə _ kʰ ɑ	Tib[kha]			10405				
17677	Tibetan_Lhasa	mouth	the mouth	kha⁵⁵	kʰ a ⁵⁵				10405				
18833	Daofu	mouth	the mouth	jɑ	j ɑ				1246				
19059	Dulong	mouth	the mouth	nɯi⁵⁵	n ɯ i ⁵⁵				1276				
19060	Dulong	mouth	the mouth	nɯi⁵⁵gɔŋ⁵³	n ɯ i ⁵⁵ + g ɔ ŋ ⁵³				1276				
19298	Tibetan_Batang	mouth	the mouth	kha⁵³	kʰ a ⁵³				10405				
20870	Tibetan_Alike	mouth	the mouth	khæ	kʰ æ				10405				
21170	Zhaba_Daofu_County	mouth (opening)	the mouth	ji¹³	j i ¹³				2030				
21304	Darang_Taraon	mouth	the mouth	thɯ³¹ɹɯm⁵³bɯm³⁵	tʰ ɯ ³¹ + ɹ ɯ m ⁵³ + b ɯ m ³⁵				2110				
21780	Zhaba_Daofu_County	mouth	the mouth	ne⁵⁵me⁵⁵	n e ⁵⁵ + m e ⁵⁵				1276				
23082	Lisu	mouth	the mouth	khɑ̱³¹bɛ̱³¹	kʰ ɑ̠ ³¹ + b ɛ̠ ³¹				10405				
23134	Bokar	mouth	the mouth	nap paŋ	n a p + p a ŋ				2596				
24407	Yidu	mouth	the mouth	e⁵⁵ ko⁵⁵ be⁵³	e ⁵⁵ _ k o ⁵⁵ _ b e ⁵³				2878				
24733	Tibetan_Xiahe	mouth	the mouth	kha	kʰ a				10405				
24870	Motuo_Menba	mouth	the mouth	no waŋ	n o _ w a ŋ				2947				
30919	Old_Chinese		the mouth	kʰˤoʔ	kʰˤ o ʔ			嘴巴	3978				
31173	Old_Burmese		the mouth	pāḥ◦cap	p ā ḥ/ + c a p				1033				
31174	Old_Burmese		the mouth	nhut	nh u t				1276				
31684	Wobzi_Khroskyabs		the mouth	mtɕʰə́	m tɕʰ ə́	Tib[mtɕʰu]			3761				
31802	Japhug		the mouth	tɯ-mtɕʰi	t ɯ m tɕʰ i	Tib[mtɕʰu]			3761				
31951	Chepang	mouth (B)	the mouth	moŋʔ	m o ŋ ʔ				3856				
31952	Chepang	mouth, opening, entrance, wide end	the mouth	hmoʔ.toŋ	h m o ʔ + t o ŋ				3857				
32204	Garo	mouth (n)	the mouth	ku•-sik	k u ʔ + s i k		PBG (Joseph and Burling) *khu2 'mouth'		3978				
32511	Thulung		the mouth	si:	s iː				3126				
32781	Hakha_Chin	mouth (n.)	the mouth	1, ka (kaa)	k âa/a		[full entry: 2. tiva rili i a vung luhnak ka]		10405				
32922	Bunan	mouth	the mouth	ak	a k		Comment (by Widmer2014): «WT kha / ZZ ag-sho / PTB *ka»		653				
33293	Byangsi	mouth	the mouth	a:	aː				653				
33739	Kulung	mouth (n.)	the mouth	Nǝ	ŋ ə		Nepali: mukh. (Tolsma1999)		679				
33986	Bantawa	mouth	the mouth	do	d o				2706				
34533	Rangoon		the mouth	pɑ⁵⁵sɑʔ⁴	p ɑ ⁵⁵ + s ɑ ʔ ⁴				1033				
35348	Achang_Longchuan	mouth	the mouth	ȵ̥ot⁵³	n̥ʲ o t ⁵³				1276				
35349	Bola	mouth	the mouth	nɔ̱t⁵⁵	n ɔ̰ t ⁵⁵				1276				
35350	Maru	mouth	the mouth	na̱t⁵⁵	n a̰ t ⁵⁵				1276				
35802	Bahing	mouth (n)	the mouth	sœ	s œ				1405				
36036	Lushai	mouth	the mouth	hmui	m̥ u i				1535				
36037	Lushai	mouth	the mouth	kâ	k â				10405				
36888	Beijing	mouth	the mouth	tsuei²¹⁴	ts u e i ²¹⁴		嘴 tsjweX	咀	1801				
36889	Guangzhou	mouth	the mouth	tsøy³⁵	ts ø y ³⁵		嘴 tsjweX	咀	1801				
36890	Chaozhou		the mouth	tsʰui¹³	tsʰ u i ¹³		喙 *(t-l̥o[rʔ]-s?) > *t-l̥ot-s > tsyhwejH > huì ‘snout; to pant'/ LS		10275				
36891	Longgang		the mouth	tsɔi⁵⁵kok³	ts ɔ i ⁵⁵ k o k ³		嘴 tsjweX		1801				
36892	Jieyang		the mouth	tsʰui¹³	tsʰ u i ¹³		喙 *(t-l̥o[rʔ]-s?) > *t-l̥ot-s > tsyhwejH > huì ‘snout; to pant'/ LS		10275				
36893	Xingning		the mouth	tʂɔɛ⁵³	ʈʂ ɔ ɛ ⁵³		嘴 tsjweX		1801				
37653	Ukhrul	mouth	the mouth	kʰə-mor	kʰ ə + m o r				4137				
37860	Hayu	mouth, face (n)	the mouth	muktshu	m u k tsʰ u				2085				
38268	Japhug		the mouth	tɯ-kɯr	t ɯ + k ɯ r				4001				
38269	Japhug		the mouth	tɯ-ɣmɤr	t ɯ + ɣ m ɤ r				4137				
38457	Mikir		the mouth	inghò	i ng h ò/o		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «ingho» (page: 345)		10405				
38542	Rabha	mouth	the mouth	kʰú-cem	kʰ ú/u + c e m				3978				
38737	Xiandao		the mouth	n̥ut⁵⁵	n̥ u t ⁵⁵				10				
38738	Lashi		the mouth	nua̱t⁵⁵	n u a̠ t ⁵⁵				1276				
38777	Atsi		the mouth	nu̱t⁵⁵	n u̠ t ⁵⁵				1276				
#
17360	rGyalrong_Maerkang	mud	the mud	tɑ tʂo	t ɑ _ ʈʂ o				682				
17817	Yidu	mud	the mud	i⁵⁵li⁵⁵khɹi⁵⁵	i ⁵⁵ + l i ⁵⁵ + kʰ ɹ i ⁵⁵				2964				
18595	Daofu	mud	the mud	ndʑɑ mbɑ	n dʑ ɑ + m b ɑ				1177				
19040	Dulong	mud	the mud	tɕɯ³¹kɔŋ ⁵³	tɕ ɯ ³¹ + k ɔ ŋ ⁵³				4043				
19577	Tibetan_Batang	mud	the mud	ndɑ¹³bɑʔ⁵³	nd ɑ ¹³ + b ɑ ʔ ⁵³				1500				
21145	Zhaba_Daofu_County	mud	the mud	cço⁵⁵	cç o ⁵⁵				2018				
21286	Darang_Taraon	mud	the mud	khɯ³¹lɑi³⁵	kʰ ɯ ³¹ + l ɑ i ³⁵				2098				
21938	Tibetan_Xiahe	mud	the mud	nda mbax	nd a _ m b a x				1500				
22334	Jingpho	mud	the mud	khum⁵⁵pu̱p⁵⁵	kʰ u m ⁵⁵ + p u̠ p ⁵⁵				2444				
22823	Tibetan_Lhasa	mud	the mud	tak¹³pa⁵²	t a k ¹³ + p a ⁵²				1500				
23105	Bokar	mud	the mud	ɕo to	ɕ o + t o				2589				
23941	Lisu	mud	the mud	ne⁵⁵dzi³¹	n e ⁵⁵ + dz i ³¹				3335				
24071	Tibetan_Alike	mud	the mud	ndam mbak	n d a m _ m b a k				1500				
24688	Motuo_Menba	mud	the mud	jin tsaŋ	j i n _ ts a ŋ				2923				
25827	Japhug	mud	the mud	tɤrcoʁ	t ɤ r c o ʁ				2018				
30480	Khaling		the mud	ɦilo	ɦ i l o	IA			532				
