# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALMS	NOTE	BORROWING	CHINESE	COGID	COGS	HANZI	MORPHEME_STRUCTURE
38673	Rabha	goat	the goat	prɨn	p r ɨ n					10512			
23274	TaniBokar	goat	the goat	ra	r a	( - - - ) r a - ( - - - )		Tibetan		30055			
33928	KirantiBantawa	goat	the goat	cʰengara	tsʰ e n g a r a	tsʰ - e n g a r a				664			
23935	TaniBokar	goat	the goat	ɕə rə	ɕ ə + r ə	ɕ ə - + r ə -				1332			
24538	DengYidu	goat	the goat	kɯ³¹tɕi⁵⁵	k ɯ ³¹ ◦ tɕ i ⁵⁵	k ɯ ³¹ ◦ tɕ i ⁵⁵				2195			
25580	TibetanXiahe	goat	the goat	ra ma	r a _ m a	( - - - ) r a - ( _ m a )				241			
25821	rGyalrongJaphug	goat	the goat	tshɤt	tsh ɤ t	( - - ) tsh ɤ t - ( - - - - - - - )				774			
36735	SiniticJieyang		the goat	sũã³³ĩɔ̃⁵⁵	s ũ ã ∼ ³³ ĩ ɔ̃ ∼ ⁵⁵	( s ũ ã ∼ ³³ ) ĩ ɔ̃ ∼ ⁵⁵				1763	596 95	山羊	_the-596 the-95
30743	KirantiKhaling		the goat	ghrōːdʉ	gh r ōː d ʉ	gh r ōː d ʉ				3320			
34949	BurmishBola	goat	the goat	jɔ̃⁵⁵	j ɔ̃ ∼ ⁵⁵	j ɔ̃ ∼ ⁵⁵	Borrowing from Chinese, @lingulist	Chinese		30110	1313		goat
37837	KirantiHayu	goat (n)	the goat	tseːli	ts eː l i	( - - ) ts eː - - ( l i - - - - - )				10256			
35148	BurmishAtsi	goat	the goat	pai²¹nam⁵⁵	p a i ²¹ + n a m ⁵⁵	p a i ²¹ + n a m ⁵⁵		< Jingpo		30117	1315 1314		goat-1 goat-2
30744	KirantiLimbu		the goat	mɛːnda	m ɛː n d a	m ɛː n d a				3609			
30844	SiniticOldChinese		the goat	ɢaŋ	ɢ a ŋ	( - - - - - ) ɢ a ŋ -			山羊	1763		羊	the-95
31146	BurmishOldBurmese		the goat	chit	ch i t	( - - ) ch i t - ( - - - - - - - )				774			
31626	KhroskyabsWobzi		the goat	tsʰǽ	tsʰ ǽ	( - - ) tsʰ ǽ - - ( - - - - - - - )				774			
38112	Tangut		the goat	tshjɨ	tsh jɨ					774		山羊	
32142	GaroGaro	goat (n)	the goat	do•-mok	d o ʔ + m o k	d o ʔ + m o k				3946			
15941	TibetanAlike	goat (male)	the goat	tɕhə ra	tɕh ə _ r a	( tɕh ə _ ) r a - ( - - - )				241			
32488	KirantiThulung		the goat	tshwa:ra	tsh w aː r a	tsh w aː - - - r a				664			
32717	ChinHakha	goat (n.)	the goat	meheh	m e + h e ʔ	m e + h e ʔ				2069			
#
16642	JingphoJingpho	grass	the grass	tsi̱ŋ³³	ts i̱ ŋ ³³	ts i̱ ŋ ³³				224			
33122	TibetoKinauriBunan	grass	the grass	tɕi	tɕ i	tɕ i				294			
16761	BodicTshangla	grass (eaten by draught animals)	the grass	tsi	ts i	ts i				294			
16762	BodicTshangla	grass (not eaten by draught animals)	the grass	ŋon	ŋ o n	- ŋ o n - - - -		tib sngon		29809			
33269	TibetoKinauriByangsi	grass	the grass	tsı̀	ts ı̀	ts ı̀				294			
33487	TibetoKinauriRongpo	grass	the grass	ci	tʃ i	tʃ i				294			
17203	rGyalrongDaofu	grass	the grass	rŋə rŋa	r ŋ ə + r ŋ a	r ŋ ə - + r ŋ a	!			311			
33930	KirantiBantawa	grass	the grass	gʰãsa	gʱ ã s a	( gʱ ã - ) s a -		IA		29886			
17656	rGyalrongMaerkang	grass	the grass	kɑ tsɑ	k ɑ _ ts ɑ	k ɑ _ ts ɑ				2792			
17950	TibetanLhasa	grass	the grass	tsa⁵⁵	ts a ⁵⁵	( - - - - - - - - - - - - - - - - - - ) - ts - - a - - ⁵⁵				959			
34779	BurmishAchang	grass 2	the grass	sa⁵⁵	s a ⁵⁵	( - - - ) s a ⁵⁵				1094	333		grass
34781	BurmishAtsi	grass 1	the grass	na̱m²¹	n a̰ m ²¹	n a̰ m ²¹				1095	1063		grass
34784	BurmishMaru	grass 1	the grass	ma̱ŋ³⁵	m a̰ ŋ ³⁵	m a̰ ŋ ³⁵				1096	332		grass
34831	BurmishBola	grass 1	the grass	mɛ̱̃³⁵	m ɛ̰̃ ∼ ³⁵	m ɛ̰̃ ∼ ³⁵				1096	332		grass
19304	NungicDulong	grass	the grass	ɕin⁵⁵	ɕ i n ⁵⁵	- ɕ i n ⁵⁵				1361			
35782	KirantiBahing	tall grass (n)	the grass	tsinda	ts i n d a	ts i n d a				1396			
36010	MizoLushai	grass	the grass	hlobet	l̥ o b e t	l̥ o b e t				1522			
36011	MizoLushai	grass	the grass	hnim	n̥ i m	n̥ i m				1095			
36737	SiniticBeijing	*bush (classifier for grass)	the grass	ji⁵¹ɕiɑo²¹⁴₂₁pʰiɐnr⁵¹tsʰɑo²¹⁴	j i ⁵¹ ɕ i ɑ o ²¹⁴₂₁ pʰ i ɐ/r n ⁵¹ tsʰ ɑ o ²¹⁴	( j i - ⁵¹ - - - - ɕ i ɑ o ²¹⁴₂₁ pʰ i ɐ/r n ⁵¹ ) - tsʰ - - ɑ o ²¹⁴ -	**concept**: originally "one bush of grass", but concept seems safe for our purpose, @lingulist, 6/2/2017, 10:06:31 AM		一小片兒草	959	97 98 99 101	一小片草	_the-97 _the-98 _the-99 the-101
36740	SiniticLonggang		the grass	tsʰau³²	tsʰ a u ³²	( - - - - - - - - - - - - - - - - - - ) - tsʰ - a u - ³² -				959	101	草	the-101
36741	SiniticJieyang		the grass	tsʰau³¹	tsʰ a u ³¹	( - - - - - - - - - - - - - - - - - - ) - tsʰ - - a u ³¹ -				959	101	草	the-101
3994	TibetanOldTibetan		the grass	rtsʷ←a	r tsʷ ← w a	( - - - - - - - - - - - - - - - - - - ) r tsʷ ← w a - - -	< *rtsu-ba. https://stan.hypotheses.org/60		草	959			
4023	rGyalrongJaphug		the grass	xɕaj	x ɕ a j	x ɕ a j -			草	1361			
37633	NagaUkhrul	grass	the grass	kʰuwa	kʰ u w a	kʰ u w a				2070			
21450	QiangicZhaba	grass	the grass	tʂᴜ¹³	tʂ ᴜ ¹³	tʂ ᴜ ¹³				2256			
21544	DengDarangTaraon	grass	the grass	tɑ³¹ɹe⁵⁵	t ɑ ³¹ ◦ ɹ e ⁵⁵	t ɑ ³¹ ◦ ɹ e ⁵⁵				2237			
38380	Karbi		the grass	bap	b a p		from :cite:Walker1925<br>page in :cite:Walker1925 294			10366			
22201	TibetanXiahe	grass	the grass	htsa	h ts a	( - - - - - - - - - - - - - - - - - - ) h ts - - a - - -	!			959			
23323	LoloishLisu	grass	the grass	mo̱³¹	m o̱ ³¹	m - o̱ - ³¹				1020			
23382	TaniBokar	grass	the grass	ta piː	t a + p iː	t a + p iː				2649			
36738	SiniticGuangzhou	*bush (classifier for grass)	the grass	jɐt⁵tøy⁵³tsʰou³⁵	j ɐ t ⁵ t ø y ⁵³ tsʰ o u ³⁵	( j ɐ t ⁵ t ø y ⁵³ - - - - - - - - - - ) - tsʰ - - o u ³⁵ -			一堆草	959	97 688 101	一堆草	_the-97 _the-688 the-101
36739	SiniticChaozhou		the grass	tsʰau⁵³	tsʰ a u ⁵³	( - - - - - - - - - - - - - - - - - - ) - tsʰ - - a u ⁵³ -				959	101	草	the-101
36742	SiniticXingning		the grass	tsʰɑɔ²¹	tsʰ ɑ ɔ ²¹	( - - - - - - - - - - - - - - - - - - ) - tsʰ - - ɑ ɔ ²¹ -				959	101	草	the-101
24346	TibetanAlike	grass	the grass	rtsæ	r ts æ	( - - - - - - - - - - - - - - - - - - ) r ts - - æ - - -	!			959			
24652	DengYidu	grass	the grass	kɑ⁵⁵ɹe⁵⁵	k ɑ ⁵⁵ ◦ ɹ e ⁵⁵	k ɑ ⁵⁵ ◦ ɹ e ⁵⁵				2918			
30851	SiniticOldChinese		the grass	tsʰˤuʔ	tsʰˤ u ʔ	( - - - - - - - - - - - - - - - - - - ) - tsʰˤ - - u - ʔ -			草	959		草	the-101
34497	BurmishRangoon		the grass	mjɛʔ⁴	m j ɛ ʔ ⁴	m j ɛ ʔ ⁴				1020	1064		
34783	BurmishLashi	grass 1	the grass	ma̱n⁵⁵	m a̰ n ⁵⁵	m a̰ n ⁵⁵				1096	332		grass
34846	BurmishXiandao	grass 2	the grass	sa⁵⁵	s a ⁵⁵	( - - - ) s a ⁵⁵				1094	333		grass
38577	Rabha	grass	the grass	sam	s a m					3505			
33719	KirantiKulung	grass, where a broom is made of. (n.)	the grass	serbɔ	s e r b ɔ	s e r b ɔ				665			
30352	KirantiKhaling		the grass	luːsʌ‍̄m	l uː s ʌ‍ m	( l uː ) s ʌ‍ m				3505			
30353	KirantiLimbu		the grass	liŋ	l i ŋ	l i ŋ				3506			
37838	KirantiHayu	grass, weed (n)	the grass	moksa	m o k s a	( m o k ) s a -				1094			
19583	TibetanBatang	grass	the grass	tsa⁵³	ts a ⁵³	( - - - - - - - - - - - - - - - - - - ) - ts - - a - - ⁵³				959			
31147	BurmishOldBurmese		the grass	mrak	m r a k	m r a k -				1020			
31628	KhroskyabsWobzi		the grass	χɕí	χ ɕ í	χ ɕ í				1361			
38061	Tangut		the grass	ɕjɨ	ɕ jɨ					1361		草	
31887	ChepangChepang	grass	the grass	ki	k i	k i				3822			
32144	GaroGaro	grass; herb (n)	the grass	sam	s a m	( - - ) s a m				3505			
32719	ChinHakha	grass (n.)	the grass	ram;	r â m	r â m	[full entry: e.g. Cows eat grass = Caw nih ram an ei.]			4132			
#
33270	TibetoKinauriByangsi	hailstone	the hail	sara:	s a r aː	( - - - - - ) s a - - r - - - ( - - aː - - )		tib[ser.ba]		29819			
33488	TibetoKinauriRongpo	hail	the hail	Dha:no	ɖh aː n o	ɖh aː n o				518			
17335	rGyalrongMaerkang	hail	the hail	tə rmo	t ə _ r m o	( t ə _ ) r m o -	!			1166			
33720	KirantiKulung	hail (n.)	the hail	mulu	m u l u	m u l u	Nepali: asinā. (Tolsma1999)			2376			
34884	BurmishMaru	hail	the hail	lak³¹ɣu³¹	l a k ³¹ + ɣ u ³¹	l a k ³¹ ( + ɣ u ³¹ - - - )				1120	953 593		
34903	BurmishAchang	hail	the hail	l̥i³¹ʐo⁵⁵	l̥ i ³¹ + ʐ o ⁵⁵	l̥ i - ³¹ ( + - - - ʐ o ⁵⁵ )				1120	953 593		hail rain
18572	rGyalrongDaofu	hail	the hail	lmə	l m ə	( - - - ) l m ə -	!			1166			
34972	BurmishRangoon	hail	the hail	mo⁵⁵tθi⁵⁵	m o ⁵⁵ + tθ i ⁵⁵	m o - ⁵⁵ + tθ i ⁵⁵				1173	592 956		
35105	BurmishAtsi	hail	the hail	lik²¹vo⁵¹	l i k ²¹ + v o ⁵¹	l i k ²¹ ( + v o ⁵¹ - - - )				1120	953 593		hail rain
35183	BurmishLashi	hail	the hail	lək³¹	l ə k ³¹	l ə k ³¹ ( - - - - - - - )				1120	953		hail
35233	BurmishXiandao	hail	the hail	niʔ³¹	n i ʔ ³¹	n i ʔ ³¹ ( - - - - - - - )				1120	953		hail
35279	BurmishBola	hail	the hail	lak³¹ɣɔ⁵⁵	l a k ³¹ + ɣ ɔ ⁵⁵	l a k ³¹ ( + ɣ ɔ ⁵⁵ - - - )				1120	953 593		hail rain
19016	NungicDulong	hail	the hail	wan⁵⁵ɕɛn⁵³	w a n ⁵⁵ + ɕ ɛ n ⁵³	( w a n ⁵⁵ + ) ɕ ɛ - - - n - - ( - - - ⁵³ - )				384			
19236	TibetanBatang	hail	the hail	shɑ⁵⁵	sh ɑ ⁵⁵	( - - - - - ) sh ɑ ⁵⁵ - - - - - ( - - - - - )				384			
36744	SiniticGuangzhou	hail	the hail	pɔk²²	p ɔ k ²²	( - - - - - ) - - p - ɔ k ²² ( - - - )			雹	1764	102	雹	the-102
21120	QiangicZhaba	hail	the hail	ʂtso⁵⁵	ʂ ts o ⁵⁵	ʂ ts o ⁵⁵	!			2010			
21255	DengDarangTaraon	hail	the hail	ɑ³¹thiɑi⁵³	ɑ ³¹ ◦ th i ɑ i ⁵³	ɑ ³¹ ◦ th i ɑ i ⁵³				2072			
37839	KirantiHayu	hail (n)	the hail	bʊxkʊm	b ʊ x k ʊ m	b ʊ x k ʊ m				2197			
21913	TibetanXiahe	hail	the hail	she ra	sʰ e _ r a	( - - - - - ) sʰ e - _ r - - - ( - - a - - )	???			384			
38376	Karbi		the hail	herei	h e r ei		from :cite:Walker1925<br>page in :cite:Walker1925 297			10519			
38527	Rabha	hail	the hail	dzɨ-gar	dz ɨ + g a r					10518			
23017	LoloishLisu	hail	the hail	wɑ³¹lo⁵⁵bo̱³³	w ɑ ³¹ ◦ l o ⁵⁵ ◦ b o̱ ³³	w ɑ ³¹ ◦ l o ⁵⁵ ◦ b o̱ ³³				2561			
31148	BurmishOldBurmese		the hail	muiwḥ◦sīḥ	m ui w ḥ + s ī ḥ	m ui w ḥ + s ī ḥ				1173			
23073	TaniBokar	hail	the hail	ɦa təŋ	ɦ a + t ə ŋ	ɦ a + t ə ŋ				2577			
36743	SiniticBeijing	hail	the hail	pɑo³⁵tsɿ⁰	p ɑ o ³⁵ ts ɿ ⁰	( - - - - - ) - - p - ɑ o ³⁵ ( ts ɿ ⁰ )			雹子	1764	102 103	雹子	the-102 _the-103
36745	SiniticLonggang		the hail	pɛn³³pʰɔk⁵	p ɛ n ³³ pʰ ɔ k ⁵	( p - ɛ n ³³ ) - - pʰ - ɔ k ⁵ ( - - - )				1764	914 102	冰雹	_the-914 the-102
36746	SiniticXingning		the hail	pien³⁵pʰɑɔ²⁴	p i e n ³⁵ pʰ ɑ ɔ ²⁴	( p i e n ³⁵ ) - - pʰ - ɑ ɔ ²⁴ ( - - - )	should end in -k. Tone is yangping	< early Mand		30060	914 102	冰雹	_the-914 the-102
24050	TibetanAlike	hail	the hail	se ra	s e _ r a	( - - - - - ) s e - _ r - - - ( - - a - - )				384			
24550	BodicTshangla	hail	the hail	ser ba	s e r _ b a	( - - - - - ) s e - - r - - - ( _ b a - - )		tib[ser.ba]		30066			
25822	rGyalrongJaphug	hail	the hail	sɤrwa	s ɤ r w a	( - - - - - ) s ɤ - - r - - - ( - w a - - )		tib[ser.ba]		30084			
35783	KirantiBahing	hail (n)	the hail	mosi, musi	m o s i	m o s i				1397			
20860	TibetanLhasa	hail	the hail	seː⁵⁵ra⁵⁵ (se⁵⁵ra⁵⁵)	s eː ⁵⁵ ◦ r a ⁵⁵	( - - - - - ) s eː ⁵⁵ ◦ r - - - ( - - a - ⁵⁵ )	!			384			
30476	KirantiLimbu		the hail	phɔːn	ph ɔː n	ph ɔː n				3556			
30477	KirantiKhaling		the hail	las	l a s	l a s -				3570			
30855	SiniticOldChinese		the hail	Cbˤruk	C/ + bˤ r u k	( - - - - - ) C/ + bˤ r u k - ( - - - )			冰雹	1764		雹	_C-prefix the-102
31053	SiniticOldChinese		the hail	sˤer-s	sˤ e r + s	( - - - - - ) sˤ e - - r - + s ( - - - - - )				384			the-1206 _the-1207
24362	DengYidu	hail	the hail	ɑ³¹the⁵³	ɑ ³¹ ◦ th e ⁵³	ɑ ³¹ ◦ th - e - ⁵³				2072			
31630	KhroskyabsWobzi		the hail	lmə́ɣ	l m ə́ ɣ	( - - - ) l m ə́ ɣ				1166			
38058	Tangut		the hail	mur	m u r					1166		霜	
31889	ChepangChepang	hail	the hail	wer	w e r	w e r				3824			
32146	GaroGaro	hail (n)	the hail	stil	s t i l	s t i l				3949			
32334	TibetanOldTibetan		the hail	ser ba	s e r + b a	( - - - - - ) s e - - r - - - ( + b a - - )				384			
33931	KirantiBantawa	hail	the hail	naŋ	n a ŋ	n a ŋ				785			
32489	KirantiThulung		the hail	lo:sʉ	l oː s ʉ	l oː s ʉ				3570			
16336	JingphoJingpho	hail	the hail	sin³³	s i n ³³	( - - - - - ) s i - - - n - - ( - - - ³³ - )				384			
32721	ChinHakha	hail (n.)	the hail	rial	r îa l	r îa l				4133			
#
16385	JingphoJingpho	hair	the hair (of the head)	kɑ̱̆⁵⁵|ʒa⁵⁵	k ɑ̱̆ ⁵⁵ ◦ ʒ a ⁵⁵	k ɑ̱̆ ⁵⁵ ◦ ʒ a ⁵⁵	!			210			
33009	TibetoKinauriBunan	hair	the hair (of the head)	kra	k r a	- k r a -	Comment (by Widmer2014): «PTB *kra»	Tib[skra]		29790			
33271	TibetoKinauriByangsi	hair of head	the hair (of the head)	pəʃak cham	p ə ʃ a k _ c/tʃʰ a m	( - - - - - p ə ʃ a k _ - - - - ) c/tʃʰ a m ( - - - - - - )				385			
17379	rGyalrongMaerkang	hair	the hair (of the head)	tɑ ko rȵᴇ	t ɑ _ k o _ r ȵ ᴇ	- - - - - - - - - - - - - - - - - ( t ɑ _ ) k o _ r ȵ ᴇ - - - - - - ( - - )	!			2014			
19293	TibetanBatang	hair	the hair (of the head)	tʂa⁵³	tʂ a ⁵³	- tʂ - a ⁵³				210			
33932	KirantiBantawa	hair (of the head)	the hair (of the head)	taŋmɨwa	t a ŋ m ɨ w a	- - - - - - - t a ŋ - - - - - - - ( - - - ) - - - - m ɨ - - - - - - ( w a )				2014			
34544	BurmishRangoon		the hair (of the head)	shɑ̃²²pĩ²²	sʰ ɑ̃ ∼ ²² + p ĩ ∼ ²²	( - - - - - - - - - - - - - - - ) sʰ ɑ̃ ∼ ( ²² + p ĩ ∼ ²² )				385	339 341		
34793	BurmishAchang	hair n	the hair (of the head)	u³¹mui³¹	u ³¹ + m u i ³¹	u ³¹ + - - - - - - - - - - - - - - ( - - - ) - - - - m u i - ³¹ - - - ( - - )				2014	338 273		head hair
34795	BurmishAtsi	hair n	the hair (of the head)	u²¹tsham⁵¹	u ²¹ + tsʰ a m ⁵¹	( - - u ²¹ + - - - - - - - - - - ) tsʰ a m ( ⁵¹ - - - - - )				385	338 339		head head-hair
34797	BurmishLashi	hair n	the hair (of the head)	tsham³³	tsʰ a m ³³	( - - - - - - - - - - - - - - - ) tsʰ a m ( ³³ - - - - - )				385	339		head-hair
34798	BurmishMaru	hair n	the hair (of the head)	tshɛ̃³¹	tsʰ ɛ̃ ∼ ³¹	( - - - - - - - - - - - - - - - ) tsʰ ɛ̃ ∼ ( ³¹ - - - - - )				385	339		hair
34799	BurmishXiandao	hair n	the hair (of the head)	u³¹	u ³¹	u ³¹	I suspect something is wrong or missing here			1101	338		egg-head
18613	rGyalrongDaofu	hair	the hair (of the head)	ʁə rmi	ʁ ə + r m i	- - - - - - - - - - - - - - - - - ( - - - ) ʁ ə + r m i - - - - - - ( - - )	!			2014			
19054	NungicDulong	hair	the hair (of the head)	u⁵⁵ni⁵⁵	u ⁵⁵ + n i ⁵⁵	u ⁵⁵ + n i ⁵⁵				1291			
36012	MizoLushai	hair (of body)	the hair (of the head)	hmul	m̥ u l	- - - - - - - - - - - - - - - - - ( - - - ) - - - - m̥ u - l - - - - ( - - )	Lushai hmul already given as cognate in 'feather', suspect the two are not compatible. LS			2014			
36747	SiniticBeijing	hair (of head)	the hair (of the head)	tʰou³⁵fa⁰	tʰ o u ³⁵ f a ⁰	( tʰ o u ³⁵ ) f a - ⁰			頭發	2759	104 105	頭發	_the-104 the-105
36749	SiniticChaozhou		the hair (of the head)	tʰau⁵⁵₁₁mɔ⁵⁵	tʰ a u ⁵⁵₁₁ m ɔ ⁵⁵	- - - - - - - - - - tʰ a u ⁵⁵₁₁ - - - ( - - - ) - - - - m ɔ - - ⁵⁵ - - - ( - - )				691	104 823	頭毛	_the-104 the-823
36750	SiniticLonggang		the hair (of the head)	tʰiu²¹la³³mau³³	tʰ i u ²¹ l a ³³ m a u ³³	- - - - - - - - - - tʰ i u ²¹ l a ³³ ( - - - ) - - - - m a u - ³³ - - - ( - - )	mattis-5 yunfan-2			691	104 619 823	頭囗毛	_the-104 _the-619 the-823
36751	SiniticJieyang		the hair (of the head)	tʰau⁵⁵₁₁mɔ⁵⁵	tʰ a u ⁵⁵₁₁ m ɔ ⁵⁵	- - - - - - - - - - tʰ a u ⁵⁵₁₁ - - - ( - - - ) - - - - m ɔ - - ⁵⁵ - - - ( - - )				691	104 823	頭毛	_the-104 the-823
36752	SiniticXingning		the hair (of the head)	mɑɔ⁴⁵	m ɑ ɔ ⁴⁵	- - - - - - - - - - - - - - - - - ( - - - ) - - - - m ɑ ɔ - ⁴⁵ - - - ( - - )	mattis-6 yunfan-2			691	823	毛	the-823
4153	TibetanOldTibetan	hair	the hair (of the head)	s k r a	s k r a	s k r a -			头发	210		毛	
4167	KirantiLimbu	hair	the hair (of the head)	murik	m u r i k	- - - - - - - - - - - - - - - - - ( - - - ) - - - - m u - - - r i k ( - - )			头发	2014		毛	
4182	rGyalrongJaphug	hair	the hair (of the head)	tɤ-kɤrme	t ɤ k ɤ r m e	- - - - - - - - - - - - - - - - - ( t ɤ - ) k ɤ - r m e - - - - - - ( - - )			头发	2014		毛	
4186	Tangut	hair	the hair (of the head)	mej²	m e j ²				头发	2014		毛	
20945	LoloishLisu	hair	the hair (of the head)	o⁵⁵tshe̱³³	o ⁵⁵ ◦ tsʰ e̱ ³³	- o ⁵⁵ ◦ tsʰ e̱ ³³				1929			
21163	QiangicZhaba	hair	the hair (of the head)	gu³tshɪ⁵⁵	g u ³ ◦ tsʰ ɪ ⁵⁵	g u ³ ◦ tsʰ ɪ ⁵⁵				1929			
21224	TaniBokar	hair	the hair (of the head)	dum mɯ	d u m + m ɯ	- - - d u m + - - - - - - - - - - ( - - - ) - - - - m ɯ - - - - - - ( - - )				2014			
21300	DengDarangTaraon	hair	the hair (of the head)	thɯŋ³⁵	th ɯ ŋ ³⁵	th ɯ ŋ ³⁵				2106			
37840	KirantiHayu	hair (n)	the hair (of the head)	som	s o m	( - - - - - - - - - - - - - - - ) s o m ( - - - - - - )				385			
38338	Karbi		the hair (of the head)	chū	ch ū		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «chu, jeng, chujeng[...]» (page: 297)			10370			
33721	KirantiKulung	grow (crops, hair), begin to sprout (vi-1 [1: lim-])	the hair (of the head)	limma	l i m m a	l i m m a	Nepali: umranu, palāunu. (Tolsma1999)			2379			
38539	Rabha	hair	the hair (of the head)	kʰoró	kʰ o r ó					10369			
22367	TibetanLhasa	hair	the hair (of the head)	tʂa⁵⁵	tʂ a ⁵⁵	- tʂ - a ⁵⁵				210			
33489	TibetoKinauriRongpo	anything	the hair (of the head)	khebi	kh e b i	kh e b i				2499			
32722	ChinHakha	hair (n.)	the hair (of the head)	sam	s â m	( - - - - - - - - - - - - - - - ) s â m ( - - - - - - )				385			
24400	DengYidu	hair	the hair (of the head)	thoŋ⁵⁵bɹɑ⁵⁵	th o ŋ ⁵⁵ ◦ b ɹ ɑ ⁵⁵	th o ŋ ⁵⁵ ◦ b ɹ ɑ ⁵⁵				2106			
24694	TibetanXiahe	hair	the hair (of the head)	htɕa	h tɕ a	h tɕ - a -	!			210			
24831	BodicTshangla	hair	the hair (of the head)	tsham	tsh a m	( - - - - - - - - - - - - - - - ) tsh a m ( - - - - - - )				385			
4166	KirantiKhaling	hair	the hair (of the head)	dhōːsʌm	dʰ ōː s ʌ m	( dʰ ōː - - - - - - - - - - - - - ) s ʌ m ( - - - - - - )			头发	385		毛	
35784	KirantiBahing	hair (of the head) (n)	the hair (of the head)	tsam	ts a m	( - - - - - - - - - - - - - - - ) ts a m ( - - - - - - )				385			
31891	ChepangChepang	hair (B)	the hair (of the head)	myan	m j a n	m j a n				3825			
34796	BurmishBola	hair n	the hair (of the head)	tshɛ̃⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵	( - - - - - - - - - - - - - - - ) tsʰ ɛ̃ ∼ ( ⁵⁵ - - - - - )				385	339		head-hair
32147	GaroGaro	hair of head (n)	the hair (of the head)	kin-i	k i n + i	k i n + i				3950			
37634	NagaUkhrul	hair (on head)	the hair (of the head)	kuj-sam	k u j + s a m	( - - - - - - - - - - - k u j + ) s a m ( - - - - - - )				385			
36748	SiniticGuangzhou	hair (of head)	the hair (of the head)	tʰɐu²¹fat³³	tʰ ɐ u ²¹ f a t ³³	( tʰ ɐ u ²¹ ) f a t ³³	should have p-	< LMC	頭發	30109	104 105	頭發	_the-104 the-105
30856	SiniticOldChinese		the hair (of the head)	pot	p o t	( - - - - ) p o t -			头发	2759		髮	
31149	BurmishOldBurmese		the hair (of the head)	chaṃ	ch a ṃ	( - - - - - - - - - - - - - - - ) ch a ṃ ( - - - - - - )				385			
31631	KhroskyabsWobzi		the hair (of the head)	ʁɑrmə̂	ʁ ɑ r m ə̂	- - - - - - - - - - - - - - - - - ( - - - ) ʁ ɑ - r m ə̂ - - - - - - ( - - )				2014			
16082	TibetanAlike	hair	the hair (of the head)	rcçæ	r cç æ	r cç - æ -	!			210			
32490	KirantiThulung		the hair (of the head)	sem	s e m	( - - - - - - - - - - - - - - - ) s e m ( - - - - - - )				385			
#
16410	JingphoJingpho	hand	the hand	ta̱ʔ⁵⁵	t a̱ ʔ ⁵⁵	( - - - ) t a̱ ʔ - ( ⁵⁵ - - - - - - - - - - )				229			
16565	BodicTshangla	hand	the hand	ga |daŋ	g a _ d a ŋ	g a _ d a ŋ	!			160			
33032	TibetoKinauriBunan	hand	the hand	lak	l a k	( - - - ) l a k - ( - - - - - - - - - - - )	Comment (by Widmer2014): «WT lag / PTB *l(y)ak»			229			
33272	TibetoKinauriByangsi	hand	the hand	là	l à	( - - - ) l à - - ( - - - - - - - - - - - )				229			
17700	TibetanLhasa	hand	the hand	lak¹³pa⁵⁵	l a k ¹³ ◦ p a ⁵⁵	( - - - ) l a k ¹³ ( - ◦ p - a ⁵⁵ - - - - - )				229			
34432	BurmishRangoon		the hand	lɛʔ⁴	l ɛ ʔ ⁴	( - - - ) l ɛ ʔ - ( ⁴ - - - - - - - - - - )				229	1068		
34808	BurmishBola	hand	the hand	laʔ³¹	l a ʔ ³¹	( - - - ) l a ʔ - ( ³¹ - - - - - - - - - - )				229	1068		hand
34809	BurmishMaru	hand	the hand	lɔʔ³¹	l ɔ ʔ ³¹	( - - - ) l ɔ ʔ - ( ³¹ - - - - - - - - - - )				229	1068		hand
34810	BurmishXiandao	hand	the hand	lɔʔ⁵⁵n̥au³¹	l ɔ ʔ ⁵⁵ + n̥ a u ³¹	( - - - ) l ɔ ʔ - ( ⁵⁵ - - - - - + n̥ a u ³¹ )				229	1068 1067		hand hand-2
18604	TibetanBatang	hand	the hand	la¹³pa⁵³	l a ¹³ ◦ p a ⁵³	( - - - ) l a - ¹³ ( - ◦ p - a ⁵³ - - - - - )				229			
18636	rGyalrongDaofu	hand	the hand	ɮa	ɮ a	( - - - ) ɮ a - - ( - - - - - - - - - - - )				229			
38657	Rabha	hand	the hand	tá-si	t á + s i					10371			
19076	NungicDulong	hand	the hand	uɹ⁵⁵	u ɹ ⁵⁵	- u ɹ ⁵⁵				1302			
19213	rGyalrongMaerkang	hand	the hand	tɐ jɐk	t ɐ _ j ɐ k	( t ɐ _ ) j ɐ k - ( - - - - - - - - - - - )	!			229			
35785	KirantiBahing	hand (n)	the hand	gy	g y	g - y -				1398			
36013	MizoLushai	hand	the hand	kut	k u t	k - u t				1398			
36753	SiniticBeijing	*left hand	the hand	tsuɔ²¹⁴₃₅ʂou²¹⁴	ts u ɔ ²¹⁴₃₅ ʂ o u ²¹⁴	( ts u ɔ ²¹⁴₃₅ ) ʂ o u ²¹⁴	**concept**: gloss is generally "left hand", but this reflects the hand in all cases. So all words are essentially cognate here.		左手	1766	106 107	左手	_the-106 the-107
