# Wordlist

# DATA
ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	BORROWING	NOTE	CHINESE	COGID	HANZI	RGEN	SOURCE	ENTRY_IN_SOURCE
30639	Dulong	excrement (noun)	the shit	ni⁵⁵	n i ⁵⁵				3585				
30655	Bokar	excrement (noun)	the shit	eː	eː	AA	cf. Shorto PAA #794 *ʔic; *ʔiə[c]; *ʔ[ə]c excrement, faeces. A: (Mon, North Bahnaric, Aslian) Mon oik, Bahnar ic, Jeh ek, Halang ik, Central Sakai êch; → Kuki-Naga *eˑk (& similar Karen forms; BENEDICT 1972 26 n. 82, 146 n. 399).		120				
30657	Zhaba_Daofu_County	excrement (noun)	the shit	cça⁵⁵pa⁵⁵	c ç a ⁵⁵ + p a ⁵⁵	tib skʲag.pa			544				
30703	Tibetan_Xiahe	excrement (noun)	the shit	htɕaχ kwa	h tɕ a χ _ k w a				544				
30713	Darang_Taraon	excrement (noun)	the shit	klɑi⁵³	k l ɑ i ⁵³				29700				
31050	Old_Chinese		the shit	qʰijʔ	qʰ i j ʔ			屎	10560				
31297	Japhug		the shit	tɯ-qe	t ɯ q e				10560				
31528	Limbu		the shit	hi	h i				29700				
31529	Khaling		the shit	khli	kʰ l i				29700				
31800	Wobzi_Khroskyabs		the shit	scáχpɑ	s c á/a χ p ɑ	tib skʲag.pa			544				
32066	Chepang	faeces, bodily waste, secretion, soiling or defiling material	the shit	kliʔ	k l i ʔ				29700				
32318	Garo	defecate; dung; excrement (n)	the shit	ke•-em-a	k e ʔ + e m a		The noun meaning 'shit' is ke		10560				
32393	Old_Tibetan		the shit	skʲag pa	s k j a g + p a				544				
32531	Thulung		the shit	khli	kʰ l i				29700				
32898	Hakha_Chin	excrement (n.)	the shit	ek	ʔ ee/e k	AA	cf. Shorto PAA #794 *ʔic; *ʔiə[c]; *ʔ[ə]c excrement, faeces. A: (Mon, North Bahnaric, Aslian) Mon oik, Bahnar ic, Jeh ek, Halang ik, Central Sakai êch; → Kuki-Naga *eˑk (& similar Karen forms; BENEDICT 1972 26 n. 82, 146 n. 399).		120				
32923	Bunan	excrements	the shit	aka	a k a				1940				
33532	Rongpo	defecate	the shit	a:ka khyər-	aː k a _ kʰ j ə r				1940				
34091	Bantawa	excrement, manure, stool	the shit	kʰɨ	kʰ ɨ				29700				
34095	Byangsi		the shit	i:	iː	AA	glossed as 'stool'; uvulars seem to go to velars in Byangsi (khu 'smoke', kha 'kidney'). An AA word, like 'egg'		120				
35819	Bahing	excrement (n)	the shit	khli	kʰ l i				29700				
36997	Beijing	*defecate, shit	the shit	la⁵⁵	ʂ ɿ ²¹⁴		corrected entry by @lingulist	拉	10560				
36998	Guangzhou	*defecate, shit	the shit	si³⁵	s i ³⁵			屙	10560				
36999	Chaozhou		the shit	sai⁵³	s a i ⁵³				10560				
37000	Longgang		the shit	li⁵⁵tu²¹	l i ⁵⁵ t u ²¹				1823				
37001	Jieyang		the shit	sai³¹	s a i ³¹				10560				
37002	Xingning		the shit	ʂɿ²¹	ʂ ɿ ²¹				10560				
37003	Longgang		the shit	si³²	s i ³²				10560				
37668	Ukhrul	defecate	the shit	kə-paj	k ə + p a j				10262				
37875	Hayu	excrement (n)	the shit	ex◦pi	e x + p i	AA	cf. Shorto PAA #794 *ʔic; *ʔiə[c]; *ʔ[ə]c excrement, faeces. A: (Mon, North Bahnaric, Aslian) Mon oik, Bahnar ic, Jeh ek, Halang ik, Central Sakai êch; → Kuki-Naga *eˑk (& similar Karen forms; BENEDICT 1972 26 n. 82, 146 n. 399).		120				
38235	Tangut		the shit	njaa	n j aa/aː				4223				
38489	Mikir		the shit	hi	h i		from :cite:Walker1925<br>page in :cite:Walker1925 271		10560				
38693	Rabha		the shit	jí	j í/i				10560				
38704	Achang_Longchuan		the shit	tɕhi³¹	tɕʰ i ³¹				29700				
38718	Rangoon		the shit	tɕhi³⁵	tɕʰ i ³⁵				29700				
38743	Xiandao		the shit	khɯ³¹	kʰ ɯ ³¹				29700				
38744	Lashi		the shit	khjei⁵⁵	kʰ j e i ⁵⁵				29700				
38745	Bola		the shit	khji³⁵	kʰ j i ³⁵				29700				
38765	Maru		the shit	tɕhi³⁵	tɕʰ i ³⁵				29700				
38779	Atsi		the shit	khji²¹	kʰ j i ²¹				29700				
38793	Old_Burmese		the shit	khliyḥ	kʰ l i y ḥ/				29700				
#
8817	Old_Tibetan		the shoulder	pʰrag	pʰ r a g				13				
8846	Japhug		the shoulder	tɯ-rpaʁ	t ɯ + r p a ʁ				13				
16140	Tibetan_Alike	shoulder	the shoulder	mtʂhak khæ	m ʈʂʰ a k _ kʰ æ				13				
16396	Jingpho	shoulder	the shoulder	kă³¹phaʔ³¹	k ă ³¹ + pʰ a ʔ ³¹				13				
16551	Motuo_Menba	shoulder	the shoulder	phaŋ ma	pʰ a ŋ _ m a				10169				
17391	rGyalrong_Maerkang	shoulder	the shoulder	tɑ rpɑk	t ɑ _ r p ɑ k				13				
17686	Tibetan_Lhasa	shoulder	the shoulder	puŋ⁵⁵pə⁵⁵	p u ŋ ⁵⁵ + p ə ⁵⁵				10168				
18623	Daofu	shoulder	the shoulder	lva	l v a				13				
18624	Daofu	shoulder	the shoulder	lva tɕha	l v a + tɕʰ a				13				
18625	Daofu	shoulder	the shoulder	lva poŋ	l v a + p o ŋ				13				
19064	Dulong	shoulder	the shoulder	ɹɑ ʔ⁵⁵	ɹ ɑ ʔ ⁵⁵		new example of br > r in dulong		10316				
19786	Tibetan_Batang	shoulder	the shoulder	tʂhɑ⁵⁵pa⁵³	ʈʂʰ ɑ ⁵⁵ + p a ⁵³				13				
21308	Darang_Taraon	shoulder	the shoulder	khɯ⁵⁵liɯŋ⁵³pɑ³⁵	kʰ ɯ ⁵⁵ + l i ɯ ŋ ⁵³ + p ɑ ³⁵				60				
21964	Tibetan_Xiahe	shoulder	the shoulder	tʂhaχ ka	ʈʂʰ a χ _ k a				13				
22492	Zhaba_Daofu_County	shoulder	the shoulder	ɦo³³lo⁵⁵	ɦ o ³³ + l o ⁵⁵				2466				
23139	Bokar	shoulder	the shoulder	gur bɯŋ	g u r + b ɯ ŋ				10168				
24412	Yidu	shoulder	the shoulder	e⁵⁵li⁵⁵pɑ⁵⁵	e ⁵⁵ + l i ⁵⁵ + p ɑ ⁵⁵				60				
24865	Lisu	shoulder	the shoulder	lɛ̱³¹phɯ³³	l ɛ̠ ³¹ + pʰ ɯ ³³				2946				
30413	Khaling		the shoulder	bhâːtʌ	bh âː/aː t ʌ				13				
30414	Limbu		the shoulder	phɔktaŋ	pʰ ɔ k t a ŋ		might be linked with TUJIA and BAI		13				
30972	Old_Chinese		the shoulder	kˤen	kˤ e n			肩膀	543				
31194	Old_Burmese		the shoulder	pa◦khuṃḥ	p a + kʰ u m̩ ḥ/				10161				
31730	Wobzi_Khroskyabs		the shoulder	lvɑ́ɣ	l v ɑ́ ɣ				13				
31993	Chepang	shoulder, moveable part of upper arm (including shoulder blade)	the shoulder	bal.(na)	b a l + n a				29733				
32250	Garo	shoulder (n)	the shoulder	pak-krong	p a k + k r o ŋ				13				
32532	Thulung		the shoulder	balam	b a l a m		STEDT citing Allen 75 gives meaning as 'shoulder blade' and segments as 'ba lam. Prob. not cognate with Chepang bal.		3880				
32827	Hakha_Chin	shoulder (n.)	the shoulder	liang,	l î/i a ŋ				60				
32906	Old_Tibetan		the shoulder	dpuŋ	d p u ŋ				10168				
33084	Bunan	shoulder	the shoulder	pumpa	p u m p a	tib[dpuŋ.pa]	Comment (by Widmer2014): «WT dpung pa»		10168				
33308	Byangsi	shoulder	the shoulder	rɔŋ	r ɔ ŋ				406				
33533	Rongpo	shoulder	the shoulder	ka:n	k aː n	IA			543				
33534	Rongpo	shoulder	the shoulder	kəndha	k ə n dh a	IA			543				
33758	Kulung	shoulder (as seen from behind), shoulder blades (n.)	the shoulder	bɔutɔ	b ɔ u t ɔ		Nepali: kum. (Tolsma1999)		13				
34028	Bantawa	shoulder	the shoulder	bʰaktaŋ	bʱ a k t a ŋ				13				
34881	Bola	shoulder	the shoulder	laʔ³¹sɛ̃⁵⁵	l a ʔ ³¹ + s ɛ̃ ∼ ⁵⁵				1119				
34938	Achang_Longchuan	shoulder	the shoulder	xuŋ³¹pau³¹	x u ŋ ³¹ + p a u ³¹				3384				
34989	Maru	shoulder	the shoulder	lɔʔ³¹saŋ³¹	l ɔ ʔ ³¹ + s a ŋ ³¹				1119				
35005	Rangoon	shoulder	the shoulder	pɑ⁵³kʰõ⁵⁵	p ɑ ⁵³ + kʰ õ ∼ ⁵⁵				10161				
35070	Atsi	shoulder	the shoulder	koʔ²¹san⁵¹	k o ʔ ²¹ + s a n ⁵¹				1119				
35142	Lashi	shoulder	the shoulder	lɔʔ³¹sa̱n³³	l ɔ ʔ ³¹ + s a̰ n ³³				1119				
35264	Xiandao	shoulder	the shoulder	lɔʔ³¹san⁵⁵	l ɔ ʔ ³¹ + s a n ⁵⁵				1119				
35820	Bahing	shoulder (n)	the shoulder	tokto	t o k t o				1417				
36060	Lushai	shoulder	the shoulder	ko	k o				1546				
36061	Lushai	shoulder	the shoulder	dâr	d â r				1547				
37004	Beijing		the shoulder	pɑŋ²¹⁴₂₁tsɿ⁰	p ɑ ŋ ²¹⁴ ts ɿ ⁰				10167				
37005	Guangzhou		the shoulder	pɔk³tʰɐu²¹	p ɔ k ³ tʰ ɐ u ²¹				13				
37006	Chaozhou		the shoulder	kɔ̃ĩ³³tʰau⁵⁵	k ɔ̃ ĩ ∼ ³³ tʰ a u ⁵⁵				543				
37007	Longgang		the shoulder	pɔk³tʰiu²¹	p ɔ k ³ tʰ i u ²¹				13				
37008	Jieyang		the shoulder	kãĩ³³tʰau⁵⁵	k ã ĩ ∼ ³³ tʰ a u ⁵⁵				543				
37009	Xingning		the shoulder	kin⁴⁵₃₅tʰiu²¹	k i n ³⁵/⁴⁵ tʰ iu ²¹				543				
37876	Hayu	shoulder (n)	the shoulder	phaxka	pʰ a x k a				2209				
37991	Tangut		the shoulder	wa.	w a./a				13				
38305	Mikir		the shoulder	+phàng	+ pʰ à/a ng		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «phang(kor)» (page: 407)		13				
38544	Rabha	shoulder	the shoulder	pʰa-kroŋ	pʰ a + k r o ŋ				13				
#
9135	Old_Tibetan	skin	the skin	lpags	l p a g s			皮肤	2885				
9148	Khaling	skin	the skin	sʌkʌ	s ʌ k ʌ			皮肤	689				
9149	Limbu	skin	the skin	horik	h o r i k			皮肤	3076				
9164	Japhug	skin	the skin	tɯ-ndʐi	t ɯ + n ɖʐ i			皮肤	2473				
9168	Tangut	skin	the skin	dʑjɨ¹	dʑ j ɨ ¹			皮肤	2473				
16569	Motuo_Menba	skin	the skin	moŋ naŋ	m o ŋ _ n a ŋ				164				
17410	rGyalrong_Maerkang	skin	the skin	tə ndʐi	t ə _ n ɖʐ i				2473				
18642	Daofu	skin	the skin	dʑi dʑa	dʑ i + dʑ a				2473				
19887	Tibetan_Batang	skin	the skin	xha⁵⁵pɑ⁵³	xʰ a ⁵⁵ + p ɑ ⁵³		?		1965				
21198	Zhaba_Daofu_County	skin	the skin	tʂʌ³³tʂa⁵⁵	ʈʂ ʌ ³³ + ʈʂ a ⁵⁵				2473				
21329	Darang_Taraon	skin	the skin	ko⁵⁵	k o ⁵⁵				689				
22259	Dulong	skin	the skin	pɯn⁵⁵	p ɯ n ⁵⁵				130				
23109	Lisu	skin	the skin	ko³⁵dʑi³³	k o ³⁵ + dʑ i ³³				689				
23161	Bokar	skin	the skin	a pin	a + p i n				130				
23379	Tibetan_Lhasa	skin	the skin	pak⁵⁵pa⁵⁵	p a k ⁵⁵ + p a ⁵⁵				2885				
24183	Jingpho	skin	the skin	phjiʔ³¹	pʰ j i ʔ ³¹				3147				
24433	Yidu	skin	the skin	ko⁵⁵pɹɑ⁵⁵	k o ⁵⁵ + p ɹ ɑ ⁵⁵				2885				
24961	Tibetan_Xiahe	skin	the skin	htɕə mo	h tɕ ə _ m o				1965				
30977	Old_Chinese		the skin	m→paj	m + p a j		(animal)	皮肤	3147				
30978	Old_Chinese		the skin	pra	p r a		(human), cf. WT lpags	皮肤	2885				
31195	Old_Burmese		the skin	a◦riy	a + r i j				1163				
31735	Wobzi_Khroskyabs		the skin	dʑədʑɑ̂	dʑ ə dʑ ɑ̂				2473				
31998	Chepang	skin, bark, outer covering (natural)	the skin	pun	p u n				130				
32254	Garo	leather; skin (n)	the skin	bi-gil	b i g i l				10153				
32534	Thulung		the skin	kokte	k o k t e		k o k t e		689				
32832	Hakha_Chin	skin (n.)	the skin	1. cuar, phaw.	pʰ ôo/o		[full entry: 2. hawng banhla hawng..]		63				
32908	Hakha_Chin		the skin		v û/u n				130				
32932	Bunan	skin	the skin	batsi	b a ts i		Comment (by Widmer2014): «ZZ bad»		408				
33310	Byangsi	skin	the skin	bɛ	b ɛ				408				
33536	Rongpo	skin	the skin	ca:m	tʃ aː m	IA			1952				
33537	Rongpo	skin	the skin	lotɔ	l o t ɔ				545				
33760	Kulung	skin (n.)	the skin	sɔkɔwar	s ɔ k ɔ w a r		Nepali: chālā. (Tolsma1999)		689				
34032	Bantawa	skin	the skin	hokwa	h o k w a				689				
34879	Bola	skin	the skin	ʃă³⁵ka̱uʔ⁵⁵	ʃ ă ³⁵ + k a̰ u ʔ ⁵⁵				689				
34952	Achang_Longchuan	skin	the skin	a³¹ʐɿ⁵⁵	a ³¹ + ʐ ɿ ⁵⁵				1163				
35001	Maru	skin	the skin	ʃɔ̆³⁵jam⁵⁵	ʃ ɔ̆ ³⁵ + j a m ⁵⁵				1187				
35020	Rangoon	skin	the skin	ɑ⁵³tθɑ⁵⁵ɑ⁵³je²²	ɑ ⁵³ + tθ ɑ ⁵⁵ + ɑ ⁵³ + j e ²²				1163				
35083	Atsi	skin	the skin	ʃŏ²¹ku̱ʔ⁵⁵	ʃ ŏ ²¹ + k ṵ ʔ ⁵⁵				689				
35173	Lashi	skin	the skin	ʃŏ⁵⁵ku̱k⁵⁵	ʃ ŏ ⁵⁵ + k ṵ k ⁵⁵				689				
35369	Xiandao	skin	the skin	a³¹ʐɿ⁵⁵	a ³¹ + ʐ ɿ ⁵⁵				1163				
35821	Bahing	skin, bark (n)	the skin	kokte	k o k t e				689				
36062	Lushai	skin	the skin	vun	v u n				130				
36063	Lushai	skin	the skin	pil	p i l				29734				
37010	Beijing		the skin	pʰi³⁵	pʰ i ³⁵				3147				
37011	Guangzhou		the skin	pʰei²¹fu⁵³₅₅	pʰ e i ²¹ f u ⁵⁵/⁵³				3147				
37012	Chaozhou		the skin	pʰuɛ⁵⁵	pʰ u ɛ ⁵⁵				3147				
37013	Longgang		the skin	pʰi²¹fu³³	pʰ i ²¹ f u ³³				3147				
37014	Jieyang		the skin	pʰuɛ⁵⁵	pʰ u ɛ ⁵⁵				3147				
37015	Xingning		the skin	pʰi²¹fu⁴⁵	pʰ i ²¹ f u ⁴⁵				3147				
37669	Ukhrul	skin (human); meat	the skin	ʔa-sa	ʔ a + s a				1163				
37877	Hayu	skin, bark, husk, peel (n)	the skin	kuk◦tsho	k u k + tsʰ o				689				
38382	Mikir		the skin	+rèng	+ r è/e ng		from :cite:Konnerth2014<br>:cite:Walker1925 entry: «reng» (page: 410)		10447				
38550	Rabha	skin	the skin	kʰor-tʰap	kʰ o r + tʰ a p				10448				
#
9188	Old_Tibetan		the sky	gnam	g n a m			天空	254				
9217	Japhug		the sky	tɯmɯ	t ɯ m ɯ			天空	499				
16324	Jingpho	sky	the sky	lă³¹mu³¹	l ă ³¹ + m u ³¹				499				
16470	Motuo_Menba	sky	the sky	ŋam	ŋ a m				254				
17588	Tibetan_Lhasa	sky	the sky	nam¹³kha⁵⁵	n a m ¹³ + kʰ a ⁵⁵				254				
18561	Daofu	sky	the sky	pqɑ	p q ɑ				3390				
18562	Daofu	sky	the sky	mɑ mqɑ	m ɑ + m q ɑ				499				
18777	rGyalrong_Maerkang	sky	the sky	nɐm khɐ	n ɐ m _ kʰ ɐ	Tib[nam.mkha]			254				
19004	Dulong	sky	the sky	muʔ⁵⁵	m u ʔ ⁵⁵				499				
19224	Tibetan_Batang	sky	the sky	nã⁵⁵	n ã ∼ ⁵⁵				254				
20317	Tibetan_Lhasa	sky	the sky	nam⁵⁵	n a m ⁵⁵				254				
20881	Bokar	sky	the sky	me doŋ moŋ	m e + d o ŋ + m o ŋ				499				
21110	Zhaba_Daofu_County	sky	the sky	khu⁵⁵	kʰ u ⁵⁵				2006				
21901	Tibetan_Xiahe	sky	the sky	hnam	h n a m				254				
23004	Lisu	sky	the sky	mo³¹kuɑ̱³³	m o ³¹ + k u ɑ̠ ³³				499				
23438	Darang_Taraon	sky	the sky	tɯm⁵⁵	t ɯ m ⁵⁵				4180				
24039	Tibetan_Alike	sky	the sky	ɣnam	ɣ n a m				254				
24350	Yidu	sky	the sky	i⁵⁵mu⁵⁵du⁵⁵	i ⁵⁵ + m u ⁵⁵ + d u ⁵⁵				499				
30417	Khaling		the sky	dhâm	dh â m				409				
30418	Limbu		the sky	taŋsaŋba	t a ŋ s a ŋ b a				3527				
30979	Old_Chinese		the sky	l̥ˤin	l̥ˤ i n			天空	1824				
31196	Old_Burmese		the sky	muiwḥ	m ui w ḥ/				499				
31736	Wobzi_Khroskyabs		the sky	mə̂rgo	m ə̂ r g o				499				
31999	Chepang	sky	the sky	thel.baŋ	tʰ e l + b a ŋ				3882				
32255	Garo	sky (n)	the sky	sil-ga	s i l + g a				3428				
32535	Thulung		the sky	dha:mu	d h aː m u				409				
32833	Hakha_Chin	sky (n.)	the sky	van	v ǎa/a n				64				
33065	Bunan	sky	the sky	nam	n a m		Comment (by Widmer2014): «WT gnam»		254				
33311	Byangsi	sky; blue	the sky	timbu	t i m b u				4180				
33538	Rongpo	sky	the sky	a:ga:s, aga:s	aː g aː s	IA			546				
33761	Kulung	sky, sun, weather (n.)	the sky	nam	n a m				254				
34033	Bantawa	horse	the sky	ninama	n i n a m a				254				
34710	Rangoon		the sky	mo⁵⁵	m o ⁵⁵				499				
35607	Achang_Longchuan	sky	the sky	mau³¹	m a u ³¹				499				
35608	Atsi	sky	the sky	mau²¹khuŋ⁵¹	m a u ²¹ + kʰ u ŋ ⁵¹				499				
35609	Bola	sky	the sky	mau³¹khauŋ⁵⁵	m a u ³¹ + kʰ a u ŋ ⁵⁵				499				
35611	Lashi	sky	the sky	mou³³khuŋ³³	m o u ³³ + kʰ u ŋ ³³				499				
35612	Maru	sky	the sky	muk⁵⁵	m u k ⁵⁵				499				
35613	Xiandao	sky	the sky	mau³¹	m a u ³¹				499				
36064	Lushai	sky	the sky	vân	v â n				64				
37016	Beijing		the sky	tʰiɐn⁵⁵	tʰ i ɐ n ⁵⁵				1824				
37017	Guangzhou		the sky	tʰin⁵³₅₅hʊŋ⁵³₅₅	tʰ i n ⁵⁵/⁵³ h ʊ ŋ ⁵⁵/⁵³	post-Han			1824				
37018	Chaozhou		the sky	tʰĩ³³	tʰ ĩ ∼ ³³				1824				
37019	Longgang		the sky	tʰɛn³³	tʰ ɛ n ³³	post-Han	expect l-		1824				
37020	Jieyang		the sky	tʰĩ³³	tʰ ĩ ∼ ³³				1824				
37021	Xingning		the sky	tʰien⁴⁵	tʰ i e n ⁴⁵	post-Han	expect l-		1824				
37670	Ukhrul	sky; rain	the sky	kə-tsiŋ	k ə + ts i ŋ				3385				
38236	Tangut		the sky	mə	m ə				499				
38303	Mikir		the sky	sining	s i n i ng		from :cite:Walker1925<br>page in :cite:Walker1925 410		10450				
38519	Rabha	sky	the sky	raŋ	r a ŋ				10449				
#
9400	Old_Tibetan	smoke	the smoke	du.ba	d u b a			烟	1421				
9413	Khaling	smoke	the smoke	mikmɵ	m i k m ɵ			烟	2446				
9414	Limbu	smoke	the smoke	mi:kkhu	m iː k kʰ u			烟	68				
9429	Japhug	smoke	the smoke	tɤkʰɯ	t ɤ kʰ ɯ			烟	68				
9433	Tangut	smoke	the smoke	ɣju¹	ɣ j u ¹			烟	68				
16342	Jingpho	smoke	the smoke	wan³¹khut³¹	w a n ³¹ + kʰ u t ³¹				68				
17341	rGyalrong_Maerkang	smoke	the smoke	tɐ khə	t ɐ _ kʰ ə				68				
17607	Tibetan_Lhasa	smoke	the smoke	thuo¹³	tʰ u o ¹³				1421				
18578	Daofu	smoke	the smoke	m◦khə	m kʰ ə				68				
19023	Dulong	smoke	the smoke	nɯt⁵⁵	n ɯ t ⁵⁵				3989				
19444	Tibetan_Batang	smoke	the smoke	tɑ¹³	t ɑ ¹³				1421				
20703	Lisu	smoke	the smoke	mu³¹khu³¹	m u ³¹ + kʰ u ³¹				68				
21127	Zhaba_Daofu_County	smoke	the smoke	khə⁵⁵li³³	kʰ ə ⁵⁵ + l i ³³				68				
21261	Darang_Taraon	smoke	the smoke	mɑ³¹khɯu⁵³	m ɑ ³¹ + kʰ ɯ u ⁵³				68				
21919	Tibetan_Xiahe	smoke	the smoke	to	t o				1421				
23974	Bokar	smoke	the smoke	mɯ |kɯː	m ɯ + k ɯː				68				
24056	Tibetan_Alike	smoke	the smoke	to	t o				1421				
24368	Yidu	smoke	the smoke	khuɯ⁵³	kʰ u ɯ ⁵³				68				
25037	Motuo_Menba	smoke	the smoke	mu gu	m u _ g u				68				
30986	Old_Chinese		the smoke	qˤin	qˤ i n			烟	1825				
31197	Old_Burmese		the smoke	khuiwḥ	k h ui w ḥ/				68				
31740	Wobzi_Khroskyabs		the smoke	mkʰə́	m kʰ ə́				68				
32005	Chepang	smoke	the smoke	hmeʔ.kuʔ	h m e ʔ + k u ʔ				68				
32260	Garo	smoke (n)	the smoke	wal•-ku-a	w a l ʔ + k u a				68				
32536	Thulung		the smoke	kwi:ku	k w iː k u		k w i: k u		68				
32837	Hakha_Chin	smoke (n.)	the smoke	meikhu	m â/a y/i + kʰ u				68				
33026	Bunan	smoke	the smoke	kʰu	kʰ u		Comment (by Widmer2014): «WT khu ba "smoking" / PTB *kəw»		68				
33312	Byangsi	smoke	the smoke	khù	kʰ ù/u				68				
33539	Rongpo	smoke	the smoke	khu	kʰ u				68				
33762	Kulung	smoke (n.)	the smoke	mikma	m i k m a		Nepali: dhūvāṃ. (Tolsma1999)		2446				
34037	Bantawa	smoke	the smoke	tuŋkʰu	t u ŋ kʰ u				68				
34610	Rangoon		the smoke	mi⁵⁵kʰo⁵⁵	m i ⁵⁵ + kʰ o ⁵⁵				68				
35631	Achang_Longchuan	smoke n	the smoke	ni³¹xau³¹	n i ³¹ + x a u ³¹				68				
35632	Atsi	smoke n	the smoke	mji²¹khau²¹	m j i ²¹ + kʰ a u ²¹				68				
35633	Bola	smoke n	the smoke	tʃhi³⁵	tʃʰ i ³⁵				1345				
35634	Lashi	smoke n	the smoke	mji³³khou⁵⁵	m j i ³³ + kʰ o u ⁵⁵				68				
35635	Maru	smoke n	the smoke	mji²¹khuk⁵⁵	m j i ²¹ + kʰ u k ⁵⁵				68				
35636	Xiandao	smoke n	the smoke	n̥i³¹xau³¹	n̥ i ³¹ + x a u ³¹				68				
35822	Bahing	smoke (n)	the smoke	kyni	k y n i				68				
36065	Lushai	smoke (n)	the smoke	meikhu	m e i kʰ u				68				
37022	Beijing		the smoke	jɐn⁵⁵	j ɐ n ⁵⁵				1825				
37023	Guangzhou		the smoke	jin⁵³₅₅	j i n ⁵⁵/⁵³				1825				
37024	Chaozhou		the smoke	huŋ³³	h u ŋ ³³		PMin *khiun A. Norman 1996:23 ‘smoke (v.)’;=熏)=熏		1826				
37025	Longgang		the smoke	jɛn³³	j ɛ n ³³				1825				
37026	Jieyang		the smoke	huŋ³³	h u ŋ ³³		PMin *khiun A. Norman 1996:23 ‘smoke (v.)’;=熏		1826				
37027	Xingning		the smoke	ʐɛn⁴⁵	ʐ ɛ n ⁴⁵				1825				
37671	Ukhrul	smoke	the smoke	mej-kʰut	m e j + kʰ u t				68				
37878	Hayu	smoke (n)	the smoke	kulu	k u l u				68				
38276	Mikir		the smoke	hi	h i		from :cite:Walker1925<br>page in :cite:Walker1925 412		10456				
38656	Rabha	smoke	the smoke	bár-kʰun-tʃi	b á/a r + kʰ u n + t ʃ i				68				
#
9506	Old_Tibetan		the snake	sbrul	s b r u l			蛇	70				
9535	Japhug		the snake	qapri	q a p r i			蛇	70				
16592	Jingpho	snake	the snake	lă³³pu̱³³	l ă ³³ + p u̠ ³³				3590				
16815	Daofu	snake	the snake	mphri	m pʰ r i				70				
16833	Tibetan_Alike	snake	the snake	rbu	r b u				70				
17890	Tibetan_Lhasa	snake	the snake	tʂy¹³	ʈʂ y ¹³				70				
17966	Motuo_Menba	snake	the snake	bu tɕhi la	b u _ tɕʰ i _ l a				3590				
18804	Daofu	snake	the snake	mtʂhi	m ʈʂʰ i				70				
19225	Dulong	snake	the snake	bɯ⁵³	b ɯ ⁵³				3590				
19517	Tibetan_Batang	snake	the snake	dʐy⁵⁵	ɖʐ y ⁵⁵				70				
19968	rGyalrong_Maerkang	snake	the snake	kha brᴇ	kʰ a _ b r ᴇ/ɛ̝				70				
21376	Zhaba_Daofu_County	snake	the snake	tʂʌ³³ (p) tʂɿ⁵⁵|	ʈʂ ʌ ³³ _ ʈʂ ɿ ⁵⁵				70				
21492	Darang_Taraon	snake	the snake	tɑ³¹bu³⁵	t ɑ ³¹ + b u ³⁵				3590				
22134	Tibetan_Xiahe	snake	the snake	ru	r u				70				
23259	Lisu	snake	the snake	fu̱³³	f u̠ ³³				3590				
23324	Bokar	snake	the snake	ta bɯ	t a + b ɯ				3590				
24590	Yidu	snake	the snake	jɑ⁵⁵bu⁵⁵	j ɑ ⁵⁵ + b u ⁵⁵				3590				
30423	Khaling		the snake	bhêj	bh ê/e j				3528				
30424	Limbu		the snake	ɔsek	ɔ s e k				3529				
30988	Old_Chinese		the snake	Cəlᴀj	C/ ə + l ɑ̟ j			蛇	1828				
31198	Old_Burmese		the snake	mruy	m r u j				70				
31742	Wobzi_Khroskyabs		the snake	bə̂rə	b ə̂ r ə				70				
32007	Chepang	snake (gen.)	the snake	ru	r u				70				
32262	Garo	snake (n)	the snake	chip-pu	ch i p p u		PBG (Joseph and Burling) cu4-pu		3590				
32537	Thulung		the snake	blo:	b l oː				70				
32839	Hakha_Chin	snake (n.)	the snake	rul	r ûu/u l				70				
33129	Bunan	snake	the snake	tebu	t e b u		Comment (by Widmer2014): «lit. "big worm"»		3590				
33313	Byangsi	snake	the snake	khabu	kʰ a b u				3590				
33540	Rongpo	big snake	the snake	na:g	n aː g	IA			1963				
33763	Kulung	snake (n.)	the snake	pu	p u		Nepali: sāṃp. (Tolsma1999)		3590				
34038	Bantawa	snake	the snake	pɨ	p ɨ				3590				
34563	Rangoon		the snake	mwe²²	m w e ²²				70				
35643	Achang_Longchuan	snake n	the snake	mʐui⁵⁵	m ʐ u i ⁵⁵				70				
35645	Atsi	snake n	the snake	la̱ŋ⁵¹mui⁵¹	l a̰ ŋ ⁵¹ + m u i ⁵¹				70				
35646	Bola	snake n	the snake	lɔ̃⁵⁵mø⁵⁵	l ɔ̃ ∼ ⁵⁵ + m ø ⁵⁵				70				
35647	Lashi	snake n	the snake	la̱ŋ³³mju³¹	l a̰ ŋ ³³ + m j u ³¹				70				
35648	Maru	snake n	the snake	lɔ̃³¹mɔi³¹	l ɔ̃ ∼ ³¹ + m ɔ i ³¹				70				
35649	Xiandao	snake n	the snake	mʐui⁵⁵	m ʐ u i ⁵⁵				70				
35823	Bahing	snake or worm ?? (n)	the snake	bysa	b y s a				3590				
36066	Lushai	snake	the snake	rûl	r û/u l				70				
