ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
15366	Nyamal	nyam1271	LIE DOWN		kupa	k u p a	k u p a	K V P V	K Y P A	LIE DOWN:6303	6303
15367	Nyangumarta	nyan1301	LIE DOWN		kaʈakara	k a ʈ a k a r a	k a t a k a r a	K V T V K V R V	K A T A K A R A	LIE DOWN:6285	6285
15368	Nyunga	nyun1247	LIE DOWN		ŋuɳt	ŋ u ɳ t	N u n t	N V N T	N Y N T	LIE DOWN:6341	6341
15369	Paakantyi	darl1243	LIE DOWN		ŋima	ŋ i m a	N i m a	N V M V	N I M A	LIE DOWN:6270	6270
15372	Panytyima	pany1241	LIE DOWN		ŋariku	ŋ a r i k u	N a r i k u	N V R V K V	N A R I K Y	LIE DOWN:6317	6317
15373	Banggarla	bang1339	LIE DOWN		ŋara	ŋ a r a	N a r a	N V R V	N A R A	LIE DOWN:6317	6317
15374	Bayungu	bayu1240	LIE DOWN		maljandima	m a l j a n d i m a	m a l y a n d i m a	M V R J V N T V M V	M A L J A N T I M A	LIE DOWN:6305	6305
15378	Pitjantjatjara	pitj1243	LIE DOWN		ŋaɹikatiɲi	ŋ a ɹ i k a t i ɲ i	N a r i k a t i H i	N V R V K V T V N V	N A R I K A T I N I	LIE DOWN:6317	6317
15379	Pitta Pitta	pitt1247	LIE DOWN		t̪umpa	t̪ u m p a	t u m p a	T V M P V	T Y M P A	LIE DOWN:6309	6309
15381	Ritarungo	rita1239	LIE DOWN		buɭar	b u ɭ a r	b u L a r	P V R V R	P Y L A R	LIE DOWN:6266	6266
15382	Dhalandji	dhal1245	LIE DOWN		kuŋguɹa	k u ŋ g u ɹ a	k u N g u r a	K V N K V R V	K Y N K Y R A	LIE DOWN:6304	6304
15383	Dhargari	dhar1247	LIE DOWN		kuɲa	k u ɲ a	k u H a	K V N V	K Y N A	LIE DOWN:6287	6287
15386	Wagaya	waga1260	LIE DOWN		ŋun	ŋ u n	N u n	N V N	N Y N	LIE DOWN:6341	6341
15393	Ngura	ngur1261	LIE DOWN		kad̪ida	k a d̪ i d a	k a d i d a	K V T V T V	K A T I T A	LIE DOWN:6285	6285
15398	Warlpiri	warl1254	LIE DOWN		ŋunami	ŋ u n a m i	N u n a m i	N V N V M V	N Y N A M I	LIE DOWN:6341	6341
15400	Wanman	wanm1242	LIE DOWN		kuɲalacu	k u ɲ a l a c u	k u H a l a T u	K V N V R V K V	K Y N A L A C Y	LIE DOWN:6287	6287
15401	Wariyangga	wari1262	LIE DOWN		kuɲaɹu	k u ɲ a ɹ u	k u H a r u	K V N V R V	K Y N A R Y	LIE DOWN:6287	6287
15402	Warumungu	waru1265	LIE DOWN		ŋunta	ŋ u n t a	N u n t a	N V N T V	N Y N T A	LIE DOWN:6341	6341
15404	Wathawurrung	wath1238	LIE DOWN		gumpala	g u m p a l a	g u m p a l a	K V M P V R V	K Y M P A L A	LIE DOWN:6331	6331
15407	Wik-Mungkan	wikm1247	LIE DOWN		uːjamaŋ	uː j a m a ŋ	u y a m a N	V J V M V N	Y J A M A N	LIE DOWN:6313	6313
15408	Wiradhuri	wira1262	LIE DOWN		wirica	w i r i c a	w i r i T a	W V R V K V	W I R I C A	LIE DOWN:6297	6297
15409	Wirangu-Nauo	wira1260	LIE DOWN		ŋaɹbiɳ	ŋ a ɹ b i ɳ	N a r b i n	N V R P V N	N A R P I N	LIE DOWN:6277	6277
15414	Yan-nhangu	yann1237	LIE DOWN		ɲælbult̪un	ɲ æ l b u l t̪ u n	H E l b u l t u n	N V R P V R T V N	N E L P Y L T Y N	LIE DOWN:1	1
15415	Yandruwandha	yand1253	LIE DOWN		jukarapand̪i	j u k a r a p a n d̪ i	y u k a r a p a n d i	J V K V R V P V N T V	J Y K A R A P A N T I	LIE DOWN:6328	6328
15418	Yawarawarga	yawa1258	LIE DOWN		maɹmindɹi	m a ɹ m i n d ɹ i	m a r m i n d r i	M V R M V N T R V	M A R M I N T R I	LIE DOWN:6307	6307
15419	Yindjibarndi	yind1247	LIE DOWN		ŋari	ŋ a r i	N a r i	N V R V	N A R I	LIE DOWN:6317	6317
15421	Yorta Yorta	yort1237	LIE DOWN		ajanda	a j a n d a	a y a n d a	V J V N T V	A J A N T A	LIE DOWN:6281	6281
15423	Yulparitja	yulp1238	LIE DOWN		kacala	k a c a l a	k a T a l a	K V K V R V	K A C A L A	LIE DOWN:6285	6285
15424	Yuwaalaraay	yuwa1242	LIE DOWN		wij	w i j	w i y	W V J	W I J	LIE DOWN:1	1
15555	Ngura	ngur1261	LIGHTNING		pit̪apit̪a	p i t̪ a p i t̪ a	p i t a p i t a	P V T V P V T V	P I T A P I T A	LIGHTNING:6342	6342
15425	Adnyamathanha	adny1235	LIGHTNING		awi_waɹi	a w i w a ɹ i	a w i w a r i	V W V W V R V	A W I W A R I	LIGHTNING:6364	6364
15426	Alyawarr	alya1239	LIGHTNING		aweljawelj	a w e l j a w e l j	a w e l y a w e l y	V W V R J V W V R J	A W E L J A W E L J	LIGHTNING:6388	6388
15427	Arabana	arab1267	LIGHTNING		pilcpa	p i l c p a	p i l T p a	P V R K P V	P I L C P A	LIGHTNING:6349	6349
15431	Yugambeh-Bandjalang	band1339	LIGHTNING		t̪unkan	t̪ u n k a n	t u n k a n	T V N K V N	T Y N K A N	LIGHTNING:6413	6413
15442	Dhangu	dhan1270	LIGHTNING		jaraɖa	j a r a ɖ a	y a r a d a	J V R V T V	J A R A T A	LIGHTNING:6361	6361
15444	Sydney	sydn1236	LIGHTNING		maŋhe_maŋhe	m a ŋ h e m a ŋ h e	m a N h e m a N h e	M V N H V M V N H V	M A N H E M A N H E	LIGHTNING:6373	6373
15449	Dhuwal	dhuw1249	LIGHTNING		majkaraɳ	m a j k a r a ɳ	m a y k a r a n	M V J K V R V N	M A J K A R A N	LIGHTNING:6359	6359
15451	Dieri	dier1241	LIGHTNING		pildɹipildɹi	p i l d ɹ i p i l d ɹ i	p i l d r i p i l d r i	P V R T R V P V R T R V	P I L T R I P I L T R I	LIGHTNING:6349	6349
15452	Dyaabugay	dyaa1242	LIGHTNING		cumbun	c u m b u n	T u m b u n	K V M P V N	C Y M P Y N	LIGHTNING:6418	6418
15453	Djambarrpuyngu	djam1256	LIGHTNING		majkaraɳ	m a j k a r a ɳ	m a y k a r a n	M V J K V R V N	M A J K A R A N	LIGHTNING:6359	6359
15455	Djinang	djin1253	LIGHTNING		milɲtcigi	m i l ɲ t c i g i	m i l H t T i g i	M V R N T K V K V	M I L N T C I K I	LIGHTNING:6348	6348
15459	Gamilaraay	gami1243	LIGHTNING		poːmoandie	p oː m o a n d i e	p o m o a n d i e	P V M V V N T V V	P U M U A N T I E	LIGHTNING:6381	6381
15465	Kumbainggar	kumb1268	LIGHTNING		maɭawgaj	m a ɭ a w g a j	m a L a w g a y	M V R V W K V J	M A L A W K A J	LIGHTNING:6422	6422
15468	Gupapuyngu	gupa1247	LIGHTNING		majkaraɳ	m a j k a r a ɳ	m a y k a r a n	M V J K V R V N	M A J K A R A N	LIGHTNING:6359	6359
15469	Gurindji	guri1247	LIGHTNING		caŋiɲina	c a ŋ i ɲ i n a	T a N i H i n a	K V N V N V N V	C A N I N I N A	LIGHTNING:6344	6344
15472	Guyani	guya1249	LIGHTNING		pildɹipildɹi	p i l d ɹ i p i l d ɹ i	p i l d r i p i l d r i	P V R T R V P V R T R V	P I L T R I P I L T R I	LIGHTNING:6349	6349
15473	Sydney	sydn1236	LIGHTNING		maŋa	m a ŋ a	m a N a	M V N V	M A N A	LIGHTNING:6373	6373
15474	Jaru	jaru1254	LIGHTNING		dcaŋinina	d c a ŋ i n i n a	d T a N i n i n a	T K V N V N V N V	T C A N I N I N A	LIGHTNING:6344	6344
15476	Djiwarli	djiw1241	LIGHTNING		waljbaɖa	w a l j b a ɖ a	w a l y b a d a	W V R J P V T V	W A L J P A T A	LIGHTNING:6415	6415
15477	Kalkutung	kalk1246	LIGHTNING		maɹapaŋka	m a ɹ a p a ŋ k a	m a r a p a N k a	M V R V P V N K V	M A R A P A N K A	LIGHTNING:6378	6378
15478	Gamilaraay	gami1243	LIGHTNING		mi	m i	m i	M V	M I	LIGHTNING:6379	6379
15479	Karadjeri	kara1476	LIGHTNING		gandciŋado	g a n d c i ŋ a d o	g a n d T i N a d o	K V N T K V N V T V	K A N T C I N A T U	LIGHTNING:6383	6383
15483	Kartujarra	kart1247	LIGHTNING		wilicu	w i l i c u	w i l i T u	W V R V K V	W I L I C Y	LIGHTNING:1	1
15485	Kaurna	kaur1267	LIGHTNING		pinːgaɹenː	p i nː g a ɹ e nː	p i n g a r e n	P V N K V R V N	P I N K A R E N	LIGHTNING:6345	6345
15489	Kukatja	kuka1246	LIGHTNING		winba	w i n b a	w i n b a	W V N P V	W I N P A	LIGHTNING:6426	6426
15490	Kuku-Yalanji	kuku1273	LIGHTNING		balbaj	b a l b a j	b a l b a y	P V R P V J	P A L P A J	LIGHTNING:6417	6417
15494	Gurdjar	gurd1238	LIGHTNING		caːlk	c aː l k	T a l k	K V R K	C A L K	LIGHTNING:6433	6433
15495	Gurdjar	gurd1238	LIGHTNING		jeːɹk	j eː ɹ k	y e r k	J V R K	J E R K	LIGHTNING:6433	6433
15496	Kuuku-Ya'u	kuuk1238	LIGHTNING		tajwajlin	t a j w a j l i n	t a y w a y l i n	T V J W V J R V N	T A J W A J L I N	LIGHTNING:6411	6411
15498	Kala Lagaw Ya	kala1377	LIGHTNING		ponipani	p o n i p a n i	p o n i p a n i	P V N V P V N V	P U N I P A N I	LIGHTNING:6360	6360
15502	Margany	marg1253	LIGHTNING		maniɲ	m a n i ɲ	m a n i H	M V N V N	M A N I N	LIGHTNING:6353	6353
15516	Mudburra	mudb1240	LIGHTNING		caŋiɲina	c a ŋ i ɲ i n a	T a N i H i n a	K V N V N V N V	C A N I N I N A	LIGHTNING:6344	6344
15518	Muruwari	muru1266	LIGHTNING		waŋinc	w a ŋ i n c	w a N i n T	W V N V N K	W A N I N C	LIGHTNING:6384	6384
15521	Ngaanyatjarra	ngaa1240	LIGHTNING		wanaŋaɹa	w a n a ŋ a ɹ a	w a n a N a r a	W V N V N V R V	W A N A N A R A	LIGHTNING:6351	6351
15523	Ngamini	ngam1284	LIGHTNING		paɭukuɹa	p a ɭ u k u ɹ a	p a L u k u r a	P V R V K V R V	P A L Y K Y R A	LIGHTNING:6343	6343
15526	Ngarinman	ngar1235	LIGHTNING		caŋiɲina	c a ŋ i ɲ i n a	T a N i H i n a	K V N V N V N V	C A N I N I N A	LIGHTNING:6344	6344
15528	Ngarluma	ngar1287	LIGHTNING		waɭibiɖi	w a ɭ i b i ɖ i	w a L i b i d i	W V R V P V T V	W A L I P I T I	LIGHTNING:6415	6415
15529	Narrinyeri	narr1259	LIGHTNING		nalɹumi	n a l ɹ u m i	n a l r u m i	N V R R V M V	N A L R Y M I	LIGHTNING:6368	6368
15533	Northern Coastal Nyangumarta	nort2754	LIGHTNING		pilaʈ_karamanara	p i l a ʈ k a r a m a n a r a	p i l a t k a r a m a n a r a	P V R V T K V R V M V N V R V	P I L A T K A R A M A N A R A	LIGHTNING:6404	6404
15534	Nyamal	nyam1271	LIGHTNING		wilucuɹa	w i l u c u ɹ a	w i l u T u r a	W V R V K V R V	W I L Y C Y R A	LIGHTNING:1	1
15535	Nyangumarta	nyan1301	LIGHTNING		marcimarci	m a r c i m a r c i	m a r T i m a r T i	M V R K V M V R K V	M A R C I M A R C I	LIGHTNING:6372	6372
15536	Nyunga	nyun1247	LIGHTNING		kaija_baɹ	k a i j a b a ɹ	k a i y a b a r	K V V J V P V R	K A I J A P A R	LIGHTNING:6358	6358
15537	Paakantyi	darl1243	LIGHTNING		bindi	b i n d i	b i n d i	P V N T V	P I N T I	LIGHTNING:6350	6350
15540	Panytyima	pany1241	LIGHTNING		pimparampara	p i m p a r a m p a r a	p i m p a r a m p a r a	P V M P V R V M P V R V	P I M P A R A M P A R A	LIGHTNING:6431	6431
15541	Banggarla	bang1339	LIGHTNING		paicaʈa	p a i c a ʈ a	p a i T a t a	P V V K V T V	P A I C A T A	LIGHTNING:6424	6424
15542	Bayungu	bayu1240	LIGHTNING		waljbaɖa	w a l j b a ɖ a	w a l y b a d a	W V R J P V T V	W A L J P A T A	LIGHTNING:6415	6415
15543	Pitjantjatjara	pitj1243	LIGHTNING		wiːnpa	w iː n p a	w i n p a	W V N P V	W I N P A	LIGHTNING:6426	6426
15544	Pitta Pitta	pitt1247	LIGHTNING		piɭpa	p i ɭ p a	p i L p a	P V R P V	P I L P A	LIGHTNING:6394	6394
15545	Ritarungo	rita1239	LIGHTNING		banajamaʔ	b a n a j a m a ʔ	b a n a y a m a 7	P V N V J V M V H	P A N A J A M A H	LIGHTNING:6356	6356
15546	Dhalandji	dhal1245	LIGHTNING		waljbaɖa	w a l j b a ɖ a	w a l y b a d a	W V R J P V T V	W A L J P A T A	LIGHTNING:6415	6415
15547	Dhargari	dhar1247	LIGHTNING		waɳabaɳa	w a ɳ a b a ɳ a	w a n a b a n a	W V N V P V N V	W A N A P A N A	LIGHTNING:6396	6396
15549	Wagaya	waga1260	LIGHTNING		ipuljapilji	i p u l j a p i l j i	i p u l y a p i l y i	V P V R J V P V R J V	I P Y L J A P I L J I	LIGHTNING:6398	6398
15560	Warlpiri	warl1254	LIGHTNING		manːgiri	m a nː g i r i	m a n g i r i	M V N K V R V	M A N K I R I	LIGHTNING:6347	6347
15562	Wanman	wanm1242	LIGHTNING		kaljuparmala	k a l j u p a r m a l a	k a l y u p a r m a l a	K V R J V P V R M V R V	K A L J Y P A R M A L A	LIGHTNING:6355	6355
15563	Warumungu	waru1265	LIGHTNING		luŋkːu	l u ŋ kː u	l u N k u	R V N K V	L Y N K Y	LIGHTNING:6363	6363
15565	Wathawurrung	wath1238	LIGHTNING		muriɲuk	m u r i ɲ u k	m u r i H u k	M V R V N V K	M Y R I N Y K	LIGHTNING:6423	6423
15567	Wik-Mungkan	wikm1247	LIGHTNING		ŋaːj	ŋ aː j	N a y	N V J	N A J	LIGHTNING:6392	6392
15568	Wiradhuri	wira1262	LIGHTNING		mici	m i c i	m i T i	M V K V	M I C I	LIGHTNING:6380	6380
15569	Wirangu-Nauo	wira1260	LIGHTNING		kupuʈu	k u p u ʈ u	k u p u t u	K V P V T V	K Y P Y T Y	LIGHTNING:6369	6369
15575	Yan-nhangu	yann1237	LIGHTNING		milŋˀt̪un	m i l ŋ ˀt̪ u n	m i l N t u n	M V R N T V N	M I L N T Y N	LIGHTNING:6348	6348
15576	Yandruwandha	yand1253	LIGHTNING		kuɳi	k u ɳ i	k u n i	K V N V	K Y N I	LIGHTNING:6346	6346
15577	Yandruwandha	yand1253	LIGHTNING		parikaɹa	p a r i k a ɹ a	p a r i k a r a	P V R V K V R V	P A R I K A R A	LIGHTNING:6346	6346
15580	Yawarawarga	yawa1258	LIGHTNING		pildɹipildɹi	p i l d ɹ i p i l d ɹ i	p i l d r i p i l d r i	P V R T R V P V R T R V	P I L T R I P I L T R I	LIGHTNING:6349	6349
15582	Yindjibarndi	yind1247	LIGHTNING		waɭiwiɖi	w a ɭ i w i ɖ i	w a L i w i d i	W V R V W V T V	W A L I W I T I	LIGHTNING:6415	6415
15585	Yorta Yorta	yort1237	LIGHTNING		dcirŋawa	d c i r ŋ a w a	d T i r N a w a	T K V R N V W V	T C I R N A W A	LIGHTNING:6386	6386
15587	Yulparitja	yulp1238	LIGHTNING		kuntu	k u n t u	k u n t u	K V N T V	K Y N T Y	LIGHTNING:6346	6346
15588	Yuwaalaraay	yuwa1242	LIGHTNING		doːŋaiɹah	d oː ŋ a i ɹ a h	d o N a i r a h	T V N V V R V H	T U N A I R A H	LIGHTNING:6395	6395
15741	Adnyamathanha	adny1235	LIVER		jaŋka	j a ŋ k a	y a N k a	J V N K V	J A N K A	LIVER:6499	6499
15743	Alyawarr	alya1239	LIVER		alem	a l e m	a l e m	V R V M	A L E M	LIVER:6496	6496
15745	Arabana	arab1267	LIVER		kadl̪u	k a d l̪ u	k a d l u	K V T R V	K A T L Y	LIVER:6504	6504
15748	Yugambeh-Bandjalang	band1339	LIVER		jilnzan_alː	j i l n z a n a lː	y i l n z a n a l	J V R N S V N V R	J I L N S A N A L	LIVER:6527	6527
15749	Yugambeh-Bandjalang	band1339	LIVER		gandehgil_c	g a n d e h g i l c	g a n d e h g i l T	K V N T V H K V R K	K A N T E H K I L C	LIVER:6527	6527
15756	Dhangu	dhan1270	LIVER		biɖila	b i ɖ i l a	b i d i l a	P V T V R V	P I T I L A	LIVER:6494	6494
15758	Sydney	sydn1236	LIVER		naga	n a g a	n a g a	N V K V	N A K A	LIVER:6511	6511
15760	Dhuwal	dhuw1249	LIVER		ŋalt̪iɹi	ŋ a l t̪ i ɹ i	N a l t i r i	N V R T V R V	N A L T I R I	LIVER:6493	6493
15762	Dieri	dier1241	LIVER		kal̪u	k a l̪ u	k a l u	K V R V	K A L Y	LIVER:6504	6504
15763	Dyaabugay	dyaa1242	LIVER		galmbaɹa	g a l m b a ɹ a	g a l m b a r a	K V R M P V R V	K A L M P A R A	LIVER:6528	6528
15764	Djambarrpuyngu	djam1256	LIVER		ŋalt̪iɹi	ŋ a l t̪ i ɹ i	N a l t i r i	N V R T V R V	N A L T I R I	LIVER:6493	6493
15766	Djinang	djin1253	LIVER		miɖimiɖi	m i ɖ i m i ɖ i	m i d i m i d i	M V T V M V T V	M I T I M I T I	LIVER:6497	6497
15769	Gamilaraay	gami1243	LIVER		gana	g a n a	g a n a	K V N V	K A N A	LIVER:6515	6515
15775	Kumbainggar	kumb1268	LIVER		ganaːŋgir	g a n aː ŋ g i r	g a n a N g i r	K V N V N K V R	K A N A N K I R	LIVER:6515	6515
15778	Gupapuyngu	gupa1247	LIVER		ŋalt̪iɹi	ŋ a l t̪ i ɹ i	N a l t i r i	N V R T V R V	N A L T I R I	LIVER:6493	6493
15779	Gurindji	guri1247	LIVER		maɭumpa	m a ɭ u m p a	m a L u m p a	M V R V M P V	M A L Y M P A	LIVER:6496	6496
15781	Guyani	guya1249	LIVER		ŋalti	ŋ a l t i	N a l t i	N V R T V	N A L T I	LIVER:6541	6541
15782	Sydney	sydn1236	LIVER		ŋaga	ŋ a g a	N a g a	N V K V	N A K A	LIVER:6511	6511
15783	Jaru	jaru1254	LIVER		goːdolo	g oː d o l o	g o d o l o	K V T V R V	K U T U L U	LIVER:6508	6508
15785	Djiwarli	djiw1241	LIVER		maɹuri	m a ɹ u r i	m a r u r i	M V R V R V	M A R Y R I	LIVER:6539	6539
15788	Kalkutung	kalk1246	LIVER		utun̪t̪u	u t u n̪ t̪ u	u t u n t u	V T V N T V	Y T Y N T Y	LIVER:6518	6518
15789	Gamilaraay	gami1243	LIVER		kunːa	k u nː a	k u n a	K V N V	K Y N A	LIVER:6515	6515
15790	Karadjeri	kara1476	LIVER		wanba	w a n b a	w a n b a	W V N P V	W A N P A	LIVER:6503	6503
15793	Kartujarra	kart1247	LIVER		miɭiki	m i ɭ i k i	m i L i k i	M V R V K V	M I L I K I	LIVER:6535	6535
15795	Kaurna	kaur1267	LIVER		taŋka	t a ŋ k a	t a N k a	T V N K V	T A N K A	LIVER:6499	6499
15800	Kukatja	kuka1246	LIVER		miɭiki	m i ɭ i k i	m i L i k i	M V R V K V	M I L I K I	LIVER:6535	6535
15801	Kuku-Yalanji	kuku1273	LIVER		ciba	c i b a	T i b a	K V P V	C I P A	LIVER:6498	6498
15805	Gurdjar	gurd1238	LIVER		jiːβ	j iː β	y i b	J V P	J I B	LIVER:6498	6498
15806	Kuuku-Ya'u	kuuk1238	LIVER		t̪iʔa	t̪ i ʔ a	t i 7 a	T V H V	T I H A	LIVER:6498	6498
15808	Kala Lagaw Ya	kala1377	LIVER		sib	s i b	s i b	S V P	S I P	LIVER:6498	6498
15814	Margany	marg1253	LIVER		d̪iba	d̪ i b a	d i b a	T V P V	T I P A	LIVER:6498	6498
15815	Martu Wangka	mart1256	LIVER		jalu	j a l u	y a l u	J V R V	J A L Y	LIVER:6540	6540
15824	Mudburra	mudb1240	LIVER		cabarka	c a b a r k a	T a b a r k a	K V P V R K V	C A P A R K A	LIVER:6506	6506
15826	Muruwari	muru1266	LIVER		kaɳa	k a ɳ a	k a n a	K V N V	K A N A	LIVER:6515	6515
15829	Ngaanyatjarra	ngaa1240	LIVER		jalu	j a l u	y a l u	J V R V	J A L Y	LIVER:6540	6540
15832	Lower Riverland	lowe1402	LIVER		ŋaldkuɹ	ŋ a l d k u ɹ	N a l d k u r	N V R T K V R	N A L T K Y R	LIVER:6541	6541
15833	Ngamini	ngam1284	LIVER		kalu	k a l u	k a l u	K V R V	K A L Y	LIVER:6504	6504
15836	Ngarinman	ngar1235	LIVER		cijab	c i j a b	T i y a b	K V J V P	C I J A P	LIVER:6505	6505
15838	Ngarluma	ngar1287	LIVER		ŋamari	ŋ a m a r i	N a m a r i	N V M V R V	N A M A R I	LIVER:6538	6538
15839	Narrinyeri	narr1259	LIVER		kalckuɹ	k a l c k u ɹ	k a l T k u r	K V R K K V R	K A L C K Y R	LIVER:6509	6509
15847	Northern Coastal Nyangumarta	nort2754	LIVER		wanpa	w a n p a	w a n p a	W V N P V	W A N P A	LIVER:6503	6503
15848	Nyamal	nyam1271	LIVER		ŋalkaɹi	ŋ a l k a ɹ i	N a l k a r i	N V R K V R V	N A L K A R I	LIVER:6514	6514
15849	Nyangumarta	nyan1301	LIVER		ɹaljuɹalju	ɹ a l j u ɹ a l j u	r a l y u r a l y u	R V R J V R V R J V	R A L J Y R A L J Y	LIVER:6524	6524
15850	Nyunga	nyun1247	LIVER		mjeɹ	m j e ɹ	m y e r	M J V R	M J E R	LIVER:6493	6493
15851	Paakantyi	darl1243	LIVER		ɖaŋgunca	ɖ a ŋ g u n c a	d a N g u n T a	T V N K V N K V	T A N K Y N C A	LIVER:6499	6499
15855	Panytyima	pany1241	LIVER		ŋamari	ŋ a m a r i	N a m a r i	N V M V R V	N A M A R I	LIVER:6538	6538
15856	Banggarla	bang1339	LIVER		ŋalːi	ŋ a lː i	N a l i	N V R V	N A L I	LIVER:6541	6541
15857	Bayungu	bayu1240	LIVER		pilguɹa	p i l g u ɹ a	p i l g u r a	P V R K V R V	P I L K Y R A	LIVER:6521	6521
15860	Pitjantjatjara	pitj1243	LIVER		alu	a l u	a l u	V R V	A L Y	LIVER:6540	6540
15861	Pitta Pitta	pitt1247	LIVER		kalu	k a l u	k a l u	K V R V	K A L Y	LIVER:6504	6504
15863	Ritarungo	rita1239	LIVER		ŋalt̪ir	ŋ a l t̪ i r	N a l t i r	N V R T V R	N A L T I R	LIVER:6493	6493
15864	Dhalandji	dhal1245	LIVER		pit̪aɳ	p i t̪ a ɳ	p i t a n	P V T V N	P I T A N	LIVER:6522	6522
15865	Dhargari	dhar1247	LIVER		maɹuri	m a ɹ u r i	m a r u r i	M V R V R V	M A R Y R I	LIVER:6539	6539
15868	Wagaya	waga1260	LIVER		milempa	m i l e m p a	m i l e m p a	M V R V M P V	M I L E M P A	LIVER:6496	6496
15874	Ngura	ngur1261	LIVER		maljumani	m a l j u m a n i	m a l y u m a n i	M V R J V M V N V	M A L J Y M A N I	LIVER:6519	6519
15879	Warlpiri	warl1254	LIVER		jilima	j i l i m a	y i l i m a	J V R V M V	J I L I M A	LIVER:6501	6501
15881	Wanman	wanm1242	LIVER		wanpa	w a n p a	w a n p a	W V N P V	W A N P A	LIVER:6503	6503
15882	Wariyangga	wari1262	LIVER		maɹuri	m a ɹ u r i	m a r u r i	M V R V R V	M A R Y R I	LIVER:6539	6539
15883	Warumungu	waru1265	LIVER		malimpari	m a l i m p a r i	m a l i m p a r i	M V R V M P V R V	M A L I M P A R I	LIVER:6496	6496
15885	Wathawurrung	wath1238	LIVER		butc	b u t c	b u t T	P V T K	P Y T C	LIVER:6502	6502
15887	Wik-Mungkan	wikm1247	LIVER		waːn̪	w aː n̪	w a n	W V N	W A N	LIVER:6503	6503
15888	Wiradhuri	wira1262	LIVER		goːɹaloːŋ	g oː ɹ a l oː ŋ	g o r a l o N	K V R V R V N	K U R A L U N	LIVER:6516	6516
15889	Wirangu-Nauo	wira1260	LIVER		gamaɳdi	g a m a ɳ d i	g a m a n d i	K V M V N T V	K A M A N T I	LIVER:6507	6507
15895	Yan-nhangu	yann1237	LIVER		ŋalt̪iɹi	ŋ a l t̪ i ɹ i	N a l t i r i	N V R T V R V	N A L T I R I	LIVER:6493	6493
15896	Yandruwandha	yand1253	LIVER		kalu	k a l u	k a l u	K V R V	K A L Y	LIVER:6504	6504
15897	Yandruwandha	yand1253	LIVER		ŋaɹaŋaɹa	ŋ a ɹ a ŋ a ɹ a	N a r a N a r a	N V R V N V R V	N A R A N A R A	LIVER:6504	6504
15899	Yawarawarga	yawa1258	LIVER		kadlu	k a d l u	k a d l u	K V T R V	K A T L Y	LIVER:6504	6504
15901	Yindjibarndi	yind1247	LIVER		ŋamari	ŋ a m a r i	N a m a r i	N V M V R V	N A M A R I	LIVER:6538	6538
15903	Yorta Yorta	yort1237	LIVER		bort̪a	b o r t̪ a	b o r t a	P V R T V	P U R T A	LIVER:6513	6513
15905	Yulparitja	yulp1238	LIVER		jaɭu	j a ɭ u	y a L u	J V R V	J A L Y	LIVER:6540	6540
15906	Yuwaalaraay	yuwa1242	LIVER		gana	g a n a	g a n a	K V N V	K A N A	LIVER:6515	6515
15907	Adnyamathanha	adny1235	LONG		idniwaca	i d n i w a c a	i d n i w a T a	V T N V W V K V	I T N I W A C A	LONG:6564	6564
15909	Alyawarr	alya1239	LONG		aɭpenc	a ɭ p e n c	a L p e n T	V R P V N K	A L P E N C	LONG:6590	6590
15911	Arabana	arab1267	LONG		paɹantcal̪i	p a ɹ a n t c a l̪ i	p a r a n t T a l i	P V R V N T K V R V	P A R A N T C A L I	LONG:6589	6589
15915	Yugambeh-Bandjalang	band1339	LONG		guɹahɹ	g u ɹ a h ɹ	g u r a h r	K V R V H R	K Y R A H R	LONG:6554	6554
15925	Dhangu	dhan1270	LONG		wikara	w i k a r a	w i k a r a	W V K V R V	W I K A R A	LONG:6560	6560
15927	Sydney	sydn1236	LONG		kuɹaɹe	k u ɹ a ɹ e	k u r a r e	K V R V R V	K Y R A R E	LONG:6554	6554
15932	Dhuwal	dhuw1249	LONG		wejin	w e j i n	w e y i n	W V J V N	W E J I N	LONG:6559	6559
15934	Dieri	dier1241	LONG		pajidi	p a j i d i	p a y i d i	P V J V T V	P A J I T I	LONG:6575	6575
15935	Dyaabugay	dyaa1242	LONG		galgaj	g a l g a j	g a l g a y	K V R K V J	K A L K A J	LONG:6606	6606
15936	Djambarrpuyngu	djam1256	LONG		wejin	w e j i n	w e y i n	W V J V N	W E J I N	LONG:6559	6559
15938	Djinang	djin1253	LONG		giɭiwiɭiŋi	g i ɭ i w i ɭ i ŋ i	g i L i w i L i N i	K V R V W V R V N V	K I L I W I L I N I	LONG:6585	6585
15942	Gamilaraay	gami1243	LONG		gaɹaːr	g a ɹ aː r	g a r a r	K V R V R	K A R A R	LONG:6554	6554
15948	Kumbainggar	kumb1268	LONG		juruːn	j u r uː n	y u r u n	J V R V N	J Y R Y N	LONG:6603	6603
15952	Gupapuyngu	gupa1247	LONG		lambiri	l a m b i r i	l a m b i r i	R V M P V R V	L A M P I R I	LONG:6563	6563
15953	Gurindji	guri1247	LONG		cuwal	c u w a l	T u w a l	K V W V R	C Y W A L	LONG:6545	6545
15955	Guyani	guya1249	LONG		wauaɹi	w a u a ɹ i	w a u a r i	W V V V R V	W A Y A R I	LONG:6567	6567
15956	Sydney	sydn1236	LONG		guɹi	g u ɹ i	g u r i	K V R V	K Y R I	LONG:1	1
