ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
6939	PORTUGUESE	por	road		ɨʃˈtɾadɐ	ɨ ʃ ˈt ɾ a d ɐ	I S t r a d a	V S T R V T V	I S T R A T E	road:P	1324
6940	SPANISH	spa	road		kamino	k a m i n o	k a m i n o	K V M V N V	K A M I N U	road:H	1317
6941	FRENCH	fra	road		ʃəmɛ̃	ʃ ə m ɛ̃	S I m E	S V M V	S E M E	road:H	1317
6942	ITALIAN	ita	road		strada	s t r a d a	s t r a d a	S T R V T V	S T R A T A	road:P	1324
6943	OLD_IRISH	sga	road		sʹe:d	sʹ e: d	s e d	S V T	S E T	road:I	1318
6944	OLD_IRISH	sga	road		bo:θər	b o: θ ə r	b o 8 I r	P V T V R	P U D E R	road:O	1323
831	ANCIENT_GREEK	grc	root		rízda	r í z d a	r i z d a	R V S T V	R I S T A	root:B	1330
832	GREEK	ell	root		riza	r i z a	r i z a	R V S V	R I S A	root:B	1330
836	OSSETIC_IRON	oss	root		widag	w i d a g	w i d a g	W V T V K	W I T A K	root:H	1334
837	OSSETIC_DIGOR	oss	root		wedagɐ	w e d a g ɐ	w e d a g a	W V T V K V	W E T A K E	root:H	1334
838	ORIYA	ori	root		muɭ	m u ɭ	m u L	M V R	M Y L	root:E	1332
839	BIHARI	mai	root		jəir	j əi r	y I r	J V R	J E R	root:G	1333
840	URDU	urd	root		ʤəɽ	ʤ ə ɽ	j I r	K V R	C E R	root:G	1333
841	MARATHI	mar	root		mu:ɭ	m u: ɭ	m u L	M V R	M Y L	root:E	1332
842	OLD_CHURCH_SLAVONIC	chu	root		kɔrɛnɪ̆	k ɔ r ɛ n ɪ̆	k o r E n i	K V R V N V	K U R E N I	root:D	1331
843	SERBO-CROATIAN	srp	root		ˈkɔ̂rjɛːn	ˈk ɔ̂ r j ɛː n	k o r y E n	K V R J V N	K U R J E N	root:D	1331
844	BULGARIAN	bul	root		ˈkɔrɘn	ˈk ɔ r ɘ n	k o r I n	K V R V N	K U R E N	root:D	1331
845	MACEDONIAN	mkd	root		ˈkorɛn	ˈk o r ɛ n	k o r E n	K V R V N	K U R E N	root:D	1331
846	RUSSIAN	rus	root		kɔrʲɛnʲ	k ɔ rʲ ɛ nʲ	k o r E n	K V R V N	K U R E N	root:D	1331
847	POLISH	pol	root		ˈkɔʐɛɲ	ˈk ɔ ʐ ɛ ɲ	k o Z E H	K V S V N	K U S E N	root:D	1331
848	BELARUSIAN	bel	root		ˈkɔranʲ	ˈk ɔ r a nʲ	k o r a n	K V R V N	K U R A N	root:D	1331
849	UKRAINIAN	ukr	root		ˈkɔrʲinʲ	ˈk ɔ rʲ i nʲ	k o r i n	K V R V N	K U R I N	root:D	1331
850	SLOVAK	slk	root		ˈkɔrɛɲ	ˈk ɔ r ɛ ɲ	k o r E H	K V R V N	K U R E N	root:D	1331
851	CZECH	ces	root		ˈkɔr̝ɛn	ˈk ɔ r̝ ɛ n	k o r E n	K V R V N	K U R E N	root:D	1331
852	SORBIAN_UPPER	hsb	root		ˈkɔʀen	ˈk ɔ ʀ e n	k o r e n	K V R V N	K U R E N	root:D	1331
853	SORBIAN_LOWER	dsb	root		ˈkɘ̟reɲ	ˈk ɘ̟ r e ɲ	k I r e H	K V R V N	K E R E N	root:D	1331
854	SLOVENIAN	slv	root		kɔˈrêːn	k ɔ ˈr êː n	k o r e n	K V R V N	K U R E N	root:D	1331
855	OLD_NORSE	non	root		roːt	r oː t	r o t	R V T	R U T	root:B	1330
856	ICELANDIC	isl	root		rouːt	r ouː t	r o t	R V T	R U T	root:B	1330
857	FAROESE	fao	root		ɹɔuːt	ɹ ɔuː t	r o t	R V T	R U T	root:B	1330
858	NORWEGIAN_RIKSMAL	nor	root		ɾuːt	ɾ uː t	r u t	R V T	R Y T	root:B	1330
859	STAVANGERSK		root		ʁuːd	ʁ uː d	G u d	R V T	R Y T	root:B	1330
860	OLD_SWEDISH		root		roːt	r oː t	r o t	R V T	R U T	root:B	1330
861	SWEDISH	swe	root		ru:t	r u: t	r u t	R V T	R Y T	root:B	1330
862	ELFDALIAN	qov	root		rʉːət	r ʉːə t	r I t	R V T	R Y T	root:B	1330
863	DANISH	dan	root		ʁoˀð	ʁ oˀ ð	G o 8	R V T	R U D	root:B	1330
864	DANISH_FJOLDE		root		ɹuoj	ɹ uo j	r u y	R V J	R Y J	root:B	1330
865	GUTNISH_LAU		root		rout	r ou t	r o t	R V T	R U T	root:B	1330
866	ENGLISH	eng	root		ru:t	r u: t	r u t	R V T	R Y T	root:B	1330
868	DUTCH	nld	root		wɔrtəl	w ɔ r t ə l	w o r t I l	W V R T V R	W U R T E L	root:B	1330
869	GERMAN	deu	root		vʊt͜sl̩	v ʊ t͜s l̩	v u j l	W V K R	B Y C L	root:B	1330
870	LATIN	lat	root		ˈraːdiks	ˈr aː d i k s	r a d i k s	R V T V K S	R A T I K S	root:B	1330
871	CATALAN	cat	root		ərɛl	ə r ɛ l	I r E l	V R V R	E R E L	root:B	1330
872	PORTUGUESE	por	root		ɾɐˈiʃ	ɾ ɐ ˈi ʃ	r a i S	R V V S	R E I S	root:B	1330
873	SPANISH	spa	root		raiθ	r ai θ	r a 8	R V T	R A D	root:B	1330
874	FRENCH	fra	root		ʀasin	ʀ a s i n	r a s i n	R V S V N	R A S I N	root:B	1330
875	ITALIAN	ita	root		raditʃe	r a d i t ʃ e	r a d i t S e	R V T V T S V	R A T I T S E	root:B	1330
876	OLD_IRISH	sga	root		ɸʹrʹe:n	ɸʹ rʹ e: n	f r e n	P R V N	B R E N	root:B	1330
10795	ANCIENT_GREEK	grc	rope		dezmós	d e z m ó s	d e z m o s	T V S M V S	T E S M U S	rope:S	1349
10796	ANCIENT_GREEK	grc	rope		kálɔːs	k á l ɔː s	k a l o s	K V R V S	K A L U S	rope:R	1348
10797	ANCIENT_GREEK	grc	rope		péì̯sma	p é ì̯ s m a	p e i s m a	P V V S M V	P E I S M A	rope:W	1353
10798	GREEK	ell	rope		sçiˈni	s ç i ˈn i	s S i n i	S S V N V	S S I N I	rope:L	1344
10803	OSSETIC_IRON	oss	rope		bɐttɐn	b ɐ tt ɐ n	b a t a n	P V T V N	P E T E N	rope:W	1353
10804	OSSETIC_DIGOR	oss	rope		bɐttɐn	b ɐ tt ɐ n	b a t a n	P V T V N	P E T E N	rope:W	1353
10806	ORIYA	ori	rope		ɖorɔ	ɖ o r ɔ	d o r o	T V R V	T U R U	rope:F	1339
10807	BIHARI	mai	rope		rəssa	r ə ss a	r I s a	R V S V	R E S A	rope:T	1350
10810	URDU	urd	rope		ɾəsːə	ɾ ə sː ə	r I s I	R V S V	R E S E	rope:T	1350
10811	MARATHI	mar	rope		doɾ	d o ɾ	d o r	T V R	T U R	rope:F	1339
10812	OLD_CHURCH_SLAVONIC	chu	rope		vrɪ̆vɪ̆	v r ɪ̆ v ɪ̆	v r i v i	W R V W V	B R I B I	rope:I	1341
10813	SERBO-CROATIAN	srp	rope		ˈkɔ̌nɔpats	ˈk ɔ̌ n ɔ p a t s	k o n o p a t s	K V N V P V T S	K U N U P A T S	rope:E	1338
10814	BULGARIAN	bul	rope		vəˈʒɛ	v ə ˈʒ ɛ	v I Z E	W V S V	B E S E	rope:M	1345
10815	MACEDONIAN	mkd	rope		ˈjaʒɛ	ˈj a ʒ ɛ	y a Z E	J V S V	J A S E	rope:M	1345
10816	RUSSIAN	rus	rope		vʲirʲɔvka	vʲ i rʲ ɔ v k a	v i r o v k a	W V R V W K V	B I R U B K A	rope:I	1341
10817	POLISH	pol	rope		ʂnur	ʂ n u r	S n u r	S N V R	S N Y R	rope:U	1351
10818	POLISH	pol	rope		ˈlina	ˈl i n a	l i n a	R V N V	L I N A	rope:V	1352
10819	BELARUSIAN	bel	rope		vʲaˈrɔwka	vʲ a ˈr ɔ w k a	v a r o w k a	W V R V W K V	B A R U W K A	rope:I	1341
10820	UKRAINIAN	ukr	rope		ˈmɔtuz	ˈm ɔ t u z	m o t u z	M V T V S	M U T Y S	rope:J	1342
10821	SLOVAK	slk	rope		ˈpɔvraz	ˈp ɔ v r a z	p o v r a z	P V W R V S	P U B R A S	rope:Ak	1336
10822	CZECH	ces	rope		ˈprɔvaz	ˈp r ɔ v a z	p r o v a z	P R V W V S	P R U B A S	rope:M	1345
10823	SORBIAN_UPPER	hsb	rope		ˈpojaz	ˈp o j a z	p o y a z	P V J V S	P U J A S	rope:M	1345
10824	SORBIAN_LOWER	dsb	rope		ˈpowrʲɔz	ˈp o w rʲ ɔ z	p o w r o z	P V W R V S	P U W R U S	rope:Ak	1336
10825	SLOVENIAN	slv	rope		və̂ːrw	v ə̂ː r w	v I r w	W V R W	B E R W	rope:I	1341
10826	OLD_NORSE	non	rope		tauɡ	t au ɡ	t a g	T V K	T A K	rope:B	1337
10827	OLD_NORSE	non	rope		rɛip	r ɛi p	r E p	R V P	R E P	rope:K	1343
10828	OLD_NORSE	non	rope		strenɣr	s t r e n ɣ r	s t r e n x r	S T R V N K R	S T R E N G R	rope:Z	1355
10829	OLD_NORSE	non	rope		ˈsiːma	ˈs iː m a	s i m a	S V M V	S I M A	rope:X	1354
10830	ICELANDIC	isl	rope		ˈstrɛŋɡ̊ʏr	ˈs t r ɛ ŋ ɡ̊ ʏ r	s t r E N g i r	S T R V N K V R	S T R E N K Y R	rope:Z	1355
10831	ICELANDIC	isl	rope		tʰøɪːɣ	tʰ øɪː ɣ	t e x	T V K	T U G	rope:B	1337
10832	ICELANDIC	isl	rope		ˈreiːpʰɪ	ˈr eiː pʰ ɪ	r e p i	R V P V	R E P I	rope:K	1343
10833	FAROESE	fao	rope		ɹaiːp	ɹ aiː p	r a p	R V P	R A P	rope:K	1343
10834	FAROESE	fao	rope		tʰo:	tʰ o:	t o	T V	T U	rope:B	1337
10835	NORWEGIAN_RIKSMAL	nor	rope		tœʏ	t œʏ	t E	T V	T U	rope:B	1337
10836	NORWEGIAN_RIKSMAL	nor	rope		ɾeːp	ɾ eː p	r e p	R V P	R E P	rope:K	1343
10837	NORWEGIAN_RIKSMAL	nor	rope		ˈlìːnə	ˈl ìː n ə	l i n I	R V N V	L I N E	rope:V	1352
10838	STAVANGERSK		rope		ʁɛɪb	ʁ ɛɪ b	G E b	R V P	R E P	rope:K	1343
10839	STAVANGERSK		rope		təʉ	t əʉ	t I	T V	T E	rope:B	1337
10840	OLD_SWEDISH		rope		tuːɣ	t uː ɣ	t u x	T V K	T Y G	rope:B	1337
10841	OLD_SWEDISH		rope		reːp	r eː p	r e p	R V P	R E P	rope:K	1343
10842	OLD_SWEDISH		rope		ˈsiːmi	ˈs iː m i	s i m i	S V M V	S I M I	rope:X	1354
10843	SWEDISH	swe	rope		re:p	r e: p	r e p	R V P	R E P	rope:K	1343
10844	SWEDISH	swe	rope		toːɡ	t oː ɡ	t o g	T V K	T U K	rope:B	1337
10845	SWEDISH	swe	rope		ˈlì:na	ˈl ì: n a	l i n a	R V N V	L I N A	rope:V	1352
10846	ELFDALIAN	qov	rope		rɪɛp	r ɪɛ p	r i p	R V P	R I P	rope:K	1343
10847	DANISH	dan	rope		ʁɛˀb̥	ʁ ɛˀ b̥	G E b	R V P	R E P	rope:K	1343
10848	DANISH	dan	rope		tɒw	t ɒ w	t o w	T V W	T O W	rope:B	1337
10849	DANISH_FJOLDE		rope		tœw	t œ w	t E w	T V W	T U W	rope:B	1337
10850	DANISH_FJOLDE		rope		ɹieb	ɹ ie b	r i b	R V P	R I P	rope:K	1343
10851	GUTNISH_LAU		rope		raɪp	r aɪ p	r a p	R V P	R A P	rope:K	1343
10852	GUTNISH_LAU		rope		tuːɡ	t uː ɡ	t u g	T V K	T Y K	rope:B	1337
10853	ENGLISH	eng	rope		rəʊp	r əʊ p	r I p	R V P	R E P	rope:K	1343
10855	DUTCH	nld	rope		tɑu	t ɑu	t o	T V	T A	rope:B	1337
10856	DUTCH	nld	rope		kort	k o r t	k o r t	K V R T	K U R T	rope:G	1340
10857	GERMAN	deu	rope		zaĭl	z a ĭ l	z a i l	S V V R	S A I L	rope:X	1354
10858	LATIN	lat	rope		ˈfuːnis	ˈf uː n i s	f u n i s	P V N V S	B Y N I S	rope:Q	1347
10859	CATALAN	cat	rope		kɔɾðə	k ɔ ɾ ð ə	k o r 8 I	K V R T V	K U R D E	rope:G	1340
10860	CATALAN	cat	rope		kuɾðiʎ	k u ɾ ð i ʎ	k u r 8 i l	K V R T V R	K Y R D I L	rope:G	1340
10861	PORTUGUESE	por	rope		ˈkɔɾðɐ	ˈk ɔ ɾ ð ɐ	k o r 8 a	K V R T V	K U R D E	rope:G	1340
10862	SPANISH	spa	rope		kweɾða	k w e ɾ ð a	k w e r 8 a	K W V R T V	K W E R D A	rope:G	1340
10863	FRENCH	fra	rope		kɔʀd	k ɔ ʀ d	k o r d	K V R T	K U R T	rope:G	1340
10864	ITALIAN	ita	rope		kɔrda	k ɔ r d a	k o r d a	K V R T V	K U R T A	rope:G	1340
10865	OLD_IRISH	sga	rope		loṽən	l o ṽ ə n	l o v I n	R V W V N	L U W E N	rope:Ac	1335
10866	OLD_IRISH	sga	rope		tʹe:d	tʹ e: d	t e d	T V T	T E T	rope:N	1346
4014	ANCIENT_GREEK	grc	rotten		saprós	s a p r ó s	s a p r o s	S V P R V S	S A P R U S	rotten:Q	1364
4015	GREEK	ell	rotten		ˈsapço̞s	ˈs a p ç o̞ s	s a p S o s	S V P S V S	S A P S U S	rotten:Q	1364
4018	OSSETIC_IRON	oss	rotten		ɐmbyd	ɐ m b y d	a m b i d	V M P V T	E M P Y T	rotten:O	1362
4019	OSSETIC_DIGOR	oss	rotten		ɐmbud	ɐ m b u d	a m b u d	V M P V T	E M P Y T	rotten:O	1362
4021	ORIYA	ori	rotten		pɔča	p ɔ č a	p o C a	P V K V	P U C A	rotten:G	1360
4022	ORIYA	ori	rotten		sɔɖha	s ɔ ɖ h a	s o d h a	S V T H V	S U T H A	rotten:H	1361
4023	MARATHI	mar	rotten		səɖlelə	s ə ɖ l e l ə	s I d l e l I	S V T R V R V	S E T L E L E	rotten:H	1361
4024	MARATHI	mar	rotten		səɖka	s ə ɖ k a	s I d k a	S V T K V	S E T K A	rotten:H	1361
4025	OLD_CHURCH_SLAVONIC	chu	rotten		sʊ̆ɡnilʊ̆	s ʊ̆ ɡ n i l ʊ̆	s u g n i l u	S V K N V R V	S Y K N I L Y	rotten:F	1359
4026	SERBO-CROATIAN	srp	rotten		ˈɡɲîɔ	ˈɡ ɲ î ɔ	g H i o	K N V V	K N I U	rotten:F	1359
4027	SERBO-CROATIAN	srp	rotten		ˈtrûɔ	ˈt r u ɔ	t r u o	T R V V	T R Y U	rotten:Aa	1356
4028	BULGARIAN	bul	rotten		gniɫ	g n i ɫ	g n i l	K N V R	K N I L	rotten:F	1359
4029	MACEDONIAN	mkd	rotten		ɡnil	ɡ n i l	g n i l	K N V R	K N I L	rotten:F	1359
4030	RUSSIAN	rus	rotten		gnʲiɫɔj	g nʲ i ɫ ɔ j	g n i l o y	K N V R V J	K N I L U J	rotten:F	1359
4031	POLISH	pol	rotten		zɡɲiwɘ̟	z ɡ ɲ i w ɘ̟	z g H i w I	S K N V W V	S K N I W E	rotten:F	1359
4032	BELARUSIAN	bel	rotten		ɣnʲiˈɫɨ	ɣ nʲ i ˈɫ ɨ	x n i l I	K N V R V	G N I L I	rotten:F	1359
4033	UKRAINIAN	ukr	rotten		ɦnɪˈɫɪj	ɦ n ɪ ˈɫ ɪ j	h n i l i y	H N V R V J	H N I L I J	rotten:F	1359
4034	SLOVAK	slk	rotten		ˈzɦɲitiː	ˈz ɦ ɲ i t iː	z h H i t i	S H N V T V	S H N I T I	rotten:F	1359
4035	CZECH	ces	rotten		sxɲɪliː	s x ɲ ɪ l iː	s x H i l i	S K N V R V	S G N I L I	rotten:F	1359
4036	SORBIAN_UPPER	hsb	rotten		ˈznʲiwɘ̟	ˈz nʲ i w ɘ̟	z n i w I	S N V W V	S N I W E	rotten:F	1359
4037	SORBIAN_LOWER	dsb	rotten		ˈzɡɲitɘ̟	ˈz ɡ ɲ i t ɘ̟	z g H i t I	S K N V T V	S K N I T E	rotten:F	1359
4038	SLOVENIAN	slv	rotten		gnîːw	g n îː w	g n i w	K N V W	K N I W	rotten:F	1359
4039	OLD_NORSE	non	rotten		ˈmorkinː	ˈm o r k i nː	m o r k i n	M V R K V N	M U R K I N	rotten:R	1365
4040	OLD_NORSE	non	rotten		ˈrotinː	ˈr o t i nː	r o t i n	R V T V N	R U T I N	rotten:B	1357
4041	OLD_NORSE	non	rotten		ˈfuːna	ˈf uː n a	f u n a	P V N V	B Y N A	rotten:O	1362
4042	OLD_NORSE	non	rotten		ˈfuːinː	ˈf uːi nː	f u n	P V N	B Y N	rotten:O	1362
4043	ICELANDIC	isl	rotten		ˈrɔːtʰɪnː	ˈr ɔː tʰ ɪ nː	r o t i n	R V T V N	R U T I N	rotten:B	1357
4044	ICELANDIC	isl	rotten		ˈfuːɪnː	ˈf uːɪ nː	f u n	P V N	B Y N	rotten:O	1362
4045	ICELANDIC	isl	rotten		ˈmɔr̥kʰɪnː	ˈm ɔ r̥ kʰ ɪ nː	m o r k i n	M V R K V N	M U R K I N	rotten:R	1365
4046	FAROESE	fao	rotten		ˈmɔɹ̥tʃɪn	ˈm ɔ ɹ̥ t ʃ ɪ n	m o r t S i n	M V R T S V N	M U R T S I N	rotten:R	1365
4047	FAROESE	fao	rotten		ˈspɪltʰʊɹ	ˈs p ɪ l tʰ ʊ ɹ	s p i l t u r	S P V R T V R	S P I L T Y R	rotten:T	1367
4048	FAROESE	fao	rotten		ˈɹoːtʰɪn	ˈɹ oː tʰ ɪ n	r o t i n	R V T V N	R U T I N	rotten:B	1357
4049	FAROESE	fao	rotten		ˈfɪɡ̊vɪn	ˈf ɪ ɡ̊ v ɪ n	f i g v i n	P V K W V N	B I K B I N	rotten:O	1362
4050	NORWEGIAN_RIKSMAL	nor	rotten		ˈmùɾkən	ˈm u ɾ k ə n	m u r k I n	M V R K V N	M Y R K E N	rotten:R	1365
4051	NORWEGIAN_RIKSMAL	nor	rotten		ˈɾɔ̀tːən	ˈɾ ɔ̀ tː ə n	r o t I n	R V T V N	R U T E N	rotten:B	1357
4052	STAVANGERSK		rotten		ˈʁòːdn̩	ˈʁ òː d n̩	G o d n	R V T N	R U T N	rotten:B	1357
4053	OLD_SWEDISH		rotten		ˈruːtin	ˈr uː t i n	r u t i n	R V T V N	R Y T I N	rotten:B	1357
4054	SWEDISH	swe	rotten		ˈmɵ̀rkən	ˈm ɵ̀ r k ə n	m I r k I n	M V R K V N	M U R K E N	rotten:R	1365
4055	SWEDISH	swe	rotten		ˈrɵ̀tːən	ˈr ɵ̀ tː ə n	r I t I n	R V T V N	R U T E N	rotten:B	1357
4056	ELFDALIAN	qov	rotten		ˈfʉə̀skʉn	ˈf ʉə̀ s k ʉ n	f I s k I n	P V S K V N	B Y S K Y N	rotten:S	1366
4057	DANISH	dan	rotten		ˈʁʌðən	ˈʁ ʌ ð ə n	G o 8 I n	R V T V N	R E D E N	rotten:B	1357
4058	DANISH_FJOLDE		rotten		ɹɔɹn	ɹ ɔ ɹ n	r o r n	R V R N	R U R N	rotten:B	1357
4059	GUTNISH_LAU		rotten		ruːtn	r uː t n	r u t n	R V T N	R Y T N	rotten:B	1357
4060	GUTNISH_LAU		rotten		ˈfɛular	ˈf ɛu l a r	f E l a r	P V R V R	B E L A R	rotten:O	1362
4061	ENGLISH	eng	rotten		rɒtən	r ɒ t ə n	r o t I n	R V T V N	R O T E N	rotten:B	1357
4063	DUTCH	nld	rotten		vərsletən	v ə r s l e t ə n	v I r s l e t I n	W V R S R V T V N	B E R S L E T E N	rotten:U	1368
4064	DUTCH	nld	rotten		vərɔt	v ə r ɔ t	v I r o t	W V R V T	B E R U T	rotten:B	1357
4065	GERMAN	deu	rotten		faŭl	f a ŭ l	f a u l	P V V R	B A Y L	rotten:O	1362
4066	LATIN	lat	rotten		ˈputridus	ˈp u t r i d u s	p u t r i d u s	P V T R V T V S	P Y T R I T Y S	rotten:O	1362
4067	CATALAN	cat	rotten		puðɾit	p u ð ɾ i t	p u 8 r i t	P V T R V T	P Y D R I T	rotten:O	1362
4068	PORTUGUESE	por	rotten		ˈpodɾɨ	ˈp o d ɾ ɨ	p o d r I	P V T R V	P U T R I	rotten:O	1362
4069	SPANISH	spa	rotten		poðɾiðo	p o ð ɾ i ð o	p o 8 r i 8 o	P V T R V T V	P U D R I D U	rotten:O	1362
4070	FRENCH	fra	rotten		puʀi	p u ʀ i	p u r i	P V R V	P Y R I	rotten:O	1362
4071	ITALIAN	ita	rotten		martʃo	m a r t ʃ o	m a r t S o	M V R T S V	M A R T S U	rotten:P	1363
4072	OLD_IRISH	sga	rotten		loβθa	l o β θ a	l o b 8 a	R V P T V	L U B D A	rotten:D	1358
4073	OLD_IRISH	sga	rotten		morgθe	m o r g θ e	m o r g 8 e	M V R K T V	M U R K D E	rotten:Z	1369
6790	ANCIENT_GREEK	grc	round		kýklios	k y k l io s	k i k l i s	K V K R V S	K Y K L I S	round:T	1380
6791	ANCIENT_GREEK	grc	round		stroŋgýlos	s t r o ŋ g y l o s	s t r o N g i l o s	S T R V N K V R V S	S T R U N K Y L U S	round:N	1376
6792	GREEK	ell	round		stro̞ŋgiˈlo̞s	s t r o̞ ŋ g i ˈl o̞ s	s t r o N g i l o s	S T R V N K V R V S	S T R U N K I L U S	round:N	1376
6795	ORIYA	ori	round		monɖla	m o n ɖ l a	m o n d l a	M V N T R V	M U N T L A	round:F	1373
6796	BIHARI	mai	round		gol	g o l	g o l	K V R	K U L	round:H	1374
6797	URDU	urd	round		ɡol	ɡ o l	g o l	K V R	K U L	round:H	1374
6798	OLD_CHURCH_SLAVONIC	chu	round		ɔkrɔ̃ɡlʊ̆	ɔ k r ɔ̃ ɡ l ʊ̆	o k r o g l u	V K R V K R V	U K R U K L Y	round:B	1371
6799	SERBO-CROATIAN	srp	round		ɔˈkrǔːɡaɔ	ɔ ˈk r uː ɡ a ɔ	o k r u g a o	V K R V K V V	U K R Y K A U	round:B	1371
6800	BULGARIAN	bul	round		ˈkrɤɡəɫ	ˈk r ɤ ɡ ə ɫ	k r o g I l	K R V K V R	K R E K E L	round:B	1371
6801	MACEDONIAN	mkd	round		tərˈkalɛzɛn	t ə r ˈk a l ɛ z ɛ n	t I r k a l E z E n	T V R K V R V S V N	T E R K A L E S E N	round:U	1381
6802	RUSSIAN	rus	round		krugɫɨj	k r u g ɫ ɨ j	k r u g l I y	K R V K R V J	K R Y K L I J	round:B	1371
6803	POLISH	pol	round		ɔˈkrɔŋɡwɘ̟	ɔ ˈk r ɔ ŋ ɡ w ɘ̟	o k r o N g w I	V K R V N K W V	U K R U N K W E	round:B	1371
6804	BELARUSIAN	bel	round		ˈkruɡɫɨ	ˈk r u ɡ ɫ ɨ	k r u g l I	K R V K R V	K R Y K L I	round:B	1371
6805	UKRAINIAN	ukr	round		ˈkruɦɫɪj	ˈk r u ɦ ɫ ɪ j	k r u h l i y	K R V H R V J	K R Y H L I J	round:B	1371
6806	SLOVAK	slk	round		ˈɔkruːɦli	ˈɔ k r uː ɦ l i	o k r u h l i	V K R V H R V	U K R Y H L I	round:B	1371
6807	CZECH	ces	round		ˈɔkrɔuɦliː	ˈɔ k r ɔu ɦ l iː	o k r o h l i	V K R V H R V	U K R U H L I	round:B	1371
6808	SORBIAN_UPPER	hsb	round		ˈkulɔjtɘ̟	ˈk u l ɔ j t ɘ̟	k u l o y t I	K V R V J T V	K Y L U J T E	round:S	1379
6809	SORBIAN_LOWER	dsb	round		ˈkulʲowatɘ̟	ˈk u lʲ o w a t ɘ̟	k u l o w a t I	K V R V W V T V	K Y L U W A T E	round:S	1379
6810	SLOVENIAN	slv	round		ɔˈkrǒːɡəw	ɔ ˈk r ǒː ɡ ə w	o k r o g I w	V K R V K V W	U K R U K E W	round:B	1371
6811	OLD_NORSE	non	round		ˈsiːˌvalr	ˈs iː ˌv a l r	s i v a l r	S V W V R R	S I B A L R	round:D	1372
6812	OLD_NORSE	non	round		ˈkrinɣˌloːtːr	ˈk r i n ɣ ˌl oː tː r	k r i n x l o t r	K R V N K R V T R	K R I N G L U T R	round:B	1371
6813	OLD_NORSE	non	round		ˈbɔlːˌloːtːr	ˈb ɔ lː ˌl oː tː r	b o l l o t r	P V R R V T R	P U L L U T R	round:I	1375
6814	ICELANDIC	isl	round		ˈkʰrɪŋlouʰtːʏr	ˈkʰ r ɪ ŋ l ouʰ tː ʏ r	k r i N l o t i r	K R V N R V T V R	K R I N L U T Y R	round:B	1371
6815	ICELANDIC	isl	round		ˈsiːvalʏr	ˈs iː v a l ʏ r	s i v a l i r	S V W V R V R	S I B A L Y R	round:D	1372
6816	FAROESE	fao	round		ˈɹʊnd̥ʊɹ	ˈɹ ʊ n d̥ ʊ ɹ	r u n d u r	R V N T V R	R Y N T Y R	round:A	1370
6817	NORWEGIAN_RIKSMAL	nor	round		ɾʉnː	ɾ ʉ nː	r I n	R V N	R Y N	round:A	1370
6818	STAVANGERSK		round		ˈʁunːə	ˈʁ u nː ə	G u n I	R V N V	R Y N E	round:A	1370
6819	OLD_SWEDISH		round		ˈkriŋːˌlotːer	ˈk r i ŋː ˌl o tː e r	k r i N l o t e r	K R V N R V T V R	K R I N L U T E R	round:B	1371
6820	OLD_SWEDISH		round		ˈrunder	ˈr u n d e r	r u n d e r	R V N T V R	R Y N T E R	round:A	1370
6821	OLD_SWEDISH		round		ˈtrinder	ˈt r i n d e r	t r i n d e r	T R V N T V R	T R I N T E R	round:P	1378
6822	SWEDISH	swe	round		rɵnd	r ɵ n d	r I n d	R V N T	R U N T	round:A	1370
6823	ELFDALIAN	qov	round		ˈkrɪ̀ŋglʉn	ˈk r ɪ̀ ŋ g l ʉ n	k r i N g l I n	K R V N K R V N	K R I N K L Y N	round:B	1371
6824	DANISH	dan	round		ʁɔnˀ	ʁ ɔ nˀ	G o n	R V N	R U N	round:A	1370
6825	DANISH_FJOLDE		round		tɹinʲ	t ɹ i nʲ	t r i n	T R V N	T R I N	round:O	1377
6826	GUTNISH_LAU		round		ˈruntar	ˈr u n t a r	r u n t a r	R V N T V R	R Y N T A R	round:A	1370
6827	ENGLISH	eng	round		raʊnd	r aʊ n d	r a n d	R V N T	R A N T	round:A	1370
6828	DUTCH	nld	round		rɔnt	r ɔ n t	r o n t	R V N T	R U N T	round:A	1370
6829	GERMAN	deu	round		rʊnt	r ʊ n t	r u n t	R V N T	R Y N T	round:A	1370
6830	LATIN	lat	round		roˈtundus	r o ˈt u n d u s	r o t u n d u s	R V T V N T V S	R U T Y N T Y S	round:A	1370
6831	SPANISH	spa	round		reðondo	r e ð o n d o	r e 8 o n d o	R V T V N T V	R E D U N T U	round:A	1370
6832	FRENCH	fra	round		ʀɔ̃	ʀ ɔ̃	r o	R V	R U	round:A	1370
6833	ITALIAN	ita	round		tondo	t o n d o	t o n d o	T V N T V	T U N T U	round:A	1370
6834	OLD_IRISH	sga	round		crunʹdʹ	c r u nʹ dʹ	T r u n d	K R V N T	C R Y N T	round:B	1371
9643	ANCIENT_GREEK	grc	rub		tríːbɔː	t r íː b ɔː	t r i b o	T R V P V	T R I P U	rub:H	1385
9644	GREEK	ell	rub		ˈtrivo̞	ˈt r i v o̞	t r i v o	T R V W V	T R I B U	rub:H	1385
9646	OSSETIC_IRON	oss	rub		šɐrf	š ɐ r f	S a r f	S V R P	S E R B	rub:O	1390
9647	OSSETIC_DIGOR	oss	rub		sɐrf	s ɐ r f	s a r f	S V R P	S E R B	rub:O	1390
