ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
10128	Alak	alk	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580
10129	Alak	alk	old		tatɨa	t a t ɨa	t a t I	T V T V	T A T I	11	1581
10130	Bahnar-Golar	bdq	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580
10131	Bahnar-Golar	bdq	old		sɔː	s ɔː	s o	S V	S U	12	1582
10132	Bahnar-Kontum	bdq	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580
10133	Bahnar-Kontum	bdq	old		sɔː	s ɔː	s o	S V	S U	12	1582
10134	Bahnar-Pleiku	bdq	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580
10135	Bahnar-Kontum	bdq	old		sɔː	s ɔː	s o	S V	S U	12	1582
10136	Brao	brb	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580
10139	Cua	cua	old		karaʔ	k a r a ʔ	k a r a 7	K V R V H	K A R A H	10	1580
10140	Cua	cua	old		ɗuːt	ɗ uː t	d u t	T V T	T Y T	14	1583
10141	Halang	hal	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580
10142	Halang	hal	old		gɛh	g ɛ h	g E h	K V H	K E H	15	1584
10143	Jeh	jeh	old		rəʔih	r ə ʔ i h	r I 7 i h	R V H V H	R E H I H	16	1585
10144	Jru-Laven	lbo	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580
10145	Jru-Laven	lbo	old		tɨa	t ɨa	t I	T V	T I	3	1596
10147	Mnong-Rölöm	mng	old		jaw	j a w	y a w	J V W	J A W	17	1586
10148	Mnong-Rölöm	mng	old		ʔuraːɲ	ʔ u r aː ɲ	7 u r a H	H V R V N	H Y R A N	18	1587
10149	Nyaheun	nev	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580
10151	Rengao	ren	old		kraʔ	k r a ʔ	k r a 7	K R V H	K R A H	10	1580
10153	Sedang	sed	old		kra	k r a	k r a	K R V	K R A	10	1580
10154	Sre	kpm	old		kra	k r a	k r a	K R V	K R A	10	1580
10155	Stieng	sti	old		kəmraː	k ə m r aː	k I m r a	K V M R V	K E M R A	10	1580
10157	Bru-Talan	oog	old		tiˀiʔ	t iˀi ʔ	t i 7	T V H	T I H	3	1596
10158	Bru-Talan	oog	old		kreˀeŋ	k r eˀe ŋ	k r e N	K R V N	K R E N	19	1588
10159	Bru-Ubon	bru	old		ti̤aʔ	t i̤a ʔ	t i 7	T V H	T I H	3	1596
10160	In	irr	old		tḭːh	t ḭː h	t i h	T V H	T I H	3	1596
10161	In	irr	old		krḛːŋ	k r ḛː ŋ	k r e N	K R V N	K R E N	19	1588
10162	Katang	kgd	old		tiːa	t iːa	t i	T V	T I	3	1596
10163	Katang	kgd	old		kriːeŋ	k r iːe ŋ	k r i N	K R V N	K R I N	19	1588
10164	Katu-AnDiem	ktv	old		tiː	t iː	t i	T V	T I	3	1596
10165	Kui(Sriwises1978)	kdt	old		tiː	t iː	t i	T V	T I	3	1596
10166	Kui(Huffman1979)	kdt	old		tiə	t iə	t i	T V	T I	3	1596
10168	Mankong	sss	old		ti̤aʔ	t i̤a ʔ	t i 7	T V H	T I H	3	1596
10169	Mankong	sss	old		kri̤əŋ	k r i̤ə ŋ	k r i N	K R V N	K R I N	19	1588
10170	Nge'	ngt	old		karreːŋ	k a rr eː ŋ	k a r e N	K V R V N	K A R E N	19	1588
10171	Nge'	ngt	old		tiːʔ	t iː ʔ	t i 7	T V H	T I H	3	1596
10172	Pacoh	pac	old		tiəʔ	t iə ʔ	t i 7	T V H	T I H	3	1596
10173	So-Khammouane	sss	old		ʔaɲɔh	ʔ a ɲ ɔ h	7 a H o h	H V N V H	H A N U H	20	1589
10174	So-SakonNakhon	sss	old		ti̤əʔ	t i̤ə ʔ	t i 7	T V H	T I H	3	1596
10175	Souei-Saravan	kdt	old		tiː	t iː	t i	T V	T I	3	1596
10176	Souei-Saravan	kdt	old		kriaŋ	k r ia ŋ	k r i N	K R V N	K R I N	19	1588
10177	TaOi	tto	old		tiː	t iː	t i	T V	T I	3	1596
10178	Khasi	khi	old		rim	r i m	r i m	R V M	R I M	20	1589
10180	Pnar	pbv	old		rim	r i m	r i m	R V M	R I M	20	1589
10181	War-Lamin	aml	old		sәrem	s ə r e m	s I r e m	S V R V M	S E R E M	20	1589
10182	Khmer-Surin	kxm	old		ʨah	ʨ a h	C a h	K V H	C A H	21	1590
10183	Khmer-Standard	khm	old		cah	c a h	T a h	K V H	C A H	21	1590
10184	Idu	tyh	old		pʰrɛ̰̂ːm	pʰ r ɛ̰̂ː m	p r E m	P R V M	P R E M	20	1589
10185	Idu	tyh	old		brḭ̂ə	b r ḭ̂ə	b r i	P R V	P R I	22	1591
10186	Khmu-Cuang	kjg	old		ʰmaŋ	ʰm a ŋ	m a N	M V N	M A N	23	1592
10190	Mal-T'in	mlf	old		pʰjeːm	pʰ j eː m	p y e m	P J V M	P J E M	20	1589
10197	Bugan	bbh	old		ʑuŋ³¹	ʑ u ŋ	Z u N	S V N	S Y N	26	1593
10198	Mang	zng	old		hum³	h u m	h u m	H V M	H Y M	26	1593
10199	Mang	zng	old		pjaː³	p j aː	p y a	P J V	P J A	27	1594
10200	Mon	mnw	old		karem	k a r e m	k a r e m	K V R V M	K A R E M	20	1589
10201	Mon	mnw	old		pjùʔ	p j u ʔ	p y u 7	P J V H	P J Y H	27	1594
10202	Nyahkur	cbn	old		pəcʰùːʔ	p ə cʰ uː ʔ	p I T u 7	P V K V H	P E C Y H	27	1594
10205	Gorum	pcj	old		papur	p a p u r	p a p u r	P V P V R	P A P Y R	28	1595
10208	Kharia	khr	old		bair	b ai r	b a r	P V R	P A R	28	1595
10211	Santali	sat	old		haɽam	h a ɽ a m	h a r a m	H V R V M	H A R A M	31	1597
10212	Sora	srb	old		tələɟba	t ə l ə ɟ b a	t I l I C b a	T V R V K P V	T E L E C P A	32	1598
10213	Sora	srb	old		papɨr	p a p ɨ r	p a p I r	P V P V R	P A P I R	28	1595
10214	Car	caq	old		hətɾɛh	h ə t ɾ ɛ h	h I t r E h	H V T R V H	H E T R E H	33	1599
10215	Car	caq	old		kəɲ	k ə ɲ	k I H	K V N	K E N	34	1600
10217	Nancowri	ncb	old		ʃi	ʃ i	S i	S V	S I	36	1601
10228	Lawa(Ratanakul)	lcp	old		pjaim	p j ai m	p y a m	P J V M	P J A M	20	1589
10231	ManMet	mml	old		pʰim⁵⁵	pʰ i m	p i m	P V M	P I M	20	1589
10232	Palaung-Dara'ang	pce	old		kăt	k ă t	k a t	K V T	K A T	45	1603
10233	Palaung-Kalaw	pce	old		mɓriːm	m ɓ r iː m	m b r i m	M P R V M	M P R I M	20	1589
10235	Palaung-Namhsan	pce	old		prim	p r i m	p r i m	P R V M	P R I M	20	1589
10236	Riang-Sak	ril	old		triːm¹	t r iː m	t r i m	T R V M	T R I M	20	1589
10240	Wa-Praok	prk	old		prim	p r i m	p r i m	P R V M	P R I M	20	1589
10241	Wa-Praok	prk	old		rɛ̤ʔ	r ɛ̤ ʔ	r E 7	R V H	R E H	43	1602
10250	Karii	pkt	old		kraː	k r aː	k r a	K R V	K R A	10	1580
10253	Ruc	scb	old		kumɐ̀k⁸	k u m ɐ̀ k	k u m a k	K V M V K	K Y M E K	10	1580
10255	Vietnamese	vie	old		già	g i à	g i a	K V V	K I A	10	1580
10256	Vietnamese	vie	old		trẻ	t r e	t r e	T R V	T R E	22	1591
10267	Alak	alk	one		moːj	m oː j	m o y	M V J	M U J	2	1607
10268	Bahnar-Golar	bdq	one		moːɲ	m oː ɲ	m o H	M V N	M U N	4	1612
10269	Bahnar-Kontum	bdq	one		moːɲ	m oː ɲ	m o H	M V N	M U N	4	1612
10270	Bahnar-Pleiku	bdq	one		moːɲ	m oː ɲ	m o H	M V N	M U N	4	1612
10271	Brao	brb	one		muːj	m uː j	m u y	M V J	M Y J	2	1607
10275	Cua	cua	one		muj	m u j	m u y	M V J	M Y J	2	1607
10276	Halang	hal	one		mo̤jʔ	m o̤ j ʔ	m o y 7	M V J H	M U J H	2	1607
10277	Jeh	jeh	one		mṳːj	m ṳː j	m i y	M V J	M Y J	2	1607
10278	Jru-Laven	lbo	one		muːj	m uː j	m u y	M V J	M Y J	2	1607
10282	Mnong-Rölöm	mng	one		mue	m ue	m u	M V	M Y	2	1607
10283	Nyaheun	nev	one		mue	m ue	m u	M V	M Y	2	1607
10285	Rengao	ren	one		mo̤j	m o̤ j	m o y	M V J	M U J	2	1607
10287	Sedang	sed	one		moj	m o j	m o y	M V J	M U J	2	1607
10288	Stieng	sti	one		muoj	m uo j	m u y	M V J	M Y J	2	1607
10291	Bru-Talan	oog	one		mo:j	m o: j	m o y	M V J	M U J	2	1607
10292	Bru-Ubon	bru	one		muəj	m uə j	m u y	M V J	M Y J	2	1607
10293	In	irr	one		mo̰ːj	m o̰ː j	m o y	M V J	M U J	2	1607
10294	Katang	kgd	one		muːəj	m uːə j	m u y	M V J	M Y J	2	1607
10295	Katu-AnDiem	ktv	one		mɨj	m ɨ j	m I y	M V J	M I J	2	1607
10296	Kui(Sriwises1978)	kdt	one		mùːj	m uː j	m u y	M V J	M Y J	2	1607
10297	Kui(Huffman1979)	kdt	one		mṳəj	m ṳə j	m i y	M V J	M Y J	2	1607
10299	Mankong	sss	one		mṳəj	m ṳə j	m i y	M V J	M Y J	2	1607
10300	Nge'	ngt	one		mʌːjʔ	m ʌː j ʔ	m o y 7	M V J H	M E J H	2	1607
10301	Pacoh	pac	one		mṵːj	m ṵː j	m u y	M V J	M Y J	2	1607
10302	So-Khammouane	sss	one		mṳəj	m ṳə j	m i y	M V J	M Y J	2	1607
10303	So-SakonNakhon	sss	one		mṳəj	m ṳə j	m i y	M V J	M Y J	2	1607
10304	Souei-Saravan	kdt	one		məːjʔ	m əː j ʔ	m I y 7	M V J H	M E J H	2	1607
10305	TaOi	tto	one		moːj	m oː j	m o y	M V J	M U J	2	1607
10306	Khasi	khi	one		wɛj	w ɛ j	w E y	W V J	W E J	5	1613
10308	Pnar	pbv	one		wi	w i	w i	W V	W I	5	1613
10309	War-Lamin	aml	one		mi	m i	m i	M V	M I	2	1607
10310	Khmer-Surin	kxm	one		mʊːj	m ʊː j	m u y	M V J	M Y J	2	1607
10311	Khmer-Standard	khm	one		mùəj	m u ə j	m u I y	M V V J	M Y E J	2	1607
10312	Idu	tyh	one		handɨ̰̂ːj	h a n d ɨ̰̂ː j	h a n d I y	H V N T V J	H A N T I J	6	1614
10313	Khmu-Cuang	kjg	one		moːj	m oː j	m o y	M V J	M U J	2	1607
10315	Khmu-Yuan	kjg	one		mòːj	m òː j	m o y	M V J	M U J	2	1607
10317	Mal-T'in	mlf	one		móːj	m óː j	m o y	M V J	M U J	2	1607
10323	Bugan	bbh	one		bɔ⁵⁵	b ɔ	b o	P V	P U	8	1615
10324	Bugan	bbh	one		mə⁵⁵	m ə	m I	M V	M E	2	1607
10325	Mang	zng	one		mak⁷	m a k	m a k	M V K	M A K	9	1616
10326	Mon	mnw	one		mòa	m ò a	m o a	M V V	M U A	2	1607
10327	Nyahkur	cbn	one		muaj²	m ua j	m u y	M V J	M Y J	2	1607
10334	Gorum	pcj	one		bo̰j	b o̰ j	b o y	P V J	P U J	2	1607
10337	Kharia	khr	one		mɔiŋ	m ɔi ŋ	m o N	M V N	M U N	2	1607
10340	Santali	sat	one		mit˺	m i t˺	m i t	M V T	M I T	2	1607
10341	Sora	srb	one		bɔɟ	b ɔ ɟ	b o C	P V K	P U C	2	1607
10342	Sora	srb	one		mɨɟ	m ɨ ɟ	m I C	M V K	M I C	2	1607
10343	Car	caq	one		heŋ	h e ŋ	h e N	H V N	H E N	13	1604
10345	Nancowri	ncb	one		heaŋ	h ea ŋ	h e N	H V N	H E N	13	1604
10353	Lawa(Ratanakul)	lcp	one		tʰiʔ	tʰ i ʔ	t i 7	T V H	T I H	17	1605
10355	ManMet	mml	one		ma¹³ɔ³¹,m̩'ɔ³¹	ma¹³ ɔ³¹, m̩'ɔ³¹	m o m	M V M	M U M	23	1611
10357	Palaung-Dara'ang	pce	one		l̥eih	l̥ ei h	l e h	R V H	L E H	20	1608
10358	Palaung-Dara'ang	pce	one		Ɂu	Ɂ u	7 u	H V	H Y	19	1606
10359	Palaung-Kalaw	pce	one		ʔuɓok	ʔu ɓok	7 b	H P	H P	19	1606
10361	Palaung-Namhsan	pce	one		hlɛ	h l ɛ	h l E	H R V	H L E	20	1608
10362	Palaung-Namhsan	pce	one		ʔu	ʔ u	7 u	H V	H Y	19	1606
10363	Riang-Sak	ril	one		hɔk¹	h ɔ k	h o k	H V K	H U K	21	1609
10367	Wa-Praok	prk	one		ti̤ʔ	t i̤ ʔ	t i 7	T V H	T I H	17	1605
10374	Karii	pkt	one		moːc	m oː c	m o T	M V K	M U C	22	1610
10377	Ruc	scb	one		mʊːc⁸	m ʊː c	m u T	M V K	M Y C	22	1610
10380	Vietnamese	vie	one		một	m o t	m o t	M V T	M U T	22	1610
10382	Alak	alk	palm (of hand)		capaːŋ	c a p aː ŋ	T a p a N	K V P V N	C A P A N	1	1617
10383	Bahnar-Golar	bdq	palm (of hand)		pəlaʔ	p ə l a ʔ	p I l a 7	P V R V H	P E L A H	2	1622
10384	Bahnar-Kontum	bdq	palm (of hand)		pəlaʔ	p ə l a ʔ	p I l a 7	P V R V H	P E L A H	2	1622
10385	Bahnar-Pleiku	bdq	palm (of hand)		pəlaʔ	p ə l a ʔ	p I l a 7	P V R V H	P E L A H	2	1622
10386	Bahnar-Pleiku	bdq	palm (of hand)		kəpaːŋ	k ə p aː ŋ	k I p a N	K V P V N	K E P A N	1	1617
10390	Cua	cua	palm (of hand)		plaː	p l aː	p l a	P R V	P L A	2	1622
10391	Jeh	jeh	palm (of hand)		kəpaːŋti̤ː	kəpaːŋ ti̤ː	k t	K T	K T	1	1617
10392	Jru-Laven	lbo	palm (of hand)		hpaːŋ	h p aː ŋ	h p a N	H P V N	H P A N	1	1617
10396	Mnong-Rölöm	mng	palm (of hand)		paːŋtiː	paːŋ tiː	p t	P T	P T	1	1617
10397	Nyaheun	nev	palm (of hand)		paːŋ	p aː ŋ	p a N	P V N	P A N	1	1617
10399	Rengao	ren	palm (of hand)		kəpaːŋti̤ː	kəpaːŋ ti̤ː	k t	K T	K T	1	1617
10401	Sedang	sed	palm (of hand)		kəpɛ̰əŋ	k ə p ɛ̰ə ŋ	k I p E N	K V P V N	K E P E N	1	1617
10402	Sre	kpm	palm (of hand)		paŋ	p a ŋ	p a N	P V N	P A N	1	1617
10403	Stieng	sti	palm (of hand)		paːŋ	p aː ŋ	p a N	P V N	P A N	1	1617
10406	Bru-Talan	oog	palm (of hand)		təlaˀaŋ	t ə l aˀa ŋ	t I l a N	T V R V N	T E L A N	4	1629
10407	Bru-Ubon	bru	palm (of hand)		təlaːŋ	t ə l aː ŋ	t I l a N	T V R V N	T E L A N	4	1629
10408	Katang	kgd	palm (of hand)		təlaːŋʔatɪː	təlaːŋ ʔatɪː	t 7	T H	T H	4	1629
10409	Katu-AnDiem	ktv	palm (of hand)		tapaːŋ	t a p aː ŋ	t a p a N	T V P V N	T A P A N	1	1617
10411	Kui(Sriwises1978)	kdt	palm (of hand)		laːŋ	l aː ŋ	l a N	R V N	L A N	4	1629
10412	Kui(Huffman1979)	kdt	palm (of hand)		traːŋtʌj	traːŋ tʌj	t t	T T	T T	4	1629
10414	Mankong	sss	palm (of hand)		təlaːŋ	t ə l aː ŋ	t I l a N	T V R V N	T E L A N	4	1629
10415	Nge'	ngt	palm (of hand)		tampaŋ	t a m p a ŋ	t a m p a N	T V M P V N	T A M P A N	1	1617
10416	Pacoh	pac	palm (of hand)		təmpaːŋ	t ə m p aː ŋ	t I m p a N	T V M P V N	T E M P A N	1	1617
10417	So-Khammouane	sss	palm (of hand)		təlaːŋʔatiː	təlaːŋ ʔatiː	t 7	T H	T H	4	1629
10418	So-SakonNakhon	sss	palm (of hand)		təlaːŋʔati̤ː	təlaːŋ ʔati̤ː	t 7	T H	T H	4	1629
10419	Souei-Saravan	kdt	palm (of hand)		təlaːŋtiː	təlaːŋ tiː	t t	T T	T T	4	1629
10420	TaOi	tto	palm (of hand)		təlaːŋ	t ə l aː ŋ	t I l a N	T V R V N	T E L A N	4	1629
10421	Khasi	khi	palm (of hand)		slati	sla ti	s t	S T	S T	5	1630
10422	Pnar	pbv	palm (of hand)		slakti	sla kti	s k	S K	S K	5	1630
10423	War-Lamin	aml	palm (of hand)		poʔta	poʔ ta	p t	P T	P T	6	1631
10424	Khmer-Surin	kxm	palm (of hand)		baːt	b aː t	b a t	P V T	P A T	7	1632
10425	Khmer-Standard	khm	palm (of hand)		baːt	b aː t	b a t	P V T	P A T	7	1632
10426	Idu	tyh	palm (of hand)		dallâ̰ːtâ̤ːj	dallâ̰ː tâ̤ːj	d t	T T	T T	8	1633
10427	Khmu-Cuang	kjg	palm (of hand)		kdaːk	k d aː k	k d a k	K T V K	K T A K	9	1634
10429	Khmu-Yuan	kjg	palm (of hand)		ktáːk	k t áː k	k t a k	K T V K	K T A K	9	1634
10430	Mal-T'in	mlf	palm (of hand)		laːŋ	l aː ŋ	l a N	R V N	L A N	4	1629
10435	Bugan	bbh	palm (of hand)		ʦo̱u̱³¹	ʦ o̱u̱	c o	K V	C U	12	1618
10436	Mang	zng	palm (of hand)		ɗaːj¹tiː²	ɗaːj¹ tiː²	d t	T T	T T	13	1619
10437	Mon	mnw	palm (of hand)		həta	h ə t a	h I t a	H V T V	H E T A	14	1620
10438	Nyahkur	cbn	palm (of hand)		ntáːl	n t áː l	n t a l	N T V R	N T A L	14	1620
10443	Kharia	khr	palm (of hand)		tarhatʰi	t a r h a tʰ i	t a r h a t i	T V R H V T V	T A R H A T I	18	1621
10447	Santali	sat	palm (of hand)		talkʰa	t a l kʰ a	t a l k a	T V R K V	T A L K A	20	1623
10448	Sora	srb	palm (of hand)		ətalsi	ə t a l s i	I t a l s i	V T V R S V	E T A L S I	20	1623
10449	Car	caq	palm (of hand)		ʔɛltiː	ʔ ɛ l t iː	7 E l t i	H V R T V	H E L T I	21	1624
10451	Nancowri	ncb	palm (of hand)		ʔoaltaj	ʔ oa l t a j	7 o l t a y	H V R T V J	H U L T A J	21	1624
10460	Lawa(Ratanakul)	lcp	palm (of hand)		lətʰɨək	l ə tʰ ɨə k	l I t I k	R V T V K	L E T I K	9	1634
10462	ManMet	mml	palm (of hand)		atak³¹tʰiʔ⁵³	a tak³¹ tʰiʔ⁵³	a t t	V T T	A T T	9	1634
10464	Palaung-Dara'ang	pce	palm (of hand)		kabadε	kaba dε	k d	K T	K T	26	1625
10465	Palaung-Kalaw	pce	palm (of hand)		kaɓaːɗɛː	kaɓaː ɗɛː	k d	K T	K T	26	1625
10467	Palaung-Namhsan	pce	palm (of hand)		tati	ta ti	t t	T T	T T	9	1634
10468	Riang-Sak	ril	palm (of hand)		plɑk¹tiʔ¹	plɑk¹ tiʔ¹	p t	P T	P T	27	1626
10471	Wa-Praok	prk	palm (of hand)		tɔmtaiʔ	tɔm taiʔ	t t	T T	T T	9	1634
10476	Karii	pkt	palm (of hand)		kapaːŋʔ	k a p aː ŋ ʔ	k a p a N 7	K V P V N H	K A P A N H	1	1617
10479	Ruc	scb	palm (of hand)		kədaːŋ³	k ə d aː ŋ	k I d a N	K V T V N	K E T A N	29	1627
10482	Vietnamese	vie	palm (of hand)		lòngbàn	lòng bàn	l b	R P	L P	30	1628
10491	Alak	alk	penis		lɔʔ	l ɔ ʔ	l o 7	R V H	L U H	1	1635
10492	Bahnar-Golar	bdq	penis		lɔː	l ɔː	l o	R V	L U	1	1635
10493	Bahnar-Kontum	bdq	penis		lɔː	l ɔː	l o	R V	L U	1	1635
10494	Bahnar-Pleiku	bdq	penis		lɔː	l ɔː	l o	R V	L U	1	1635
10495	Brao	brb	penis		lɑʔ	l ɑ ʔ	l o 7	R V H	L A H	1	1635
10498	Cua	cua	penis		klaːw	k l aː w	k l a w	K R V W	K L A W	3	1652
10499	Halang	hal	penis		kəʔwəl	k ə ʔ w ə l	k I 7 w I l	K V H W V R	K E H W E L	5	1655
10500	Halang	hal	penis		mɛn	m ɛ n	m E n	M V N	M E N	6	1656
10501	Jeh	jeh	penis		mɛːn	m ɛː n	m E n	M V N	M E N	6	1656
10502	Jru-Laven	lbo	penis		klaj	k l a j	k l a y	K R V J	K L A J	7	1657
10504	Nyaheun	nev	penis		lɔʔ	l ɔ ʔ	l o 7	R V H	L U H	1	1635
10505	Rengao	ren	penis		mɛ̤m	m ɛ̤ m	m E m	M V M	M E M	6	1656
10506	Sedang	sed	penis		kəta	k ə t a	k I t a	K V T V	K E T A	7	1657
10507	Sre	kpm	penis		lɔc	l ɔ c	l o T	R V K	L U C	2	1645
10508	Stieng	sti	penis		klaːw	k l aː w	k l a w	K R V W	K L A W	3	1652
10510	Bru-Talan	oog	penis		kəɲjəŋʔ	k ə ɲ j ə ŋ ʔ	k I H y I N 7	K V N J V N H	K E N J E N H	9	1658
10511	Bru-Ubon	bru	penis		klaj	k l a j	k l a y	K R V J	K L A J	7	1657
10512	In	irr	penis		klaj	k l a j	k l a y	K R V J	K L A J	7	1657
10513	Katang	kgd	penis		klaj	k l a j	k l a y	K R V J	K L A J	7	1657
10514	Katu-AnDiem	ktv	penis		gɑːj	g ɑː j	g o y	K V J	K A J	9	1658
10515	Kui(Sriwises1978)	kdt	penis		klaj	k l a j	k l a y	K R V J	K L A J	7	1657
10516	Kui(Huffman1979)	kdt	penis		klaj	k l a j	k l a y	K R V J	K L A J	7	1657
10517	Mankong	sss	penis		klaj	k l a j	k l a y	K R V J	K L A J	7	1657
10518	Nge'	ngt	penis		lɔʔ	l ɔ ʔ	l o 7	R V H	L U H	1	1635
10519	Pacoh	pac	penis		cṵar	c ṵa r	T u r	K V R	C Y R	10	1636
10520	So-Khammouane	sss	penis		klaj	k l a j	k l a y	K R V J	K L A J	7	1657
10521	So-SakonNakhon	sss	penis		təpo̤ʔ	t ə p o̤ ʔ	t I p o 7	T V P V H	T E P U H	11	1637
10522	Souei-Saravan	kdt	penis		klaj	k l a j	k l a y	K R V J	K L A J	7	1657
10523	TaOi	tto	penis		klɔʔ	k l ɔ ʔ	k l o 7	K R V H	K L U H	12	1638
10524	Khasi	khi	penis		tʰlɔʔ	tʰ l ɔ ʔ	t l o 7	T R V H	T L U H	12	1638
10525	Pnar	pbv	penis		tʰlɔʔ	tʰ l ɔ ʔ	t l o 7	T R V H	T L U H	3	1652
10526	War-Lamin	aml	penis		tjoŋpra	tjoŋ pra	t p	T P	T P	13	1639
10527	Khmer-Surin	kxm	penis		kdɑː	k d ɑː	k d o	K T V	K T A	14	1640
10528	Khmer-Standard	khm	penis		kdɑː	k d ɑː	k d o	K T V	K T A	14	1640
10529	Idu	tyh	penis		lê̤w	l ê̤ w	l e w	R V W	L E W	15	1641
10530	Khmu-Cuang	kjg	penis		lok	l o k	l o k	R V K	L U K	16	1642
10531	Khmu-Cuang	kjg	penis		tleʔ	t l e ʔ	t l e 7	T R V H	T L E H	17	1643
10532	Khmu-Cuang	kjg	penis		klaː	k l aː	k l a	K R V	K L A	3	1652
10533	Khmu-Yuan	kjg	penis		lòk	l ò k	l o k	R V K	L U K	16	1642
10534	Khmu-Yuan	kjg	penis		tléʔ	t l é ʔ	t l e 7	T R V H	T L E H	17	1643
10535	Mal-T'in	mlf	penis		ʔoːl	ʔ oː l	7 o l	H V R	H U L	18	1644
10539	Bugan	bbh	penis		ʦɔ¹³	ʦ ɔ	c o	K V	C U	22	1647
10540	Mang	zng	penis		ɗua³	ɗ ua	d u	T V	T Y	23	1648
10541	Mon	mnw	penis		pò	p ò	p o	P V	P U	21	1646
10542	Nyahkur	cbn	penis		pədɛj	p ə d ɛ j	p I d E y	P V T V J	P E T E J	24	1649
10546	Gorum	pcj	penis		luŋguj	l u ŋ g u j	l u N g u y	R V N K V J	L Y N K Y J	27	1650
10551	Kharia	khr	penis		cuʈulu	cu ʈulu	T t	K T	C T	28	1651
10557	Santali	sat	penis		loc˺	l o c˺	l o T	R V K	L U C	2	1645
10558	Sora	srb	penis		ʌlʌɟ	ʌ l ʌ ɟ	o l o C	V R V K	E L E C	2	1645
10559	Car	caq	penis		ləc	l ə c	l I T	R V K	L E C	2	1645
10568	ManMet	mml	penis		lɛ³⁵	l ɛ	l E	R V	L E	7	1657
10570	Palaung-Kalaw	pce	penis		ɗiʔ	ɗ i ʔ	d i 7	T V H	T I H	35	1653
10572	Palaung-Namhsan	pce	penis		gɔŋ	g ɔ ŋ	g o N	K V N	K U N	37	1654
10573	Riang-Sak	ril	penis		klɛʔ¹	k l ɛ ʔ	k l E 7	K R V H	K L E H	7	1657
10575	Wa-Praok	prk	penis		kliʔ	k l i ʔ	k l i 7	K R V H	K L I H	7	1657
10582	Karii	pkt	penis		loːc	l oː c	l o T	R V K	L U C	2	1645
10584	Ruc	scb	penis		loːc⁸	l oː c	l o T	R V K	L U C	2	1645
10597	Alak	alk	person		pʻarŋaːj	pʻ a r ŋ aː j	p a r N a y	P V R N V J	P A R N A J	6	1676
10598	Bahnar-Golar	bdq	person		bəŋaːj	b ə ŋ aː j	b I N a y	P V N V J	P E N A J	6	1676
10599	Bahnar-Kontum	bdq	person		bəŋaːj	b ə ŋ aː j	b I N a y	P V N V J	P E N A J	6	1676
10600	Bahnar-Pleiku	bdq	person		bəŋaːj	b ə ŋ aː j	b I N a y	P V N V J	P E N A J	6	1676
10601	Brao	brb	person		bənih	b ə n i h	b I n i h	P V N V H	P E N I H	7	1677
10606	Cua	cua	person		mənih	m ə n i h	m I n i h	M V N V H	M E N I H	7	1677
10607	Halang	hal	person		bəŋaj	b ə ŋ a j	b I N a y	P V N V J	P E N A J	6	1676
10608	Jeh	jeh	person		məŋaːj	m ə ŋ aː j	m I N a y	M V N V J	M E N A J	6	1676
10609	Jru-Laven	lbo	person		pnus	p n u s	p n u s	P N V S	P N Y S	9	1678
10613	Mnong-Rölöm	mng	person		naw	n a w	n a w	N V W	N A W	10	1660
10614	Nyaheun	nev	person		nnuːjh	nn uː j h	n u y h	N V J H	N Y J H	9	1678
10616	Rengao	ren	person		mənujh	m ə n u j h	m I n u y h	M V N V J H	M E N Y J H	9	1678
10618	Sedang	sed	person		ŋḛ	ŋ ḛ	N e	N V	N E	6	1676
10619	Sre	kpm	person		cau	c au	T a	K V	C A	11	1661
10620	Stieng	sti	person		bneh	b n e h	b n e h	P N V H	P N E H	7	1677
10622	Bru-Talan	oog	person		kuˀj	k uˀ j	k u y	K V J	K Y J	12	1662
10623	Bru-Ubon	bru	person		kʉaj	k ʉa j	k I y	K V J	K Y J	12	1662
10625	Bru-Ubon	bru	person		kəne̤a	k ə n e̤a	k I n e	K V N V	K E N E	13	1663
10626	In	irr	person		kṵj	k ṵ j	k u y	K V J	K Y J	12	1662
10627	Katang	kgd	person		ləkuːəj	l ə k uːə j	l I k u y	R V K V J	L E K Y J	12	1662
10628	Katu-AnDiem	ktv	person		manɨjh	m a n ɨ j h	m a n I y h	M V N V J H	M A N I J H	7	1677
10630	Kui(Sriwises1978)	kdt	person		kuːj	k uː j	k u y	K V J	K Y J	12	1662
10631	Kui(Huffman1979)	kdt	person		kuəj	k uə j	k u y	K V J	K Y J	12	1662
10633	Mankong	sss	person		kuaj	k ua j	k u y	K V J	K Y J	12	1662
10634	Nge'	ngt	person		kamaːt	k a m aː t	k a m a t	K V M V T	K A M A T	14	1664
